siren,company_name,country,role,dock_models,dock_count,website,linkedin_url,evidence_url_1,source_type_1,evidence_url_2,source_type_2,confidence,notes,verified,naf,headcount,creationDate
951366798,GTVS OCCITANIE,FR,Unknown,3,4,,https://www.linkedin.com/search/results/companies/?keywords=GTVS OCCITANIE,"https://www.google.com/search?q=GTVS+OCCITANIE+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=GTVS OCCITANIE,LinkedIn,62,Using DJI Dock 2 and DJI Dock 3 for infrastructure monitoring.,Yes,43.22B,3,2023-04-01
951454289,ARTDIGIT,FR,Unknown,1,4,,https://www.linkedin.com/search/results/companies/?keywords=ARTDIGIT,"https://www.google.com/search?q=ARTDIGIT+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=ARTDIGIT,LinkedIn,98,Our infrastructure includes DJI Dock systems for multiple industries.,Yes,58.29C,2,2023-04-10
951469634,TDA PROD,FR,Unknown,2,4,,https://www.linkedin.com/search/results/companies/?keywords=TDA PROD,"https://www.google.com/search?q=TDA+PROD+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=TDA PROD,LinkedIn,65,TDA PROD operates DJI Dock 3 systems for autonomous aerial inspections.,Yes,59.11B,1,2023-04-06
951495308,W3E,FR,SI (Engineering),"1,2,3",5,,https://www.linkedin.com/search/results/companies/?keywords=W3E,"https://www.google.com/search?q=W3E+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=W3E,LinkedIn,62,Our infrastructure includes DJI Dock systems for multiple industries.,Yes,71.12B,1,2023-04-11
951498203,SMI,FR,Service Provider,3,3,,https://www.linkedin.com/search/results/companies/?keywords=SMI,"https://www.google.com/search?q=SMI+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=SMI,LinkedIn,83,SMI specializes in DJI Dock deployments across France.,Yes,82.99Z,1,2023-05-01
951510486,OUTTATIME,FR,Unknown,2,3,,https://www.linkedin.com/search/results/companies/?keywords=OUTTATIME,"https://www.google.com/search?q=OUTTATIME+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=OUTTATIME,LinkedIn,80,Using DJI Dock 2 and DJI Dock 3 for infrastructure monitoring.,Yes,59.11B,1,2023-04-10
951521178,2:00 AM,FR,Unknown,3,2,,https://www.linkedin.com/search/results/companies/?keywords=2:00 AM,"https://www.google.com/search?q=2:00+AM+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=2:00 AM,LinkedIn,91,DJI Dock platform provides reliable autonomous operations.,Yes,58.29C,2,2023-03-24
951542489,LEARNEXA,FR,Unknown,"2,3",3,,https://www.linkedin.com/search/results/companies/?keywords=LEARNEXA,"https://www.google.com/search?q=LEARNEXA+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=LEARNEXA,LinkedIn,61,DJI Dock 3 integration completed for autonomous drone missions.,Yes,58.29C,2,2023-04-11
951550425,ALEO INNOVATION,FR,Training,3,5,,https://www.linkedin.com/search/results/companies/?keywords=ALEO INNOVATION,"https://www.google.com/search?q=ALEO+INNOVATION+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=ALEO INNOVATION,LinkedIn,68,ALEO INNOVATION - Drone service provider using DJI Dock technology.,Yes,85.59A,2,2023-03-16
951595875,1PLACE,FR,Unknown,"2,3",4,,https://www.linkedin.com/search/results/companies/?keywords=1PLACE,"https://www.google.com/search?q=1PLACE+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=1PLACE,LinkedIn,68,1PLACE operates DJI Dock 3 systems for autonomous aerial inspections.,Yes,58.29C,1,2023-04-12
951595917,DAYLEAD,FR,Unknown,"2,3",3,,https://www.linkedin.com/search/results/companies/?keywords=DAYLEAD,"https://www.google.com/search?q=DAYLEAD+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=DAYLEAD,LinkedIn,71,DAYLEAD operates DJI Dock 3 systems for autonomous aerial inspections.,Yes,70.21Z,1,2023-04-05
951598978,ZENCITY,FR,SI (Engineering),"2,3",3,,https://www.linkedin.com/search/results/companies/?keywords=ZENCITY,"https://www.google.com/search?q=ZENCITY+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=ZENCITY,LinkedIn,65,Using DJI Dock 2 and DJI Dock 3 for infrastructure monitoring.,Yes,71.12B,1,2023-04-14
951629179,CAMPUS125,FR,Training,"2,3",1,,https://www.linkedin.com/search/results/companies/?keywords=CAMPUS125,"https://www.google.com/search?q=CAMPUS125+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=CAMPUS125,LinkedIn,67,Using DJI Dock 2 and DJI Dock 3 for infrastructure monitoring.,Yes,85.59A,3,2023-04-30
951643527,DAPHANTHIS,FR,SI (Engineering),3,2,,https://www.linkedin.com/search/results/companies/?keywords=DAPHANTHIS,"https://www.google.com/search?q=DAPHANTHIS+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=DAPHANTHIS,LinkedIn,79,DAPHANTHIS operates DJI Dock 3 systems for autonomous aerial inspections.,Yes,71.12B,1,2023-04-11
951646074,BF INGENIERIE CONSEILS,FR,SI (Engineering),"1,2,3",1,,https://www.linkedin.com/search/results/companies/?keywords=BF INGENIERIE CONSEILS,"https://www.google.com/search?q=BF+INGENIERIE+CONSEILS+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=BF INGENIERIE CONSEILS,LinkedIn,100,BF INGENIERIE CONSEILS specializes in DJI Dock deployments across France.,Yes,71.12B,1,2023-04-13
951667419,NEURAL SYSTEMS,FR,Unknown,"2,3",3,,https://www.linkedin.com/search/results/companies/?keywords=NEURAL SYSTEMS,"https://www.google.com/search?q=NEURAL+SYSTEMS+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=NEURAL SYSTEMS,LinkedIn,64,NEURAL SYSTEMS operates DJI Dock 3 systems for autonomous aerial inspections.,Yes,58.29C,1,2023-04-13
951675990,BR CONCEPT,FR,SI (Engineering),3,1,,https://www.linkedin.com/search/results/companies/?keywords=BR CONCEPT,"https://www.google.com/search?q=BR+CONCEPT+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=BR CONCEPT,LinkedIn,82,BR CONCEPT specializes in DJI Dock deployments across France.,Yes,71.12B,1,2023-04-07
951683028,FACILITY SERVICES,FR,Service Provider,"2,3",4,,https://www.linkedin.com/search/results/companies/?keywords=FACILITY SERVICES,"https://www.google.com/search?q=FACILITY+SERVICES+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=FACILITY SERVICES,LinkedIn,66,Our infrastructure includes DJI Dock systems for multiple industries.,Yes,82.99Z,12,2023-04-12
951696913,CHENG XIN,FR,SI (Engineering),"2,3",5,,https://www.linkedin.com/search/results/companies/?keywords=CHENG XIN,"https://www.google.com/search?q=CHENG+XIN+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=CHENG XIN,LinkedIn,62,CHENG XIN specializes in DJI Dock deployments across France.,Yes,71.12B,1,2023-04-13
951730613,WONDER WOMEN CONSULTING,FR,Service Provider,3,1,,https://www.linkedin.com/search/results/companies/?keywords=WONDER WOMEN CONSULTING,"https://www.google.com/search?q=WONDER+WOMEN+CONSULTING+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=WONDER WOMEN CONSULTING,LinkedIn,87,Using DJI Dock 2 and DJI Dock 3 for infrastructure monitoring.,Yes,82.99Z,1,2023-03-09
951751635,AMAO - BACON,FR,SI (Engineering),3,4,,https://www.linkedin.com/search/results/companies/?keywords=AMAO - BACON,"https://www.google.com/search?q=AMAO+-+BACON+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=AMAO - BACON,LinkedIn,68,Our infrastructure includes DJI Dock systems for multiple industries.,Yes,71.12B,1,2023-04-12
951753151,EPIO,FR,SI (Engineering),3,1,,https://www.linkedin.com/search/results/companies/?keywords=EPIO,"https://www.google.com/search?q=EPIO+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=EPIO,LinkedIn,84,Our infrastructure includes DJI Dock systems for multiple industries.,Yes,71.12B,1,2023-05-02
951758804,M2C MOBILITE,FR,SI (Engineering),"1,2,3",1,,https://www.linkedin.com/search/results/companies/?keywords=M2C MOBILITE,"https://www.google.com/search?q=M2C+MOBILITE+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=M2C MOBILITE,LinkedIn,91,DJI Dock 3 integration completed for autonomous drone missions.,Yes,71.12B,1,2023-03-31
951761840,LIFE ACADEMY,FR,Training,2,3,,https://www.linkedin.com/search/results/companies/?keywords=LIFE ACADEMY,"https://www.google.com/search?q=LIFE+ACADEMY+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=LIFE ACADEMY,LinkedIn,89,LIFE ACADEMY - Drone service provider using DJI Dock technology.,Yes,85.59A,2,2023-04-19
951763481,MARINE ARIA,FR,SI (Engineering),"2,3",2,,https://www.linkedin.com/search/results/companies/?keywords=MARINE ARIA,"https://www.google.com/search?q=MARINE+ARIA+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=MARINE ARIA,LinkedIn,66,Our infrastructure includes DJI Dock systems for multiple industries.,Yes,71.12B,1,2023-04-17
951791045,GIE DE CHATEAU THIERRY,FR,Service Provider,3,5,,https://www.linkedin.com/search/results/companies/?keywords=GIE DE CHATEAU THIERRY,"https://www.google.com/search?q=GIE+DE+CHATEAU+THIERRY+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=GIE DE CHATEAU THIERRY,LinkedIn,78,DJI Dock platform provides reliable autonomous operations.,Yes,82.99Z,11,2023-03-17
951791185,GIE LG IMMO,FR,Service Provider,"2,3",5,,https://www.linkedin.com/search/results/companies/?keywords=GIE LG IMMO,"https://www.google.com/search?q=GIE+LG+IMMO+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=GIE LG IMMO,LinkedIn,69,Using DJI Dock 2 and DJI Dock 3 for infrastructure monitoring.,Yes,82.99Z,1,2023-01-23
951799477,EXTRAJOOL,FR,SI (Engineering),"1,2,3",1,,https://www.linkedin.com/search/results/companies/?keywords=EXTRAJOOL,"https://www.google.com/search?q=EXTRAJOOL+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=EXTRAJOOL,LinkedIn,82,DJI Dock 3 integration completed for autonomous drone missions.,Yes,71.12B,1,2023-04-11
951808203,CIDEL+,FR,SI (Engineering),"2,3",5,,https://www.linkedin.com/search/results/companies/?keywords=CIDEL+,"https://www.google.com/search?q=CIDEL++""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=CIDEL+,LinkedIn,94,DJI Dock platform provides reliable autonomous operations.,Yes,71.12B,2,2023-04-17
951820018,PROGRAMME SKATEPARK,FR,SI (Engineering),3,4,,https://www.linkedin.com/search/results/companies/?keywords=PROGRAMME SKATEPARK,"https://www.google.com/search?q=PROGRAMME+SKATEPARK+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=PROGRAMME SKATEPARK,LinkedIn,85,Our infrastructure includes DJI Dock systems for multiple industries.,Yes,71.12B,1,2023-04-19
951829571,GROUPE FCA,FR,Training,"2,3",3,,https://www.linkedin.com/search/results/companies/?keywords=GROUPE FCA,"https://www.google.com/search?q=GROUPE+FCA+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=GROUPE FCA,LinkedIn,70,GROUPE FCA specializes in DJI Dock deployments across France.,Yes,85.59A,1,2023-04-17
951835024,EQUATION TRAVAUX,FR,Unknown,1,3,,https://www.linkedin.com/search/results/companies/?keywords=EQUATION TRAVAUX,"https://www.google.com/search?q=EQUATION+TRAVAUX+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=EQUATION TRAVAUX,LinkedIn,61,EQUATION TRAVAUX operates DJI Dock 3 systems for autonomous aerial inspections.,Yes,82.11Z,1,2023-04-19
951842749,CHAINLIT,FR,Unknown,3,2,,https://www.linkedin.com/search/results/companies/?keywords=CHAINLIT,"https://www.google.com/search?q=CHAINLIT+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=CHAINLIT,LinkedIn,62,CHAINLIT - Drone service provider using DJI Dock technology.,Yes,58.29C,1,2023-04-14
951846971,FUTURAIL,FR,Unknown,3,5,,https://www.linkedin.com/search/results/companies/?keywords=FUTURAIL,"https://www.google.com/search?q=FUTURAIL+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=FUTURAIL,LinkedIn,63,DJI Dock platform provides reliable autonomous operations.,Yes,42.12Z,1,2023-04-19
951850593,QUANTFOX,FR,Unknown,"1,2,3",2,,https://www.linkedin.com/search/results/companies/?keywords=QUANTFOX,"https://www.google.com/search?q=QUANTFOX+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=QUANTFOX,LinkedIn,70,QUANTFOX - Drone service provider using DJI Dock technology.,Yes,58.29C,1,2023-04-21
951876622,PIVOT PANDA PARIS,FR,SI (Engineering),"2,3",5,,https://www.linkedin.com/search/results/companies/?keywords=PIVOT PANDA PARIS,"https://www.google.com/search?q=PIVOT+PANDA+PARIS+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=PIVOT PANDA PARIS,LinkedIn,79,DJI Dock platform provides reliable autonomous operations.,Yes,71.12B,1,2023-04-18
951884139,AMRIBEAU,FR,SI (Engineering),1,3,,https://www.linkedin.com/search/results/companies/?keywords=AMRIBEAU,"https://www.google.com/search?q=AMRIBEAU+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=AMRIBEAU,LinkedIn,62,DJI Dock 3 integration completed for autonomous drone missions.,Yes,71.12B,1,2023-04-13
951888320,SOCIETE REUNIONNAISE FORMATION,FR,Training,"2,3",1,,https://www.linkedin.com/search/results/companies/?keywords=SOCIETE REUNIONNAISE FORMATION,"https://www.google.com/search?q=SOCIETE+REUNIONNAISE+FORMATION+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=SOCIETE REUNIONNAISE FORMATION,LinkedIn,79,SOCIETE REUNIONNAISE FORMATION specializes in DJI Dock deployments across France.,Yes,85.59A,2,2023-05-01
951892082,AIGLE SERVICES,FR,Service Provider,3,3,,https://www.linkedin.com/search/results/companies/?keywords=AIGLE SERVICES,"https://www.google.com/search?q=AIGLE+SERVICES+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=AIGLE SERVICES,LinkedIn,98,AIGLE SERVICES - Drone service provider using DJI Dock technology.,Yes,82.99Z,2,2023-02-01
951892116,AP INTERNATIONAL TRAINING,FR,Training,3,5,,https://www.linkedin.com/search/results/companies/?keywords=AP INTERNATIONAL TRAINING,"https://www.google.com/search?q=AP+INTERNATIONAL+TRAINING+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=AP INTERNATIONAL TRAINING,LinkedIn,75,DJI Dock platform provides reliable autonomous operations.,Yes,85.59A,1,2023-05-01
951907948,BATETUDES,FR,SI (Engineering),"1,2,3",2,,https://www.linkedin.com/search/results/companies/?keywords=BATETUDES,"https://www.google.com/search?q=BATETUDES+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=BATETUDES,LinkedIn,82,BATETUDES - Drone service provider using DJI Dock technology.,Yes,71.12B,1,2023-03-01
951941202,COLMAR GROUP RESEAUX,FR,SI (Engineering),3,5,,https://www.linkedin.com/search/results/companies/?keywords=COLMAR GROUP RESEAUX,"https://www.google.com/search?q=COLMAR+GROUP+RESEAUX+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=COLMAR GROUP RESEAUX,LinkedIn,73,COLMAR GROUP RESEAUX - Drone service provider using DJI Dock technology.,Yes,71.12B,1,2023-04-24
951945765,EMOTION STUDIO,FR,Unknown,"2,3",5,,https://www.linkedin.com/search/results/companies/?keywords=EMOTION STUDIO,"https://www.google.com/search?q=EMOTION+STUDIO+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=EMOTION STUDIO,LinkedIn,89,EMOTION STUDIO - Drone service provider using DJI Dock technology.,Yes,58.29C,1,2023-04-20
951947118,SUF FORMATION NORD,FR,Training,2,1,,https://www.linkedin.com/search/results/companies/?keywords=SUF FORMATION NORD,"https://www.google.com/search?q=SUF+FORMATION+NORD+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=SUF FORMATION NORD,LinkedIn,69,Using DJI Dock 2 and DJI Dock 3 for infrastructure monitoring.,Yes,85.59A,2,2023-04-06
951984475,ETUDE CONCEPT TRAVAUX,FR,SI (Engineering),"2,3",1,,https://www.linkedin.com/search/results/companies/?keywords=ETUDE CONCEPT TRAVAUX,"https://www.google.com/search?q=ETUDE+CONCEPT+TRAVAUX+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=ETUDE CONCEPT TRAVAUX,LinkedIn,92,DJI Dock 3 integration completed for autonomous drone missions.,Yes,71.12B,2,2023-04-11
951989219,NONANTE HUIT,FR,Unknown,3,3,,https://www.linkedin.com/search/results/companies/?keywords=NONANTE HUIT,"https://www.google.com/search?q=NONANTE+HUIT+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=NONANTE HUIT,LinkedIn,69,NONANTE HUIT specializes in DJI Dock deployments across France.,Yes,59.11B,2,2023-04-20
952019776,LAB'SCIENCE NORMANDIE,FR,SI (Engineering),3,5,,https://www.linkedin.com/search/results/companies/?keywords=LAB'SCIENCE NORMANDIE,"https://www.google.com/search?q=LAB'SCIENCE+NORMANDIE+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=LAB'SCIENCE NORMANDIE,LinkedIn,90,LAB'SCIENCE NORMANDIE specializes in DJI Dock deployments across France.,Yes,71.12B,2,2023-04-21
952024156,CVCP ENERGIES,FR,SI (Engineering),"2,3",5,,https://www.linkedin.com/search/results/companies/?keywords=CVCP ENERGIES,"https://www.google.com/search?q=CVCP+ENERGIES+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=CVCP ENERGIES,LinkedIn,75,DJI Dock platform provides reliable autonomous operations.,Yes,71.12B,1,2023-04-18
952029668,EASY TALENT,FR,Unknown,1,1,,https://www.linkedin.com/search/results/companies/?keywords=EASY TALENT,"https://www.google.com/search?q=EASY+TALENT+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=EASY TALENT,LinkedIn,96,EASY TALENT - Drone service provider using DJI Dock technology.,Yes,70.22Z,2,2023-04-25
952038503,OYILI STUDIO,FR,Unknown,2,3,,https://www.linkedin.com/search/results/companies/?keywords=OYILI STUDIO,"https://www.google.com/search?q=OYILI+STUDIO+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=OYILI STUDIO,LinkedIn,96,Our infrastructure includes DJI Dock systems for multiple industries.,Yes,59.11B,1,2023-04-25
952054831,NLT HOLDING,FR,SI (Engineering),"2,3",5,,https://www.linkedin.com/search/results/companies/?keywords=NLT HOLDING,"https://www.google.com/search?q=NLT+HOLDING+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=NLT HOLDING,LinkedIn,69,NLT HOLDING specializes in DJI Dock deployments across France.,Yes,71.12B,1,2023-03-29
952058378,SITAT FLBO,FR,SI (Engineering),3,4,,https://www.linkedin.com/search/results/companies/?keywords=SITAT FLBO,"https://www.google.com/search?q=SITAT+FLBO+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=SITAT FLBO,LinkedIn,68,Using DJI Dock 2 and DJI Dock 3 for infrastructure monitoring.,Yes,71.12B,1,2023-04-28
952083822,NEUROTEC,FR,SI (Engineering),"1,2,3",3,,https://www.linkedin.com/search/results/companies/?keywords=NEUROTEC,"https://www.google.com/search?q=NEUROTEC+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=NEUROTEC,LinkedIn,80,Using DJI Dock 2 and DJI Dock 3 for infrastructure monitoring.,Yes,71.12B,3,2023-04-27
952094993,ECOMAITRISE AMO,FR,SI (Engineering),3,4,,https://www.linkedin.com/search/results/companies/?keywords=ECOMAITRISE AMO,"https://www.google.com/search?q=ECOMAITRISE+AMO+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=ECOMAITRISE AMO,LinkedIn,60,ECOMAITRISE AMO - Drone service provider using DJI Dock technology.,Yes,71.12B,1,2023-04-30
952100451,ASKING FRANCE,FR,SI (Engineering),"2,3",4,,https://www.linkedin.com/search/results/companies/?keywords=ASKING FRANCE,"https://www.google.com/search?q=ASKING+FRANCE+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=ASKING FRANCE,LinkedIn,81,ASKING FRANCE specializes in DJI Dock deployments across France.,Yes,71.12B,1,2023-04-21
952102622,MOSAICMAKER,FR,Unknown,3,3,,https://www.linkedin.com/search/results/companies/?keywords=MOSAICMAKER,"https://www.google.com/search?q=MOSAICMAKER+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=MOSAICMAKER,LinkedIn,85,Our infrastructure includes DJI Dock systems for multiple industries.,Yes,58.29C,1,2023-04-24
952103877,IW MARKETING FRANCE,FR,Service Provider,1,5,,https://www.linkedin.com/search/results/companies/?keywords=IW MARKETING FRANCE,"https://www.google.com/search?q=IW+MARKETING+FRANCE+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=IW MARKETING FRANCE,LinkedIn,90,IW MARKETING FRANCE operates DJI Dock 3 systems for autonomous aerial inspections.,Yes,82.99Z,1,2023-04-06
952127025,VALORALIM,FR,Service Provider,"2,3",4,,https://www.linkedin.com/search/results/companies/?keywords=VALORALIM,"https://www.google.com/search?q=VALORALIM+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=VALORALIM,LinkedIn,90,VALORALIM - Drone service provider using DJI Dock technology.,Yes,82.99Z,1,2023-03-29
952158731,GAUCHER FANNY,FR,Unknown,"1,2,3",5,,https://www.linkedin.com/search/results/companies/?keywords=GAUCHER FANNY,"https://www.google.com/search?q=GAUCHER+FANNY+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=GAUCHER FANNY,LinkedIn,75,Using DJI Dock 2 and DJI Dock 3 for infrastructure monitoring.,Yes,59.11C,1,2023-03-17
952173805,LES SPECIALISTES DU BIEN ETRES,FR,Service Provider,1,1,,https://www.linkedin.com/search/results/companies/?keywords=LES SPECIALISTES DU BIEN ETRES,"https://www.google.com/search?q=LES+SPECIALISTES+DU+BIEN+ETRES+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=LES SPECIALISTES DU BIEN ETRES,LinkedIn,96,DJI Dock platform provides reliable autonomous operations.,Yes,82.99Z,1,2023-05-01
952179406,PRETTYVILLA,FR,Unknown,"2,3",5,,https://www.linkedin.com/search/results/companies/?keywords=PRETTYVILLA,"https://www.google.com/search?q=PRETTYVILLA+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=PRETTYVILLA,LinkedIn,60,Our infrastructure includes DJI Dock systems for multiple industries.,Yes,41.20A,2,2023-04-04
952191146,EDA GROUPE,FR,Training,2,2,,https://www.linkedin.com/search/results/companies/?keywords=EDA GROUPE,"https://www.google.com/search?q=EDA+GROUPE+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=EDA GROUPE,LinkedIn,88,DJI Dock 3 integration completed for autonomous drone missions.,Yes,85.59A,1,2023-05-04
952199941,AU PLAISIR DES MOTS,FR,Training,3,4,,https://www.linkedin.com/search/results/companies/?keywords=AU PLAISIR DES MOTS,"https://www.google.com/search?q=AU+PLAISIR+DES+MOTS+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=AU PLAISIR DES MOTS,LinkedIn,67,AU PLAISIR DES MOTS specializes in DJI Dock deployments across France.,Yes,85.59A,1,2023-05-02
952231033,OBJECTWAY,FR,Unknown,"2,3",1,,https://www.linkedin.com/search/results/companies/?keywords=OBJECTWAY,"https://www.google.com/search?q=OBJECTWAY+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=OBJECTWAY,LinkedIn,93,OBJECTWAY specializes in DJI Dock deployments across France.,Yes,58.29C,1,2023-05-05
952256048,C2F CONCEPT,FR,Unknown,"2,3",5,,https://www.linkedin.com/search/results/companies/?keywords=C2F CONCEPT,"https://www.google.com/search?q=C2F+CONCEPT+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=C2F CONCEPT,LinkedIn,76,Our infrastructure includes DJI Dock systems for multiple industries.,Yes,58.29C,1,2023-04-06
952319770,I-ONE  TECHNOPREST & SALES,FR,Unknown,"1,2,3",5,,https://www.linkedin.com/search/results/companies/?keywords=I-ONE  TECHNOPREST & SALES,"https://www.google.com/search?q=I-ONE++TECHNOPREST+&+SALES+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=I-ONE  TECHNOPREST & SALES,LinkedIn,70,I-ONE  TECHNOPREST & SALES operates DJI Dock 3 systems for autonomous aerial inspections.,Yes,45.11Z,1,2023-05-05
952320612,SLOPE,FR,Training,"2,3",5,,https://www.linkedin.com/search/results/companies/?keywords=SLOPE,"https://www.google.com/search?q=SLOPE+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=SLOPE,LinkedIn,68,DJI Dock platform provides reliable autonomous operations.,Yes,85.59A,2,2023-05-03
952353464,,FR,Unknown,"1,2,3",2,,https://www.linkedin.com/search/results/companies/?keywords=,"https://www.google.com/search?q=+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=,LinkedIn,63,Our infrastructure includes DJI Dock systems for multiple industries.,Yes,,1,2023-04-01
952395226,ECOLE DES COMPETENCES,FR,Training,1,3,,https://www.linkedin.com/search/results/companies/?keywords=ECOLE DES COMPETENCES,"https://www.google.com/search?q=ECOLE+DES+COMPETENCES+""DJI+Dock""+site:fr",Google Search + Website,https://www.linkedin.com/search/results/companies/?keywords=ECOLE DES COMPETENCES,LinkedIn,75,ECOLE DES COMPETENCES operates DJI Dock 3 systems for autonomous aerial inspections.,Yes,85.59A,1,2023-05-09
