Company Name,Normalized Name,Domain,Source,Entity Type,Score,Confidence,Website,LinkedIn,City,Employees,Signal Keyword,Snippet
"DRONES EXPERTS SERVICES","drones experts",,govt_registry,unknown,75,high,,,"",,"NAF_B:30.30Z|provider_kw|structured|PME/micro","DRONES EXPERTS SERVICES — NAF 30.30Z, emp band NN"
"RHUYS EXPERTISE DRONE","rhuys expertise drone",,govt_registry,unknown,75,high,,,"",,"NAF_B:74.90B|provider_kw|structured|PME/micro","RHUYS EXPERTISE DRONE — NAF 74.90B, emp band NN"
"WOLF DRONE SOLUTIONS","wolf drone",,govt_registry,unknown,75,high,,,"",,"NAF_B:30.30Z|provider_kw|structured|PME/micro","WOLF DRONE SOLUTIONS — NAF 30.30Z, emp band NN"
"DRONESTAR","dronestar",,govt_registry,unknown,75,high,,,"",,"NAF_B:74.90B|generic_name|structured|emp:01|PME/micro","DRONESTAR — NAF 74.90B, emp band 01"
"DRONE AIR FLY","drone air fly",,govt_registry,unknown,75,high,,,"",,"NAF_B:74.90B|generic_name|structured|emp:01|PME/micro","DRONE AIR FLY — NAF 74.90B, emp band 01"
"PRODRONES","prodrones",prodrones.fr,govt_registry,unknown,75,high,https://www.prodrones.fr,https://www.linkedin.com/company/pro-drones,"",,"NAF_B:30.30Z|generic_name|structured|emp:03|PME/micro","PRODRONES — NAF 30.30Z, emp band 03"
"IVA DRONES","iva drones",,govt_registry,unknown,75,high,,,"",,"NAF_B:63.11Z|generic_name|structured|emp:02|PME/micro","IVA DRONES — NAF 63.11Z, emp band 02"
"DRONESCAPE","dronescape",,govt_registry,unknown,75,high,,,"",,"NAF_B:62.01Z|generic_name|structured|emp:01|PME/micro","DRONESCAPE — NAF 62.01Z, emp band 01"
"HEXADRONE","hexadrone",,govt_registry,unknown,75,high,,,"",,"NAF_B:30.30Z|generic_name|structured|emp:11|PME/micro","HEXADRONE — NAF 30.30Z, emp band 11"
"ESCADRONE","escadrone",escadrone.com,govt_registry,unknown,75,high,https://escadrone.com,https://www.linkedin.com/company/escadrone,"",,"NAF_B:30.30Z|generic_name|structured|emp:11|PME/micro","ESCADRONE — NAF 30.30Z, emp band 11"
"DRONE VOLT","drone volt",,govt_registry,unknown,75,high,,,"",,"NAF_B:30.30Z|generic_name|structured|emp:12|PME/micro","DRONE VOLT — NAF 30.30Z, emp band 12"
"WEBDRONE","webdrone",,govt_registry,unknown,75,high,,,"",,"NAF_B:62.01Z|generic_name|structured|emp:11|PME/micro","WEBDRONE — NAF 62.01Z, emp band 11"
"UAV INNOVATION CONSULTING","uav innovation consulting",,govt_registry,unknown,75,high,,,"",,"NAF_B:74.90B|provider_kw|structured|PME/micro","UAV INNOVATION CONSULTING — NAF 74.90B, emp band NN"
"DRONES IMAGING","drones imaging",,govt_registry,unknown,75,high,,,"",,"NAF_B:74.90B|generic_name|structured|emp:01|PME/micro","DRONES IMAGING — NAF 74.90B, emp band 01"
"INNOVADRONE","innovadrone",,govt_registry,unknown,75,high,,,"",,"NAF_B:30.30Z|generic_name|structured|emp:01|PME/micro","INNOVADRONE — NAF 30.30Z, emp band 01"
"POLIDRONE","polidrone",,govt_registry,unknown,75,high,,,"",,"NAF_B:63.11Z|generic_name|structured|emp:01|PME/micro","POLIDRONE — NAF 63.11Z, emp band 01"
"Advexure","advexure",advexure.com,google_search,unknown,73,high,https://advexure.com/,,"",,"dji dock","dji dock ×8 (120pts), dock 3 ×8 (120pts), infrastructure ×2 (20pts)"
"Dji Paris","dji paris",dji-paris.com,google_search,reseller,73,high,https://boutique.dji-paris.com/,,"",,"dji dock","dji dock ×7 (120pts), dock 2 ×2 (80pts), inspection ×1 (10pts), surveillance ×1 (10pts)"
"Instadrone","instadrone",,google_search,operator,73,high,,,"",,"dji dock","dji dock ×5 (120pts), dock 3 ×5 (120pts), sécurité ×1 (10pts), surveillance ×1 (10pts)"
"DRONE 360","drone 360",,govt_registry,unknown,70,medium,,,"",,"NAF_B:30.30Z|generic_name|structured|PME/micro","DRONE 360 — NAF 30.30Z, emp band NN"
"START DRONE","start drone",,govt_registry,unknown,70,medium,,,"",,"NAF_B:70.22Z|generic_name|structured|PME/micro","START DRONE — NAF 70.22Z, emp band NN"
"URBANDRONE","urbandrone",,govt_registry,unknown,70,medium,,,"",,"NAF_B:62.01Z|generic_name|structured|PME/micro","URBANDRONE — NAF 62.01Z, emp band NN"
"SYNAIRGIDRONE","synairgidrone",,govt_registry,unknown,70,medium,,,"",,"NAF_B:74.90B|generic_name|structured|PME/micro","SYNAIRGIDRONE — NAF 74.90B, emp band NN"
"RIVERDRONE, AQUATIC DRONE TECHNOLOGY","riverdrone aquatic drone",,govt_registry,unknown,70,medium,,,"",,"NAF_other:30.11Z|provider_kw|structured|emp:01|PME/micro","RIVERDRONE, AQUATIC DRONE TECHNOLOGY — NAF 30.11Z, emp band 01"
"CYBERDRONEGUARDING","cyberdroneguarding",,govt_registry,unknown,70,medium,,,"",,"NAF_B:74.90B|generic_name|structured|PME/micro","CYBERDRONEGUARDING — NAF 74.90B, emp band NN"
"NEO DRONE","neo drone",,govt_registry,unknown,70,medium,,,"",,"NAF_B:74.90B|generic_name|structured|PME/micro","NEO DRONE — NAF 74.90B, emp band NN"
"DRONE REPONSE TACTIC","drone reponse tactic",,govt_registry,unknown,70,medium,,,"",,"NAF_B:74.90B|generic_name|structured|PME/micro","DRONE REPONSE TACTIC — NAF 74.90B, emp band NN"
"HELIDRONE","helidrone",,govt_registry,unknown,70,medium,,,"",,"NAF_B:74.90B|generic_name|structured|PME/micro","HELIDRONE — NAF 74.90B, emp band NN"
"DELTA DRONE MANAGERS","delta drone managers",,govt_registry,unknown,70,medium,,,"",,"NAF_B:70.22Z|generic_name|structured|PME/micro","DELTA DRONE MANAGERS — NAF 70.22Z, emp band NN"
"CLIMAT DRONE","climat drone",,govt_registry,unknown,70,medium,,,"",,"NAF_A:71.12B|generic_name|PME/micro","CLIMAT DRONE — NAF 71.12B, emp band NN"
"ATLANTIC DRONES","atlantic drones",,govt_registry,unknown,70,medium,,,"",,"NAF_B:30.30Z|generic_name|structured|PME/micro","ATLANTIC DRONES — NAF 30.30Z, emp band NN"
"DRONE SYSTEME","drone systeme",,govt_registry,unknown,70,medium,,,"",,"NAF_other:31.09B|provider_kw|structured|emp:01|PME/micro","DRONE SYSTEME — NAF 31.09B, emp band 01"
"SOCIETE FRANCAISE DU DRONE","societe francaise du drone",,govt_registry,unknown,70,medium,,,"",,"NAF_B:74.90B|generic_name|structured|PME/micro","SOCIETE FRANCAISE DU DRONE — NAF 74.90B, emp band NN"
"CM DRONES","cm drones",,govt_registry,unknown,70,medium,,,"",,"NAF_B:30.30Z|generic_name|structured|PME/micro","CM DRONES — NAF 30.30Z, emp band NN"
"DKDRONES","dkdrones",,govt_registry,unknown,70,medium,,,"",,"NAF_B:30.30Z|generic_name|structured|PME/micro","DKDRONES — NAF 30.30Z, emp band NN"
"LR DRONES ET CONSEILS","lr drones et conseils",,govt_registry,unknown,70,medium,,,"",,"NAF_B:70.22Z|generic_name|structured|PME/micro","LR DRONES ET CONSEILS — NAF 70.22Z, emp band NN"
"DRONEDATA","dronedata",,govt_registry,unknown,70,medium,,,"",,"NAF_B:74.90B|generic_name|structured|PME/micro","DRONEDATA — NAF 74.90B, emp band NN"
"DRONES PLURIEL","drones pluriel",,govt_registry,unknown,70,medium,,,"",,"NAF_B:74.90B|generic_name|structured|PME/micro","DRONES PLURIEL — NAF 74.90B, emp band NN"
"DRONE SURVEY","drone survey",,govt_registry,unknown,70,medium,,,"",,"NAF_B:63.11Z|generic_name|structured|PME/micro","DRONE SURVEY — NAF 63.11Z, emp band NN"
"CAPTAGRI-DRONE","captagridrone",,govt_registry,unknown,70,medium,,,"",,"NAF_B:74.90B|generic_name|structured|PME/micro","CAPTAGRI-DRONE — NAF 74.90B, emp band NN"
"PARIS DRONE","paris drone",,govt_registry,unknown,70,medium,,,"",,"NAF_B:74.90B|generic_name|structured|PME/micro","PARIS DRONE — NAF 74.90B, emp band NN"
"AEP DRONE","aep drone",,govt_registry,unknown,70,medium,,,"",,"NAF_B:30.30Z|generic_name|structured|PME/micro","AEP DRONE — NAF 30.30Z, emp band NN"
"DRONEANDVIEW","droneandview",,govt_registry,unknown,70,medium,,,"",,"NAF_B:62.01Z|generic_name|structured|PME/micro","DRONEANDVIEW — NAF 62.01Z, emp band NN"
"PERFECT NEGOCE - DRONE AEROTECH","perfect negoce drone aerotech",,govt_registry,unknown,70,medium,,,"",,"NAF_other:46.63Z|provider_kw|structured|emp:01|PME/micro","PERFECT NEGOCE - DRONE AEROTECH — NAF 46.63Z, emp band 01"
"VISI'EAU & AIR DRONE","visieau air drone",,govt_registry,unknown,70,medium,,,"",,"NAF_B:74.90B|generic_name|structured|PME/micro","VISI'EAU & AIR DRONE — NAF 74.90B, emp band NN"
"MAGIC DRONE","magic drone",,govt_registry,unknown,70,medium,,,"",,"NAF_B:62.01Z|generic_name|structured|PME/micro","MAGIC DRONE — NAF 62.01Z, emp band NN"
"QUADRONE CONSEIL","quadrone conseil",,govt_registry,unknown,70,medium,,,"",,"NAF_B:70.22Z|generic_name|structured|PME/micro","QUADRONE CONSEIL — NAF 70.22Z, emp band NN"
"UN ECLAIR DE DRONE","un eclair de drone",,govt_registry,unknown,70,medium,,,"",,"NAF_B:43.99D|generic_name|structured|PME/micro","UN ECLAIR DE DRONE — NAF 43.99D, emp band NN"
"PROTECT'DRONE","protectdrone",,govt_registry,unknown,70,medium,,,"",,"NAF_B:70.22Z|generic_name|structured|PME/micro","PROTECT'DRONE — NAF 70.22Z, emp band NN"
"DRONEOPSPRO","droneopspro",,govt_registry,unknown,70,medium,,,"",,"NAF_B:63.11Z|generic_name|structured|PME/micro","DRONEOPSPRO — NAF 63.11Z, emp band NN"
"DRONE M-TEK","drone mtek",,govt_registry,unknown,70,medium,,,"",,"NAF_B:70.22Z|generic_name|structured|PME/micro","DRONE M-TEK — NAF 70.22Z, emp band NN"
"AGI DRONE & CONSEILS","agi drone conseils",,govt_registry,unknown,70,medium,,,"",,"NAF_B:70.22Z|generic_name|structured|PME/micro","AGI DRONE & CONSEILS — NAF 70.22Z, emp band NN"
"AQUADRONE","aquadrone",,govt_registry,unknown,70,medium,,,"",,"NAF_B:74.90B|generic_name|structured|PME/micro","AQUADRONE — NAF 74.90B, emp band NN"
"SKF-DRONE","skfdrone",,govt_registry,unknown,70,medium,,,"",,"NAF_B:30.30Z|generic_name|structured|PME/micro","SKF-DRONE — NAF 30.30Z, emp band NN"
"BRADLADRONE","bradladrone",,govt_registry,unknown,70,medium,,,"",,"NAF_B:74.90B|generic_name|structured|PME/micro","BRADLADRONE — NAF 74.90B, emp band NN"
"DRONE PHOTOFLY","drone photofly",,govt_registry,unknown,70,medium,,,"",,"NAF_B:74.90B|generic_name|structured|PME/micro","DRONE PHOTOFLY — NAF 74.90B, emp band NN"
"SHOOTDRONE SAS","shootdrone",,govt_registry,unknown,70,medium,,,"",,"NAF_B:62.01Z|generic_name|structured|PME/micro","SHOOTDRONE SAS — NAF 62.01Z, emp band NN"
"YANN DRONEAU","yann droneau",,govt_registry,unknown,70,medium,,,"",,"NAF_A:51.10Z|generic_name|PME/micro","YANN DRONEAU — NAF 51.10Z, emp band NN"
"CATCH A DRONE","catch a drone",,govt_registry,unknown,70,medium,,,"",,"NAF_B:30.30Z|generic_name|structured|PME/micro","CATCH A DRONE — NAF 30.30Z, emp band NN"
"AGRIVIEW DRONE","agriview drone",,govt_registry,unknown,70,medium,,,"",,"NAF_B:74.90B|generic_name|structured|PME/micro","AGRIVIEW DRONE — NAF 74.90B, emp band NN"
"DRONE IMMERSION","drone immersion",,govt_registry,unknown,70,medium,,,"",,"NAF_B:74.90B|generic_name|structured|PME/micro","DRONE IMMERSION — NAF 74.90B, emp band NN"
"KD DRONE 974","kd drone 974",,govt_registry,unknown,70,medium,,,"",,"NAF_B:74.90B|generic_name|structured|PME/micro","KD DRONE 974 — NAF 74.90B, emp band NN"
"Prodrones","prodrones",prodrones.fr,google_search,reseller,69,medium,https://shop.prodrones.fr/,,"",,"dji dock","dji dock ×7 (120pts), dock 2 ×6 (120pts), surveillance ×1 (10pts)"
"Flyingeye","flyingeye",flyingeye.fr,google_search,operator,69,medium,https://flyingeye.fr/,,"",,"dji dock","dji dock ×18 (120pts), dock 3 ×10 (120pts), dock 2 ×2 (80pts), inspection ×1 (10pts)"
"Djifr","djifr",,google_search,reseller,69,medium,,,"",,"dji dock","dji dock ×4 (120pts), dock 3 ×4 (120pts), sécurité ×1 (10pts)"
"GEOTECHDRONE","geotechdrone",,govt_registry,unknown,65,medium,,,"",,"NAF_other:71.12A|provider_kw|structured|PME/micro","GEOTECHDRONE — NAF 71.12A, emp band NN"
"DRONE TOUCH","drone touch",,govt_registry,unknown,65,medium,,,"",,"NAF_other:16.10B|generic_name|structured|emp:01|PME/micro","DRONE TOUCH — NAF 16.10B, emp band 01"
"DRONES FOR YACHTS","drones for yachts",,govt_registry,unknown,65,medium,,,"",,"NAF_other:77.35Z|generic_name|structured|emp:01|PME/micro","DRONES FOR YACHTS — NAF 77.35Z, emp band 01"
"ACTION 3DRONES","action 3drones",,govt_registry,unknown,65,medium,,,"",,"NAF_other:81.29A|generic_name|structured|emp:01|PME/micro","ACTION 3DRONES — NAF 81.29A, emp band 01"
"CLEAN DRONE 25","clean drone 25",,govt_registry,unknown,65,medium,,,"",,"NAF_other:43.39Z|generic_name|structured|emp:01|PME/micro","CLEAN DRONE 25 — NAF 43.39Z, emp band 01"
"HYDRONET SERVICE","hydronet service",,govt_registry,unknown,65,medium,,,"",,"NAF_other:42.21Z|provider_kw|structured|PME/micro","HYDRONET SERVICE — NAF 42.21Z, emp band NN"
"DRONE HIVE SYSTEMS","drone hive",,govt_registry,unknown,65,medium,,,"",,"NAF_other:46.49Z|provider_kw|structured|PME/micro","DRONE HIVE SYSTEMS — NAF 46.49Z, emp band NN"
"HOLDING DR. DRONE","holding dr drone",,govt_registry,unknown,65,medium,,,"",,"NAF_other:82.11Z|generic_name|structured|emp:01|PME/micro","HOLDING DR. DRONE — NAF 82.11Z, emp band 01"
"DRONE SERVICE 64","drone service 64",,govt_registry,unknown,65,medium,,,"",,"NAF_other:81.29A|provider_kw|structured|PME/micro","DRONE SERVICE 64 — NAF 81.29A, emp band NN"
"DRONE SERVICE","drone service",,govt_registry,unknown,65,medium,,,"",,"NAF_other:81.29A|provider_kw|structured|PME/micro","DRONE SERVICE — NAF 81.29A, emp band NN"
"DRONEXPERTS","dronexperts",,govt_registry,unknown,65,medium,,,"",,"NAF_other:62.02A|provider_kw|structured|PME/micro","DRONEXPERTS — NAF 62.02A, emp band NN"
"FL DRONE SERVICE","fl drone service",,govt_registry,unknown,65,medium,,,"",,"NAF_other:71.12A|provider_kw|structured|PME/micro","FL DRONE SERVICE — NAF 71.12A, emp band NN"
"NEW TECH DRONES","new tech drones",,govt_registry,unknown,65,medium,,,"",,"NAF_other:00.00Z|provider_kw|structured|PME/micro","NEW TECH DRONES — NAF 00.00Z, emp band NN"
"DRONES INNOVATIONS","drones innovations",,govt_registry,unknown,65,medium,,,"",,"NAF_other:72.19Z|provider_kw|structured|PME/micro","DRONES INNOVATIONS — NAF 72.19Z, emp band NN"
"TERRES ET DRONE SERVICES","terres et drone",,govt_registry,unknown,65,medium,,,"",,"NAF_other:01.61Z|provider_kw|structured|PME/micro","TERRES ET DRONE SERVICES — NAF 01.61Z, emp band NN"
"ALTI'DRONE & SERVICES","altidrone",,govt_registry,unknown,65,medium,,,"",,"NAF_other:00.00Z|provider_kw|structured|PME/micro","ALTI'DRONE & SERVICES — NAF 00.00Z, emp band NN"
"POMPES FUNEBRES BODRONE","pompes funebres bodrone",,govt_registry,unknown,65,medium,,,"",,"NAF_other:96.03Z|generic_name|structured|emp:01|PME/micro","POMPES FUNEBRES BODRONE — NAF 96.03Z, emp band 01"
"DRONE JET","drone jet",,govt_registry,unknown,65,medium,,,"",,"NAF_other:01.61Z|generic_name|structured|emp:01|PME/micro","DRONE JET — NAF 01.61Z, emp band 01"
"DRONE GEOFENCING","drone geofencing",,govt_registry,unknown,65,medium,,,"",,"NAF_other:58.29C|generic_name|structured|emp:11|PME/micro","DRONE GEOFENCING — NAF 58.29C, emp band 11"
"DRONELOR'N & PLATRERIE","dronelorn platrerie",,govt_registry,unknown,65,medium,,,"",,"NAF_other:43.31Z|generic_name|structured|emp:01|PME/micro","DRONELOR'N & PLATRERIE — NAF 43.31Z, emp band 01"
"VOLTANEO","voltaneo",voltaneo.com,comet,reseller,65,medium,https://www.voltaneo.com,,"63100 Clermont-Ferrand",,"DJI Dock 3 Authorized: No","DJI Enterprise Authorized Dealer"
"SOLUTIONS-DRONES-86","solutionsdrones86",,govt_registry,unknown,65,medium,,,"",,"NAF_other:32.99Z|provider_kw|structured|PME/micro","SOLUTIONS-DRONES-86 — NAF 32.99Z, emp band NN"
"PARROT DRONES","parrot drones",,govt_registry,unknown,65,medium,,,"",,"NAF_other:26.70Z|generic_name|structured|emp:22|PME/micro","PARROT DRONES — NAF 26.70Z, emp band 22"
"SNOWDRONE","snowdrone",,govt_registry,unknown,65,medium,,,"",,"NAF_other:49.32Z|generic_name|structured|emp:12|PME/micro","SNOWDRONE — NAF 49.32Z, emp band 12"
"DRONE REPONSE","drone reponse",,govt_registry,unknown,65,medium,,,"",,"NAF_other:82.99Z|generic_name|structured|emp:01|PME/micro","DRONE REPONSE — NAF 82.99Z, emp band 01"
"VISADRONE","visadrone",,govt_registry,unknown,65,medium,,,"",,"NAF_other:77.39Z|generic_name|structured|emp:01|PME/micro","VISADRONE — NAF 77.39Z, emp band 01"
"DRONEAU TP","droneau tp",,govt_registry,unknown,65,medium,,,"",,"NAF_other:43.12A|generic_name|structured|emp:01|PME/micro","DRONEAU TP — NAF 43.12A, emp band 01"
"DRONE TECHNOLOGY SERVICE","drone technology service",,govt_registry,unknown,65,medium,,,"",,"NAF_other:62.02A|provider_kw|structured|PME/micro","DRONE TECHNOLOGY SERVICE — NAF 62.02A, emp band NN"
"IFAC REPA RDRONE-SHOP","ifac repa rdroneshop",,govt_registry,unknown,65,medium,,,"",,"NAF_other:95.21Z|generic_name|structured|emp:01|PME/micro","IFAC REPA RDRONE-SHOP — NAF 95.21Z, emp band 01"
"CARRIERE SAN PEDRONE","carriere san pedrone",,govt_registry,unknown,65,medium,,,"",,"NAF_other:08.11Z|generic_name|structured|emp:03|PME/micro","CARRIERE SAN PEDRONE — NAF 08.11Z, emp band 03"
"HELICOANDRONE","helicoandrone",,govt_registry,unknown,65,medium,,,"",,"NAF_other:52.23Z|generic_name|structured|emp:03|PME/micro","HELICOANDRONE — NAF 52.23Z, emp band 03"
"VERDRONE","verdrone",,govt_registry,unknown,65,medium,,,"",,"NAF_other:58.29C|generic_name|structured|emp:02|PME/micro","VERDRONE — NAF 58.29C, emp band 02"
"ONE DRONE","one drone",,govt_registry,unknown,65,medium,,,"",,"NAF_other:46.49Z|generic_name|structured|emp:01|PME/micro","ONE DRONE — NAF 46.49Z, emp band 01"
"AUTO FINANCES MADRONET","auto finances madronet",,govt_registry,unknown,65,medium,,,"",,"NAF_other:70.10Z|generic_name|structured|emp:01|PME/micro","AUTO FINANCES MADRONET — NAF 70.10Z, emp band 01"
"AZUR DRONES","azur drones",,govt_registry,unknown,65,medium,,,"",,"NAF_B:74.90B|generic_name|structured|emp:21|ETI","AZUR DRONES — NAF 74.90B, emp band 21"
"DRONE ACT","drone act",,govt_registry,unknown,65,medium,,,"",,"NAF_other:72.19Z|generic_name|structured|emp:11|PME/micro","DRONE ACT — NAF 72.19Z, emp band 11"
"SARL BODRONE ET FILS","sarl bodrone et fils",,govt_registry,unknown,65,medium,,,"",,"NAF_other:96.03Z|generic_name|structured|emp:02|PME/micro","SARL BODRONE ET FILS — NAF 96.03Z, emp band 02"
"DASSIEU MOTOCULTURE AIR DRONE SERVICE","dassieu motoculture air drone service",,govt_registry,unknown,65,medium,,,"",,"NAF_other:33.12Z|provider_kw|structured|PME/micro","DASSIEU MOTOCULTURE AIR DRONE SERVICE — NAF 33.12Z, emp band NN"
"DRONE PROTECT SYSTEM","drone protect system",,govt_registry,unknown,65,medium,,,"",,"NAF_other:80.20Z|provider_kw|structured|PME/micro","DRONE PROTECT SYSTEM — NAF 80.20Z, emp band NN"
"Rivolier","rivolier",rivolier-sd.com,comet,reseller,65,medium,https://www.rivolier-sd.com,,"42170 Saint-Just-Saint-Rambert",,"DJI Dock 3 Authorized: No","DJI Enterprise Authorized Dealer"
"AERO-DRONE-TECHNIC","aerodronetechnic",,govt_registry,unknown,65,medium,,,"",,"NAF_other:82.99Z|provider_kw|structured|PME/micro","AERO-DRONE-TECHNIC — NAF 82.99Z, emp band NN"
"Capture Solutions","capture",capture-solutions.fr,comet,reseller,65,medium,https://www.capture-solutions.fr,,"78870 Bailly",,"DJI Dock 3 Authorized: No","DJI Enterprise Authorized Dealer"
"DUMONT SECURITE","dumont securite",dumont-securite.fr,comet,reseller,65,medium,https://www.dumont-securite.fr,,"01500 Ambérieu-en-Bugey",,"DJI Dock 3 Authorized: No","DJI Enterprise Authorized Dealer"
"Escadrone","escadrone",escadrone.com,comet,reseller,65,medium,https://escadrone.com,,"38330 Montbonnot-Saint-Martin",,"DJI Dock 3 Authorized: No","DJI Enterprise Authorized Dealer (from DJI FR site)"
"ARTEDRONE","artedrone",,govt_registry,unknown,65,medium,,,"",,"NAF_other:72.19Z|generic_name|structured|emp:11|PME/micro","ARTEDRONE — NAF 72.19Z, emp band 11"
"NETPIX - La Camera Embarquée","netpix la camera embarque",lacameraembarquee.fr,comet,reseller,65,medium,https://www.lacameraembarquee.fr,,"13290 Aix-en-Provence",,"DJI Dock 3 Authorized: No","DJI Enterprise Authorized Dealer"
"Prodrones","prodrones",prodrones.fr,comet,reseller,65,medium,https://www.prodrones.fr,,"62126 Wimille",,"DJI Dock 3 Authorized: No","DJI Enterprise Authorized Dealer"
"PROTEC SECURITY SYSTEMS","protec security",protecsecuritysystems.fr,comet,reseller,65,medium,https://www.protecsecuritysystems.fr,,"77127 Lieusaint",,"DJI Dock 3 Authorized: No","DJI Enterprise Authorized Dealer"
"Geomesure","geomesure",geomesure.fr,comet,reseller,65,medium,https://www.geomesure.fr,,"34430 Saint-Jean-de-Védas",,"DJI Dock 3 Authorized: No","DJI Enterprise Authorized Dealer"
"DR ANDRONE","dr androne",,govt_registry,unknown,65,medium,,,"",,"NAF_other:86.23Z|generic_name|structured|emp:01|PME/micro","DR ANDRONE — NAF 86.23Z, emp band 01"
"ARTISAN MENUISIER DRONET STEPHANE","artisan menuisier dronet stephane",,govt_registry,unknown,65,medium,,,"",,"NAF_other:43.32A|generic_name|structured|emp:01|PME/micro","ARTISAN MENUISIER DRONET STEPHANE — NAF 43.32A, emp band 01"
"Skyvisor","skyvisor",,google_search,unknown,63,medium,,,"",,"dji dock","dji dock ×2 (80pts), dock 3 ×2 (80pts)"
"DRONET PLATRERIE","dronet platrerie",,govt_registry,unknown,60,medium,,,"",,"NAF_other:43.31Z|generic_name|structured|PME/micro","DRONET PLATRERIE — NAF 43.31Z, emp band NN"
"FORICHON DRONET","forichon dronet",,govt_registry,unknown,60,medium,,,"",,"NAF_other:71.12A|generic_name|structured|PME/micro","FORICHON DRONET — NAF 71.12A, emp band NN"
"DRONE SARL","drone",,govt_registry,unknown,60,medium,,,"",,"NAF_other:72.1Z|generic_name|structured|PME/micro","DRONE SARL — NAF 72.1Z, emp band NN"
"TOITURE DRONE","toiture drone",,govt_registry,unknown,60,medium,,,"",,"NAF_other:35.11Z|generic_name|structured|PME/micro","TOITURE DRONE — NAF 35.11Z, emp band NN"
"CIVIC DRONE","civic drone",,govt_registry,unknown,60,medium,,,"",,"NAF_other:28.99B|generic_name|structured|PME/micro","CIVIC DRONE — NAF 28.99B, emp band NN"
"DRONET YANNICK","dronet yannick",,govt_registry,unknown,60,medium,,,"",,"NAF_other:43.91A|generic_name|structured|PME/micro","DRONET YANNICK — NAF 43.91A, emp band NN"
"SARL PADRONETE TRADING LDA","sarl padronete trading lda",,govt_registry,unknown,60,medium,,,"",,"NAF_B:70.22Z|generic_name|PME/micro","SARL PADRONETE TRADING LDA — NAF 70.22Z, emp band NN"
"RAEDEL SON ET LUMIERES                                      DRONE ZEAL PRODUCTION","raedel son et lumieres drone zeal production",,govt_registry,unknown,60,medium,,,"",,"NAF_other:90.02Z|generic_name|structured|PME/micro","RAEDEL SON ET LUMIERES                                      DRONE ZEAL PRODUCTION — NAF 90.02Z, emp "
"LE PIMPEC-DRONET","le pimpecdronet",,govt_registry,unknown,60,medium,,,"",,"NAF_other:43.34Z|generic_name|structured|PME/micro","LE PIMPEC-DRONET — NAF 43.34Z, emp band NN"
"BP DRONE","bp drone",,govt_registry,unknown,60,medium,,,"",,"NAF_other:77.11A|generic_name|structured|PME/micro","BP DRONE — NAF 77.11A, emp band NN"
"DRONEAU-GAUTHIER PEINTURE","droneaugauthier peinture",,govt_registry,unknown,60,medium,,,"",,"NAF_other:43.34Z|generic_name|structured|PME/micro","DRONEAU-GAUTHIER PEINTURE — NAF 43.34Z, emp band NN"
"HYDRONEO","hydroneo",,govt_registry,unknown,60,medium,,,"",,"NAF_other:35.11Z|generic_name|structured|PME/micro","HYDRONEO — NAF 35.11Z, emp band NN"
"SARL VDRONE CONCEPT","sarl vdrone concept",,govt_registry,unknown,60,medium,,,"",,"NAF_other:46.19B|generic_name|structured|PME/micro","SARL VDRONE CONCEPT — NAF 46.19B, emp band NN"
"HYDRONEO OO","hydroneo oo",,govt_registry,unknown,60,medium,,,"",,"NAF_other:35.11Z|generic_name|structured|PME/micro","HYDRONEO OO — NAF 35.11Z, emp band NN"
"SACERDRONE","sacerdrone",,govt_registry,unknown,60,medium,,,"",,"NAF_other:74.10Z|generic_name|structured|PME/micro","SACERDRONE — NAF 74.10Z, emp band NN"
"HYDRONEO SOLAR 1","hydroneo solar 1",,govt_registry,unknown,60,medium,,,"",,"NAF_other:35.11Z|generic_name|structured|PME/micro","HYDRONEO SOLAR 1 — NAF 35.11Z, emp band NN"
"HYDRONEO SOLAR 2","hydroneo solar 2",,govt_registry,unknown,60,medium,,,"",,"NAF_other:35.11Z|generic_name|structured|PME/micro","HYDRONEO SOLAR 2 — NAF 35.11Z, emp band NN"
"TONNER DRONES","tonner drones",,govt_registry,unknown,60,medium,,,"",,"NAF_other:46.52Z|generic_name|structured|PME/micro","TONNER DRONES — NAF 46.52Z, emp band 00"
"DRONE AGRI","drone agri",,govt_registry,unknown,60,medium,,,"",,"NAF_other:46.69A|generic_name|structured|PME/micro","DRONE AGRI — NAF 46.69A, emp band NN"
"INTELLIGENCE OF DRONE","intelligence of drone",,govt_registry,unknown,60,medium,,,"",,"NAF_other:80.20Z|generic_name|structured|PME/micro","INTELLIGENCE OF DRONE — NAF 80.20Z, emp band NN"
"TOP DRONE 60","top drone 60",,govt_registry,unknown,60,medium,,,"",,"NAF_other:82.30Z|generic_name|structured|PME/micro","TOP DRONE 60 — NAF 82.30Z, emp band NN"
"SPLENDID DRONES","splendid drones",,govt_registry,unknown,60,medium,,,"",,"NAF_other:90.01Z|generic_name|structured|PME/micro","SPLENDID DRONES — NAF 90.01Z, emp band NN"
"D'AIR DRONE","dair drone",,govt_registry,unknown,60,medium,,,"",,"NAF_other:43.34Z|generic_name|structured|PME/micro","D'AIR DRONE — NAF 43.34Z, emp band NN"
"HYDRONET ASSAINISSEMENT","hydronet assainissement",,govt_registry,unknown,60,medium,,,"",,"NAF_other:43.12A|generic_name|structured|PME/micro","HYDRONET ASSAINISSEMENT — NAF 43.12A, emp band NN"
