Company Name,Normalized Name,Category,Operations Type,Website,LinkedIn,Source Count,Sources,ILT Auth #,Notes
"Tata Steel Ijmuiden B.V.","tata steel ijmuiden bv","ILT OA Operator","",https://www.tatasteeleurope.com,https://www.linkedin.com/company/tata-steel-in-europe,1,"ILT OA Register","NLD-OAT-208/01G",""
"TAUW B.V (GeoZICHT)","tauw bv geozicht","ILT OA Operator","",https://geozicht.nl/,,1,"ILT OA Register","NLD-OAT-091/05G",""
"Tective","tective","ILT OA Operator","",https://www.tective.nl,,1,"ILT OA Register","NLD-OAT-233/02G",""
"Terra Inspectioneering","terra inspectioneering","DCRO Certified Operator","",https://www.terra-inspectioneering.com/,,1,"DCRO","","DCRO member (€500/yr, OA holders only)"
"Terra Inspectioneering B.V.","terra inspectioneering bv","ILT OA Operator","",https://www.terra-inspectioneering.com/,,1,"ILT OA Register","NLD-OAT-209/03G",""
"Terraspect","terraspect","ILT OA Operator","",https://www.terraspect.nl,,1,"ILT OA Register","NLD-OAT-054/01G",""
"The Drone Suppliers","the drone suppliers","Drones.nl - inspectie","",https://www.drones.nl/bedrijven/the-drone-suppliers,,1,"Drones.nl Directory","",""
"The Fieldwork Company B.V.","the fieldwork company bv","ILT OA Operator","",,,1,"ILT OA Register","NLD-OAT-081/01G",""
"The Flying Dutchmen","the flying dutchmen","ILT OA Operator","",https://www.theflyingdutchmen.com,,1,"ILT OA Register","NLD-OAT-132/02G",""
"The Postboat","the postboat","ILT OA Operator","",https://thepostboat.nl,,1,"ILT OA Register","NLD-OAT-057/01G",""
"Thermofly","thermofly","ILT OA Operator","",https://thermofly.nl,,1,"ILT OA Register","NLD-OAT-278/01G",""
"TM Drone Services","tm drone services","ILT OA Operator","",https://www.tmdroneservices.com,,1,"ILT OA Register","NLD-OAT-043/03G",""
"TNO","tno","ILT OA Operator","",https://www.tno.nl,https://www.linkedin.com/company/tno,1,"ILT OA Register","NLD-OAT-141/02G",""
"Toemen Modelsport","toemen modelsport","Drones.nl - droneshops","",https://www.drones.nl/bedrijven/toemen,,1,"Drones.nl Directory","",""
"TOP RC","top rc","Drones.nl - droneshops","",https://www.drones.nl/bedrijven/toprc,,1,"Drones.nl Directory","",""
"Topshots","topshots","ILT OA Operator","",https://www.topshots.com,,1,"ILT OA Register","NLD-OAT-106/02G",""
"Total Drone Support","total drone support","ILT OA Operator","",,,1,"ILT OA Register","NLD-OAT-108/01G",""
"Transportbedrijf Rouwmaat Groenlo B.V.","transportbedrijf rouwmaat groenlo bv","ILT OA Operator","",https://www.rouwmaat.nl,,1,"ILT OA Register","NLD-OAT-328/01G",""
"Trigion Alarmcentrale BV","trigion alarmcentrale","ILT OA Operator","",https://www.trigion.nl,https://www.linkedin.com/company/trigion,1,"ILT OA Register","NLD-OAT-305/01G",""
"Truckparkings Rotterdam Exploitatie B.V.","truckparkings rotterdam exploitatie bv","ILT OA Operator","",,,1,"ILT OA Register","NLD-OAT-174/01G",""
"UAS Worx","uas worx","ILT OA Operator","",https://uasworx.com,,1,"ILT OA Register","NLD-OAT-019/02G",""
"UAV International","uav international","Drones.nl - inspectie","",https://www.drones.nl/bedrijven/uav-international,,1,"Drones.nl Directory","",""
"UMV Services B.V.","umv services bv","ILT OA Operator","",https://umvservices.com,,1,"ILT OA Register","NLD-OAT-311/01G",""
"Unit4Security B.V.","unit4security bv","ILT OA Operator","",https://www.unit4security.nl,,1,"ILT OA Register","NLD-OAT-213/02G",""
"Universiteit Twente","universiteit twente","ILT OA Operator","",https://www.utwente.nl,https://www.linkedin.com/school/university-of-twente,1,"ILT OA Register","NLD-OAT-219/02G",""
"Universiteit Utrecht afd. Vastgoed en Campus","universiteit utrecht afd vastgoed en campus","ILT OA Operator","",https://www.uu.nl,,1,"ILT OA Register","NLD-OAT-249/03G",""
"Universiteit Utrecht Faculteit Geowetenschappen","universiteit utrecht faculteit geowetenschappen","ILT OA Operator","",https://www.uu.nl/geo,,1,"ILT OA Register","NLD-OAT-252/02G",""
"University of Amsterdam","university of amsterdam","ILT OA Operator","",https://www.uva.nl,https://www.linkedin.com/school/university-of-amsterdam,1,"ILT OA Register","NLD-OAT-025/02G",""
"Urenco Nederland BV","urenco nederland","ILT OA Operator","",https://www.urenco.com,https://www.linkedin.com/company/urenco,1,"ILT OA Register","NLD-OAT-319/01G",""
"Ursa Major Drone Shows B.V.","ursa major drone shows bv","ILT OA Operator","",https://www.ursamajordrones.nl,,1,"ILT OA Register","NLD-OAT-157/02G",""
"Uw Drone Service","uw drone service","DCRO Certified Operator","",https://uwdroneservice.nl/,,1,"DCRO","","DCRO member (€500/yr, OA holders only)"
"UwDroneservice","uwdroneservice","ILT OA Operator","",,,1,"ILT OA Register","NLD-OAT-232/03G",""
"Van den Herik Kust- en Oeverwerken B.V.","van den herik kust en oeverwerken bv","ILT OA Operator","",,,1,"ILT OA Register","NLD-OAT-322/01G",""
"Van den Heuvel Aannemingsbedrijf B.V.","van den heuvel aannemingsbedrijf bv","ILT OA Operator","",,,1,"ILT OA Register","NLD-OAT-087/03G",""
"Van der Graaf EW Engineering B.V.","van der graaf ew engineering bv","ILT OA Operator","",,,1,"ILT OA Register","NLD-OAT-083/01G",""
"Van Iperen BV.","van iperen","ILT OA Operator","",https://www.vaniperen.nl,,1,"ILT OA Register","NLD-OAT-032/01G",""
"Van Oord Ship Management B.V.","van oord ship management bv","ILT OA Operator","",https://www.vanoord.com,https://www.linkedin.com/company/van-oord,1,"ILT OA Register","NLD-OAT-138/01G",""
"VCMI Group B.V.","vcmi group bv","ILT OA Operator","",https://www.vcmi.nl,,1,"ILT OA Register","NLD-OAT-175/01G",""
"Veilig Vliegen","veilig vliegen","Drones.nl - educatie","",https://www.drones.nl/bedrijven/veiligvliegen,,1,"Drones.nl Directory","",""
"Veiligheidsregio Twente","veiligheidsregio twente","ILT OA Operator","",https://www.vrtwente.nl,,1,"ILT OA Register","NLD-OAT-161/01G",""
"Veldhoven Loonwerk B.V.","veldhoven loonwerk bv","ILT OA Operator","",https://www.veldhovenloonwerk.nl,,1,"ILT OA Register","NLD-OAT-290/01G",""
"Vereniging Nederlandse Verkeersvliegers","vereniging nederlandse verkeersvliegers","Drones.nl - luchtvaart","",https://www.drones.nl/bedrijven/vereniging-nederlandse-verkeersvliegers,,1,"Drones.nl Directory","",""
"Viforis","viforis","ILT OA Operator","",,,1,"ILT OA Register","NLD-OAT-111/01G",""
"VIVO Fotografie","vivo fotografie","DCRO Certified Operator","",https://www.vivofotografie.nl/,,1,"DCRO","","DCRO member (€500/yr, OA holders only)"
"Vivo Fotografie & Drone Inspecties","vivo fotografie drone inspecties","ILT OA Operator","",https://www.vivofotografie.nl,,1,"ILT OA Register","NLD-OAT-250/01G",""
"Vlieg Je Drone Veilig","vlieg je drone veilig","Drones.nl - educatie","",https://www.drones.nl/bedrijven/vlieg-je-drone-veilig,,1,"Drones.nl Directory","",""
"Vollezon B.V.","vollezon bv","ILT OA Operator","",,,1,"ILT OA Register","NLD-OAT-110/01G",""
"Vortex Operations","vortex operations","ILT OA Operator","",https://vortexoperations.com,,1,"ILT OA Register","NLD-OAT-264/01P",""
"W2R Drone Projects B.V.","w2r drone projects bv","ILT OA Operator","",,,1,"ILT OA Register","NLD-OAT-263/01G",""
"Wageningen University","wageningen university","ILT OA Operator","",https://www.wur.nl,https://www.linkedin.com/school/wageningen-university,1,"ILT OA Register","NLD-OAT-018/02G",""
"Wanner Drone Inspecties","wanner drone inspecties","ILT OA Operator","",,,1,"ILT OA Register","NLD-OAT-273/01G",""
"Waterschap Aa en Maas","waterschap aa en maas","ILT OA Operator","",https://www.aaenmaas.nl,,1,"ILT OA Register","NLD-OAT-079/04G",""
"Waterschap Brabantse Delta","waterschap brabantse delta","ILT OA Operator","",https://www.brabantsedelta.nl,,1,"ILT OA Register","NLD-OAT-280/01G",""
"Waterschap Hunze en Aa's","waterschap hunze en aas","ILT OA Operator","",https://www.hunzeenaas.nl,,1,"ILT OA Register","NLD-OAT-312/01G",""
"Waterschap Limburg","waterschap limburg","ILT OA Operator","",https://www.waterschaplimburg.nl,,1,"ILT OA Register","NLD-OAT-332/01G",""
"Waterschap Noorderzijlvest","waterschap noorderzijlvest","ILT OA Operator","",https://www.noorderzijlvest.nl,,1,"ILT OA Register","NLD-OAT-166/01G",""
"Waterschap Vallei en Veluwe","waterschap vallei en veluwe","ILT OA Operator","",https://www.valleioveruwe.nl,,1,"ILT OA Register","NLD-OAT-297/01G",""
"Waterschap Vechtstromen","waterschap vechtstromen","ILT OA Operator","",https://www.vechtstromen.nl,,1,"ILT OA Register","NLD-OAT-226/01G",""
"Waterschap Zuiderzeeland","waterschap zuiderzeeland","ILT OA Operator","",https://www.zuiderzeeland.nl,,1,"ILT OA Register","NLD-OAT-184/01G",""
"Waterschapshuis Waterschap Vechtstromen","waterschapshuis waterschap vechtstromen","ILT OA Operator","",https://www.vechtstromen.nl,,1,"ILT OA Register","NLD-OAT-093/01G",""
"Weenk Engineering BV","weenk engineering","ILT OA Operator","",,,1,"ILT OA Register","NLD-OAT-275/01G",""
"Werkorganisatie HLT samen","werkorganisatie hlt samen","ILT OA Operator","",https://www.hltsamen.nl,,1,"ILT OA Register","NLD-OAT-168/01G",""
"Zeeland Refinery","zeeland refinery","ILT OA Operator","",https://www.zeelandrefinery.nl,https://www.linkedin.com/company/zeeland-refinery,1,"ILT OA Register","NLD-OAT-318/01G",""
"Zero Gravity B.V.","zero gravity bv","ILT OA Operator","",https://www.zerogravity.nl,,1,"ILT OA Register","NLD-OAT-190/04G",""
"Zzoef.nl","zzoefnl","ILT OA Operator","",https://zzoef.nl,,1,"ILT OA Register","NLD-OAT-027/02G",""
