company_name,country,role,dock_models,website,linkedin_url,evidence_url_1,source_type_1,evidence_url_2,source_type_2,confidence,notes
Olcen,TR,dealer,Dock 2,https://olcen.com.tr,,https://olcen.com.tr/urun/DJI-Dock-2,company_product_page,,,high,Turkey product page for DJI Dock 2.
Airmim,TR,dealer,Dock 2,https://airmim.com,,https://airmim.com/urun/dji-dock-2/,company_product_page,,,medium,Turkey product page referencing DJI Dock 2.
Ayfoto,TR,dealer,Dock 2,https://www.ayfoto.com.tr,,https://www.ayfoto.com.tr/urun/dji-dock-2-matrice-3d,company_product_page,,,medium,Turkey retailer listing DJI Dock 2 bundle page.
SYD,TR,dealer,Dock 2,https://www.syd.com.tr,,https://www.syd.com.tr/meta-etiket/dji-dock-2-fiyat,company_product_page,,,medium,Turkey retailer listing DJI Dock 2 pricing page.
Fotokolik,TR,dealer,Dock 2,https://www.fotokolik.com,,https://www.fotokolik.com/dji-dock-2,company_product_page,,,medium,Turkey retailer product page for DJI Dock 2.
Termal Drone Savunma San. A.Ş.,TR,dealer,Dock 2,https://termal-drone-savunma-san-as.idef.com.tr,,https://termal-drone-savunma-san-as.idef.com.tr/,trade_show,,,low,Trade-show exhibitor profile (IDEF) page mentions DJI DOCK 2; further verification needed for actual sales/deployment role.
Zafer Güder Aviation & Space,TR,dealer,Dock 3,https://zaferguder.com.tr,https://www.linkedin.com/company/zafer-guder-aviation-space/,https://zaferguder.com.tr/products/dji-dock-3,company_product_page,,,high,Turkish DJI Dock 3 product page describing vehicle‑mounted deployment and 24/7 remote operations; clear commercial dock 3 seller.[web:27]
Heliguy,UK,dealer,"Dock 2, Dock 3",https://www.heliguy.com,,https://www.heliguy.com/products/dji-dock-2-dock-only/,company_product_page,https://www.heliguy.com/products/dji-dock-3-with-dji-matrice-4td/,company_product_page,high,UK enterprise dealer listing DJI Dock 2 and DJI Dock 3 products.
Coptrz,UK,dealer,"Dock 2, Dock 3",https://coptrz.com,,https://coptrz.com/shop/drones/dji-dock-2/,company_product_page,https://help.coptrz.com/en/articles/530582-dji-dock-2-dji-dock-3,company_blog,high,UK enterprise dealer; product page for Dock 2 plus Coptrz help article referencing Dock 2 and Dock 3.
iRed Limited,UK,dealer,Dock 3,https://store.ired.co.uk,,https://store.ired.co.uk/products/dock-3,company_product_page,,,high,UK dealer product listing for DJI Dock 3.
DJI Retail UK,UK,dealer,Dock 3,https://dji-retail.co.uk,,https://dji-retail.co.uk/products/dji-dock-3-dock-only,company_product_page,,,medium,UK retail product page explicitly listing DJI Dock 3 (verify corporate entity behind the storefront if needed).
Komatsu UK,UK,operator_end_user,"Dock 1, Dock 2",https://www.komatsu.eu,,https://uasmagazine.com/articles/heliguy-obtains-permission-for-bvlos-drone-in-a-box-operations,industry_article,https://www.heliguy.com/blogs/posts/heliguy-bvlos-drone-in-a-box-approval/,case_study,high,Referenced as the site of BVLOS drone-in-a-box operations using DJI Dock and DJI Dock 2 at Komatsu’s Smart Construction facility in northern England.
heliguy™,UK,dealer; system_integrator; solution_provider,Dock 2,https://www.heliguy.com,https://www.linkedin.com/company/heliguy/,https://www.heliguy.com/products/dji-dock-2-with-dji-matrice-3d/,company_product_page,https://www.heliguy.com/blogs/posts/dji-dock-drone-in-a-box-pathway-to-uk-bvlos-operations/,company_blog,high,UK DJI Gold and S‑Level Partner; sells DJI Dock 2 with Matrice 3D and provides BVLOS consultancy and deployment support.[web:8][web:14]
iRed,UK,dealer,Dock 3,https://ired.co.uk,https://www.linkedin.com/company/ired-ltd/,https://store.ired.co.uk/products/dock-3,company_product_page,,,high,UK online store page 'DJI Dock 3 – Advanced Drone Docking for 24/7 Autonomous Operations' with Matrice 4D/4TD.[web:15]
Advexure,US,dealer,"Dock 2, Dock 3",https://advexure.com,,https://advexure.com/products/dji-dock-2,company_product_page,https://advexure.com/products/dji-dock-3-for-matrice-4d-and-4td,company_product_page,high,US enterprise dealer listing DJI Dock 2 and DJI Dock 3 products.
DSLRPros,US,dealer,"Dock 2, Dock 3",https://www.dslrpros.com,,https://www.dslrpros.com/collections/shop-dji-dock-series,company_product_page,https://www.dslrpros.com/blogs/drone-trends/dji-dock-2-an-inside-look-and-feature-breakdown,company_blog,high,"US dealer listing DJI Dock series, and publishing DJI Dock content."
Drone Nerds,US,dealer,Dock 3,https://www.dronenerds.com,,https://www.dronenerds.com/collections/dji-dock-3,company_product_page,https://www.dronenerds.com/collections/dji-dock-3-all-products,company_product_page,high,US dealer listing DJI Dock 3 product collections (including Dock 2 references in collection).
Steel City Drones & Flight Academy,US,dealer,Dock 2,https://steelcityflightacademy.com,,https://steelcityflightacademy.com/dock-2/,company_product_page,https://store.steelcityflightacademy.com/product/dji-dock-2-with-matrice-3d-ready-to-fly-kit/,company_product_page,high,US dealer offering DJI Dock 2 information and store kits.
DJI Colorado,US,dealer,Dock 3,https://djicolorado.com,,https://djicolorado.com/product/dji-dock-3/,company_product_page,,,high,US retailer product page explicitly listing DJI Dock 3.
GenPac Drones,US,dealer,Dock 3,https://www.genpacdrones.com,,https://www.genpacdrones.com/product/dji-dock-3/,company_product_page,,,high,US dealer product listing for DJI Dock 3.
Dronefly,US,dealer,Dock 3,https://www.dronefly.com,,https://www.dronefly.com/products/dji-dock-3,company_product_page,,,high,US dealer product listing for DJI Dock 3.
Aerial Prospex,US,operator,Dock 2,https://www.aerialprospex.com,,https://www.aerialprospex.com/resources,company_blog,,,medium,"US company resources page explicitly references ""Automated Drone Flights with the DJI Dock 2"" captured on a real jobsite."
Adam's Construction Surveying,US,operator,Dock 2,,,https://enterprise-insights.dji.com/blog/revolutionizing-industries-with-drone-in-a-box-technology-0,case_study,,,medium,Referenced in DJI case study as a DJI Dock 2 user (Texas-based surveying/mapping service).
Drone Spray Pro,US,dealer,Dock 3,https://dronespraypro.com,https://www.linkedin.com/company/drone-spray-innovations-llc/,https://dronespraypro.com/products/dji-dock-3,company_product_page,,,high,US seller page 'DJI Dock 3' describing autonomous docking with Matrice 4D/4TD; agricultural and industrial focus.[web:7]
AKDRONE LLC,US,dealer,Dock 3,https://akdrone.com,https://www.linkedin.com/company/akdrone/,https://www.dji.com/global/where-to-buy/enterprise-dealers,dji_ecosystem_listing,,,medium,"Appears in DJI Enterprise Dealers listing under DJI Dock 3 in US (Valdez, Alaska) as an authorized dealer; dock-specific landing page not yet visible.[web:2][web:4]"
Africa Drone Kings,ZA,dealer,"Dock 2, Dock 3",https://africadroneking.co.za,,https://africadroneking.co.za/product/dji-dock-2/,company_product_page,https://africadroneking.co.za/product/dji-dock-3/,company_product_page,high,South African dealer listing DJI Dock 2 and DJI Dock 3 product pages.
Afri Air (AA Drones),ZA,dealer,"Dock 2, Dock 3",https://aadrones.co.za,,https://aadrones.co.za/product/dji-dock-2/,company_product_page,https://aadrones.co.za/product/dji-dock-3/,company_product_page,high,South African distributor listing DJI Dock 2 and DJI Dock 3 product pages.
GoUAV,ZA,dealer,"Dock 2, Dock 3",https://gouav.co.za,,https://gouav.co.za/pages/dji-dock-2,company_product_page,https://gouav.co.za/pages/dji-dock-3,company_product_page,high,South African dealer pages for DJI Dock 2 and DJI Dock 3.
TecAfrica Solutions,ZA,dealer,"Dock 2, Dock 3",https://www.tecafrica.co.za,,https://www.tecafrica.co.za/products/dji-dock-2-with-dji-matrice-3dt,company_product_page,https://www.tecafrica.co.za/products/dji-dock-3,company_product_page,high,South African dealer listing DJI Dock 2 (with Matrice 3DT) and DJI Dock 3.
SkyFarmers,ZA,dealer,Dock 3,https://www.skyfarmers.co.za,,https://www.skyfarmers.co.za/pages/dock-3,company_product_page,,,medium,South African dealer/info page referencing DJI Dock 3.
inPC,ZA,dealer,Dock 2,https://www.inpc.co.za,,https://www.inpc.co.za/products/dji-dock-2-compact-autonomous-drone-docking-station,company_product_page,,,medium,South African electronics retailer page listing DJI Dock 2.
HDRT,ZA,dealer,"Dock 1, Dock 2, Dock 3",https://www.hdrt.co.za,,https://www.hdrt.co.za/dji-dock-2,company_product_page,,,medium,South African site navigation includes DJI Dock 2 and indicates DJI Dock usage; additional Dock pages are present in menu.
DJIZone South Africa,ZA,dealer,Dock 2,https://www.djizone.co.za,,https://www.djizone.co.za/components-accessories/drone/dji-dock-2-matrice-3td,company_product_page,,,medium,South African retailer product page explicitly mentioning DJI Dock 2.
GoUAV,ZA,dealer,Dock 2,https://gouav.co.za,https://www.linkedin.com/company/gouav/,https://gouav.co.za/pages/dji-dock-2,company_product_page,,,high,"South African page 'DJI Dock 2 – GoUAV' describing Dock 2 as a drone-in-a-box solution for emergency response, construction, surveying and inspection with Matrice 3D/3TD.[web:24]"
