company_name,normalized_name,country,category,operations_type,sources,city_notes,website,linkedin,ilt_auth
Eyewings,eyewings,NL,DCRO Certified Operator,,DCRO,"DCRO member (€500/yr, OA holders only)",https://www.eye-wings.com/,http://www.linkedin.com/company/eyewings,
Eyewings B.V.,eyewings bv,NL,ILT OA Operator,,ILT OA Register,,https://www.eye-wings.com/,http://www.linkedin.com/company/eyewings,NLD-OAT-090/01G
Faculteit Lucht- en Ruimtevaarttechniek,faculteit lucht en ruimtevaarttechniek,NL,ILT OA Operator,,ILT OA Register,,https://www.tudelft.nl/lr,http://www.linkedin.com/school/tudelft,NLD-OAT-149/02G
"Faculty of Civil Engineering & Geosciences, TU Delft",faculty of civil engineering geosciences tu delft,NL,ILT OA Operator,,ILT OA Register,,https://www.tudelft.nl/citg,,NLD-OAT-021/01G
Falcker,falcker,NL,DCRO Certified Operator,,DCRO,"DCRO member (€500/yr, OA holders only)",https://falcker.com/,linkedin.com/company/falckerdronerobotics,
Falcker Innovations B.V.,falcker innovations bv,NL,ILT OA Operator,,ILT OA Register,,https://falcker.com/,,NLD-OAT-101/01P
Feniks Film,feniks film,NL,ILT OA Operator,,ILT OA Register,,https://www.feniksfilm.nl,https://www.linkedin.com/company/feniksfilmpl,NLD-OAT-075/01G
Fields Nederland,fields nederland,NL,Drones.nl - luchtfotografie,,Drones.nl Directory,,,,
Flying Media,flying media,NL,ILT OA Operator,,ILT OA Register,,https://flyingmedia.com,https://in.linkedin.com/company/flyingmediaagency,NLD-OAT-268/01G
Fotografie van de Biezen,fotografie van de biezen,NL,ILT OA Operator,,ILT OA Register,,,http://www.linkedin.com/company/foto-van-de-biezen,NLD-OAT-163/03G
Fotopiloot,fotopiloot,NL,ILT OA Operator,,ILT OA Register,,https://fotopiloot.nl,,NLD-OAT-102/01P
Frank de Bruijn,frank de bruijn,NL,ILT OA Operator,,ILT OA Register,,,,NLD-OAT-216/01G
Fuchszeug B.V.,fuchszeug bv,NL,ILT OA Operator,,ILT OA Register,,https://www.fuchszeug.com,,NLD-OAT-230/02G
Gadgethouse.nl,gadgethousenl,NL,Drones.nl - droneshops,,Drones.nl Directory,,,,
Gemeente Ede,gemeente ede,NL,ILT OA Operator,,ILT OA Register,,https://www.ede.nl,http://www.linkedin.com/company/gemeente-ede,NLD-OAT-185/01G
Gemeente Emmen,gemeente emmen,NL,ILT OA Operator,,ILT OA Register,,https://www.gemeente-emmen.nl,https://nl.linkedin.com/company/gemeente-emmen,NLD-OAT-315/01G
Gemeente Groningen,gemeente groningen,NL,ILT OA Operator,,ILT OA Register,,https://gemeente.groningen.nl,http://www.linkedin.com/company/gemeente-groningen,NLD-OAT-197/01G
Gemeente Hoeksche Waard,gemeente hoeksche waard,NL,ILT OA Operator,,ILT OA Register,,https://www.gemeentehw.nl,http://www.linkedin.com/company/gemeentehw,NLD-OAT-103/01G
Gemeente Losser,gemeente losser,NL,ILT OA Operator,,ILT OA Register,,https://www.losser.nl,http://www.linkedin.com/company/losser-gemeente,NLD-OAT-282/01G
Gemeente Rotterdam,gemeente rotterdam,NL,ILT OA Operator,,ILT OA Register,,https://www.rotterdam.nl,http://www.linkedin.com/company/gemeente-rotterdam-stadsontwikkeling,NLD-OAT-224/01G
Gemeente Texel,gemeente texel,NL,ILT OA Operator,,ILT OA Register,,https://www.texel.nl,http://www.linkedin.com/company/gemeente-texel,NLD-OAT-259/01G
Gemeente Venlo,gemeente venlo,NL,ILT OA Operator,,ILT OA Register,,https://www.venlo.nl,http://www.linkedin.com/company/gemeente-venlo,NLD-OAT-324/01G
Geo-Verde,geoverde,NL,ILT OA Operator,,ILT OA Register,,https://geo-verde.com,https://co.linkedin.com/company/fundaci%C3%B3n-geo-verde,NLD-OAT-082/01G
Geometius,geometius,NL,DCRO Certified Operator,,DCRO,"DCRO member (€500/yr, OA holders only)",https://www.geometius.nl/,http://www.linkedin.com/company/geometius,
Geometius B.V.,geometius bv,NL,ILT OA Operator,,ILT OA Register,,https://www.geometius.nl/,http://www.linkedin.com/company/geometius,NLD-OAT-107/01G
GeoZICHT,geozicht,NL,DCRO Certified Operator,,DCRO,"DCRO member (€500/yr, OA holders only)",https://geozicht.nl/,http://www.linkedin.com/company/geozicht-drone-projecten,
Gnaut B.V.,gnaut bv,NL,ILT STS Operator,STS-01,ILT STS Register,"Issued: 26-09-2024, Expiry: 19-09-2026",https://www.gnaut.com,https://www.linkedin.com/company/gr%C3%AAmio-de-n%C3%A1utica-gnaut,ILT-2024/4025
GP Drones,gp drones,NL,ILT OA Operator,,ILT OA Register,,https://www.gpdrones.com,,NLD-OAT-066/01G
Green Leaves Productions B.V.,green leaves productions bv,NL,ILT OA Operator,,ILT OA Register,,https://www.greenleaves.nl,https://fr.linkedin.com/company/enjoy-life-media,NLD-OAT-201/01G
Groningen Seaports,groningen seaports,NL,ILT OA Operator,,ILT OA Register,,https://www.groningen-seaports.com,https://www.linkedin.com/company/groningen-seaports,NLD-OAT-179/01G
Handboek Dronefotografie,handboek dronefotografie,NL,Drones.nl - educatie,,Drones.nl Directory,,,,
Harteman Verhuur B.V.,harteman verhuur bv,NL,ILT OA Operator,,ILT OA Register,,https://www.hartemanverhuur.com,http://www.linkedin.com/company/harteman-tentenverhuurbedrijf,NLD-OAT-128/02G
Height Tech,height tech,NL,Drones.nl - inspectie,,Drones.nl Directory,,,,
Helix Aerial Vision,helix aerial vision,NL,ILT OA Operator,,ILT OA Register,,http://www.helixav.com,http://www.linkedin.com/company/helix-aerial-vision,NLD-OAT-035/02G
HES Bulk Terminal Rotterdam B.V.,hes bulk terminal rotterdam bv,NL,ILT OA Operator,,ILT OA Register,,https://www.hfrgroup.nl,https://nl.linkedin.com/company/hbtr,NLD-OAT-265/01G
High Camera,high camera,NL,Drones.nl - inspectie,,Drones.nl Directory,,,,
High Tech Campus Eindhoven,high tech campus eindhoven,NL,ILT OA Operator,,ILT OA Register,,https://www.hightechcampus.com,https://www.linkedin.com/company/high-tech-campus-eindhoven,NLD-OAT-191/01G
HighScan Drone Solutions,highscan drone solutions,NL,ILT OA Operator,,ILT OA Register,,https://highscan.nl,http://www.linkedin.com/company/highscan,NLD-OAT-036/01G
Holland Luchtfoto,holland luchtfoto,NL,DCRO Certified Operator,,DCRO,"DCRO member (€500/yr, OA holders only)",https://www.hollandluchtfoto.nl/,,
Hoogheemraadschap Delfland,hoogheemraadschap delfland,NL,ILT OA Operator,,ILT OA Register,,https://www.hhdelfland.nl,http://www.linkedin.com/company/hoogheemraadschap-van-delfland,NLD-OAT-167/01G
Hoogheemraadschap Hollands Noorderkwartier,hoogheemraadschap hollands noorderkwartier,NL,ILT OA Operator,,ILT OA Register,,https://www.hhnk.nl,http://www.linkedin.com/company/hoogheemraadschap-hollands-noorderkwartier,NLD-OAT-210/03G
HotShots Producties,hotshots producties,NL,ILT OA Operator,,ILT OA Register,,http://www.hotshotsproducties.nl,http://www.linkedin.com/company/hotshots-producties,NLD-OAT-212/01G
HS Tuinbouw Service B.V,hs tuinbouw service bv,NL,ILT OA Operator,,ILT OA Register,,http://www.hstuinbouwservice.nl,http://www.linkedin.com/company/hstuinbouwservice,NLD-OAT-199/01G
HyFly B.V.,hyfly bv,NL,ILT OA Operator,,ILT OA Register,,https://www.hyfly.aero,https://www.linkedin.com/company/hyfly,NLD-OAT-243/05G
ILT Aerosensing,ilt aerosensing,NL,ILT OA Operator,,ILT OA Register,,,,NLD-OAT-158/03G
Industrial Drone Solutions,industrial drone solutions,NL,ILT OA Operator,,ILT OA Register,,https://www.industrialdronesolutions.com,https://in.linkedin.com/company/industrial-drone-solutions-australia,NLD-OAT-114/01G
Ingenieursbureau Groothedde,ingenieursbureau groothedde,NL,ILT OA Operator,,ILT OA Register,,https://www.ingenieursbureau-groothedde.nl,https://nl.linkedin.com/company/ingenieursbureau-groothedde,NLD-OAT-220/01G
Intures Industry B.V.,intures industry bv,NL,ILT OA Operator,,ILT OA Register,,https://intures.nl,http://www.linkedin.com/company/intures,NLD-OAT-251/03G
Jan Vroomans Drone Diensten,jan vroomans drone diensten,NL,ILT OA Operator,,ILT OA Register,,https://jvdronediensten.nl,,NLD-OAT-222/02G
JJ Media,jj media,NL,ILT STS Operator,STS-01,ILT STS Register,"Issued: 28-11-2025, Expiry: 28-11-2027",,,ILT-2025/39625
JS Copter,js copter,NL,Drones.nl - droneshops,,Drones.nl Directory,,,,
Keen on media,keen on media,NL,Drones.nl - luchtfotografie,,Drones.nl Directory,,,,
KNVvL,knvvl,NL,Drones.nl - luchtvaart,,Drones.nl Directory,,,,
KTV Working Drones,ktv working drones,NL,ILT OA Operator,,ILT OA Register,,https://www.workingdrones.nl,https://no.linkedin.com/company/ktvworkingdrone,NLD-OAT-241/02G
KWS Infra B.V.,kws infra bv,NL,ILT OA Operator,,ILT OA Register,,https://www.kws.nl,https://www.linkedin.com/company/kws-infra,NLD-OAT-300/01G
Land Life Company,land life company,NL,ILT OA Operator,,ILT OA Register,,https://www.landlifecompany.com,https://www.linkedin.com/company/land-life-company,NLD-OAT-126/01G
Landmeetkundig Adviesbureau van der Hart-Survey B.V.,landmeetkundig adviesbureau van der hartsurvey bv,NL,ILT OA Operator,,ILT OA Register,,,,NLD-OAT-136/01G
Laurentius,laurentius,NL,ILT OA Operator,,ILT OA Register,,https://www.laurentius.nl,http://www.linkedin.com/company/sanctuslaurentius,NLD-OAT-245/01G
LBL Communicatie & Contentmarketing B.V.,lbl communicatie contentmarketing bv,NL,ILT OA Operator,,ILT OA Register,,https://www.lbl.nl,http://www.linkedin.com/company/lblcontent,NLD-OAT-309/02G
Leap 3D,leap 3d,NL,ILT OA Operator,,ILT OA Register,,https://leap3d.nl,http://www.linkedin.com/company/leap-construct,NLD-OAT-258/02G
Leemans Speciaalwerken B.V.,leemans speciaalwerken bv,NL,ILT OA Operator,,ILT OA Register,,https://www.leemans.nl,https://nl.linkedin.com/company/leemansgroep,NLD-OAT-217/01G
Legendary Broadcasting,legendary broadcasting,NL,Drones.nl - videoproductie,,Drones.nl Directory,,,,
Line of Sight,line of sight,NL,DCRO Certified Operator,,DCRO,"DCRO member (€500/yr, OA holders only)",https://www.lineofsight.eu/,http://www.linkedin.com/company/line-of-sight-fotografie,
Line of Sight Fotografie B.V.,line of sight fotografie bv,NL,ILT OA Operator,,ILT OA Register,,https://www.lineofsight.eu/,,NLD-OAT-235/02G
LITSTILL,litstill,NL,ILT STS Operator,STS-01,ILT STS Register,"Issued: 17-01-2025, Expiry: 17-01-2027",https://www.litstill.com,http://www.linkedin.com/company/litstill,ILT-2025/715
Luchtfilm Producties,luchtfilm producties,NL,DCRO Certified Operator,,DCRO,"DCRO member (€500/yr, OA holders only)",https://luchtfilmproducties.nl/,http://www.linkedin.com/company/luchtfilmproducties,
Luchtfilmproducties,luchtfilmproducties,NL,ILT OA Operator,,ILT OA Register,,https://www.luchtfilmproducties.nl,,NLD-OAT-122/04G
Luchtopname.nl,luchtopnamenl,NL,ILT OA Operator,,ILT OA Register,,https://luchtopname.nl,http://www.linkedin.com/company/bakkermedia-luchtopname,NLD-OAT-240/02G
Luchtvaartpolitie,luchtvaartpolitie,NL,Drones.nl - luchtvaart,,Drones.nl Directory,,,,
LUGN Control Center B.V.,lugn control center bv,NL,ILT OA Operator,,ILT OA Register,,https://lugnsecurity.com,http://www.linkedin.com/company/lugn-security,NLD-OAT-067/04G
LUGN Security,lugn security,NL,DCRO Certified Operator,,DCRO,"DCRO member (€500/yr, OA holders only)",https://www.lugnsecurity.com/,http://www.linkedin.com/company/lugn-security,
Lykelema.Online,lykelemaonline,NL,ILT OA Operator,,ILT OA Register,,https://lykelema.online,https://ae.linkedin.com/company/certiforce,NLD-OAT-145/01G
Mace Group,mace group,NL,ILT OA Operator,,ILT OA Register,,https://www.macegroup.com,https://www.linkedin.com/company/maboroshi-air-cooperation-enterprise,NLD-OAT-188/02G
Mainblades Inspections,mainblades inspections,NL,ILT OA Operator,,ILT OA Register,,https://www.mainblades.com,https://www.linkedin.com/company/mainblades-inspections,NLD-OAT-045/01G
Mapture B.V.,mapture bv,NL,ILT OA Operator,,ILT OA Register,,https://www.mapture.nl,https://www.linkedin.com/company/mapture,NLD-OAT-095/06G
Marcel Willems Photography,marcel willems photography,NL,ILT OA Operator,,ILT OA Register,,,,NLD-OAT-056/02G
Maritime Filming Group,maritime filming group,NL,ILT OA Operator,,ILT OA Register,,https://www.maritimefilminggroup.com,http://www.linkedin.com/company/maritime-filming-group,NLD-OAT-044/02G
Maritimephoto.com,maritimephotocom,NL,ILT STS Operator,STS-01,ILT STS Register,"Issued: 31-01-2025, Expiry: 31-01-2027",https://www.maritimephoto.com,http://www.linkedin.com/company/maritimephoto-com,ILT-2025/819
Mart Stevens Project Fotografie,mart stevens project fotografie,NL,ILT OA Operator,,ILT OA Register,,,,NLD-OAT-160/02G
Matthijs de Vos Photo Film Drone,matthijs de vos photo film drone,NL,ILT OA Operator,,ILT OA Register,,,,NLD-OAT-002/01G
MDL Agro,mdl agro,NL,ILT OA Operator,,ILT OA Register,,https://mdlagro.nl,,NLD-OAT-051/01G
Media Air Services,media air services,NL,ILT OA Operator,,ILT OA Register,,https://www.mediaairservices.nl,,NLD-OAT-053/02G
Media Primair,media primair,NL,Drones.nl - journalistiek,,Drones.nl Directory,,,,
MediaGen Dronewize,mediagen dronewize,NL,ILT OA Operator,,ILT OA Register,,https://dronewize.nl,http://www.linkedin.com/company/dronewize,NLD-OAT-001/01G
MeetBV,meetbv,NL,DCRO Certified Operator,,DCRO,"DCRO member (€500/yr, OA holders only)",https://www.meetbv.nl/,http://www.linkedin.com/company/meetbv,
Minicopters,minicopters,NL,Drones.nl - droneshops,,Drones.nl Directory,,,,
Mistras Group B.V.,mistras group bv,NL,ILT OA Operator,,ILT OA Register,,https://www.mistrasgroup.com,https://www.linkedin.com/company/mistras-group,NLD-OAT-302/01G
Modelvliegclub Delta,modelvliegclub delta,NL,Drones.nl - modelsport,,Drones.nl Directory,,,,
Modelvliegsport Oosterhout,modelvliegsport oosterhout,NL,Drones.nl - modelsport,,Drones.nl Directory,,,,
Monsanto Holland B.V.,monsanto holland bv,NL,ILT OA Operator,,ILT OA Register,,https://www.bayer.com,https://www.linkedin.com/company/bayer,NLD-OAT-152/01G
Mortr Media,mortr media,NL,ILT OA Operator,,ILT OA Register,,http://www.mortrmedia.com,http://www.linkedin.com/company/mortr-media,NLD-OAT-206/01G
Movie Studio Druten,movie studio druten,NL,ILT OA Operator,,ILT OA Register,,,,NLD-OAT-293/01G
Moviedrones,moviedrones,NL,Drones.nl - luchtfotografie,,Drones.nl Directory,,,,
N.V. Nederlandse Spoorwegen,nv nederlandse spoorwegen,NL,ILT OA Operator,,ILT OA Register,,https://www.ns.nl,https://www.linkedin.com/company/ns,NLD-OAT-070/01P
N3 Dronewash,n3 dronewash,NL,ILT OA Operator,,ILT OA Register,,https://www.n3dronewash.nl,http://www.linkedin.com/company/n3-dronewash,NLD-OAT-281/01G
Nederlandse Voedsel- en Warenautoriteit,nederlandse voedsel en warenautoriteit,NL,ILT OA Operator,,ILT OA Register,,https://www.nvwa.nl,https://www.linkedin.com/company/nvwa/,NLD-OAT-159/03G
NextLevel Ops,nextlevel ops,NL,ILT OA Operator,,ILT OA Register,,https://www.nextlevelops.nl,https://cl.linkedin.com/company/next-level-ops?trk=similar-pages_result-card_full-click,NLD-OAT-237/01G
Nibag Groep BV.,nibag groep,NL,ILT OA Operator,,ILT OA Register,,https://www.nibag.nl,https://www.linkedin.com/company/nibag,NLD-OAT-047/01G
NLR,nlr,NL,ILT OA Operator,,ILT OA Register,,https://www.nlr.nl,https://www.linkedin.com/company/royal-nlr,NLD-OAT-148/05G
NS Stations BV.,ns stations,NL,ILT OA Operator,,ILT OA Register,,https://www.ns.nl,https://www.linkedin.com/company/ns,NLD-OAT-050/01G
Oceans of Energy B.V.,oceans of energy bv,NL,ILT OA Operator,,ILT OA Register,,https://oceansofenergy.blue,http://www.linkedin.com/company/oceans-of-energy,NLD-OAT-294/01G
Omgevingsdienst IJmond,omgevingsdienst ijmond,NL,ILT OA Operator,,ILT OA Register,,https://www.odijmond.nl,http://www.linkedin.com/company/odijmond,NLD-OAT-156/02G
Omgevingsdienst NL,omgevingsdienst nl,NL,ILT OA Operator,,ILT OA Register,,https://www.omgevingsdienstnl.nl,https://nl.linkedin.com/company/omgevingsdienst-nl,NLD-OAT-215/03G
Omnidrones,omnidrones,NL,DCRO Certified Operator,,DCRO,"DCRO member (€500/yr, OA holders only)",https://omnidrones.nl/,http://www.linkedin.com/company/omnidronesnl,
OmniDrones B.V.,omnidrones bv,NL,ILT OA Operator,,ILT OA Register,,https://omnidrones.nl/,http://www.linkedin.com/company/omnidronesnl,NLD-OAT-092/07G
Omroep Gelderland,omroep gelderland,NL,ILT OA Operator,,ILT OA Register,,https://www.gld.nl,http://www.linkedin.com/company/omroep-gelderland,NLD-OAT-267/02G
Onadin B.V.,onadin bv,NL,ILT OA Operator,,ILT OA Register,,https://www.onadin.nl,http://www.linkedin.com/company/onadin,NLD-OAT-242/02G
Onderzoeksraad voor de Veiligheid,onderzoeksraad voor de veiligheid,NL,ILT OA Operator,,ILT OA Register,,https://www.onderzoeksraad.nl,http://www.linkedin.com/company/onderzoeksraad-voor-veiligheid,NLD-OAT-171/01G
Orange Aerospace B.V.,orange aerospace bv,NL,ILT OA Operator,,ILT OA Register,,https://www.orangeaerospace.com,https://nl.linkedin.com/company/orange-aerospace,NLD-OAT-135/01G
Penitentiare Inrichting Ter Apel,penitentiare inrichting ter apel,NL,ILT OA Operator,,ILT OA Register,,https://www.dji.nl,,NLD-OAT-218/01G
Perfect-Drone,perfectdrone,NL,ILT OA Operator,,ILT OA Register,,https://perfect-drone.nl,https://nl.linkedin.com/company/perfect-drone,NLD-OAT-321/01G
Performance Rotors,performance rotors,NL,ILT OA Operator,,ILT OA Register,,https://www.performance-rotors.com,http://www.linkedin.com/company/performance-rotors,NLD-OAT-177/01G
PicDrone.nl,picdronenl,NL,Drones.nl - agrarisch,,Drones.nl Directory,,,,
Pilot Media Creations,pilot media creations,NL,ILT OA Operator,,ILT OA Register,,https://pilotmediacreations.nl,,NLD-OAT-262/02G
Pilot on Demand,pilot on demand,NL,ILT OA Operator,,ILT OA Register,,https://www.pilotondemand.nl,https://www.linkedin.com/company/pilot-on-demand,NLD-OAT-014/01G
ProDroneMedia,prodronemedia,NL,DCRO Certified Operator,,DCRO,"DCRO member (€500/yr, OA holders only)",https://www.prodronemedia.nl/,http://www.linkedin.com/company/prodronemedia,
ProDroneMedia.nl,prodronemedianl,NL,ILT OA Operator,,ILT OA Register,,https://www.prodronemedia.nl/,,NLD-OAT-164/01G
ProRail BV.,prorail,NL,ILT OA Operator,,ILT OA Register,,https://www.prorail.nl,https://www.linkedin.com/company/prorail,NLD-OAT-048/01G
Provincie Limburg,provincie limburg,NL,ILT OA Operator,,ILT OA Register,,https://www.limburg.nl,http://www.linkedin.com/company/provincielimburg,NLD-OAT-162/02G
Public Air Services BV.,public air services,NL,ILT OA Operator,,ILT OA Register,,https://www.publicairservices.nl,,NLD-OAT-003/02G
PWN Waterleidingbedrijf Noord-Holland,pwn waterleidingbedrijf noordholland,NL,ILT OA Operator,,ILT OA Register,,https://www.pwn.nl,http://www.linkedin.com/company/pwn,NLD-OAT-169/02G
Q intelligence,q intelligence,NL,ILT OA Operator,,ILT OA Register,,https://www.qintelligence.com,https://www.linkedin.com/company/qintelligencecorp,NLD-OAT-323-01G
Qirion B.V.,qirion bv,NL,ILT OA Operator,,ILT OA Register,,https://www.qirion.nl,http://www.linkedin.com/company/qirion,NLD-OAT-068/03G
R-ffect Inspecties B.V.,rffect inspecties bv,NL,ILT STS Operator,STS-01,ILT STS Register,"Issued: 21-11-2025, Expiry: 21-11-2027",https://r-ffect.nl,http://www.linkedin.com/company/r-ffect,ILT-2025/39543
R. van der Wal B.V.,r van der wal bv,NL,ILT OA Operator,,ILT OA Register,,,http://www.linkedin.com/company/vanderwaltechniek,NLD-OAT-303/01G
R3D Reality,r3d reality,NL,ILT OA Operator,,ILT OA Register,,https://www.r3dreality.nl,https://nl.linkedin.com/company/r3d-reality,NLD-OAT-248/01G
Raderadvies B.V.,raderadvies bv,NL,ILT OA Operator,,ILT OA Register,,https://www.raderadvies.nl,http://www.linkedin.com/company/raderadvies-b.v.,NLD-OAT-214/02G
Recherchebureau Focus,recherchebureau focus,NL,ILT OA Operator,,ILT OA Register,,https://www.recherchebureau-focus.com,https://nl.linkedin.com/company/recherchebureau-focus,NLD-OAT-317/01G
Rijk Zwaan Zaadteelt en Zaadhandel B.V.,rijk zwaan zaadteelt en zaadhandel bv,NL,ILT OA Operator,,ILT OA Register,,https://www.rijkzwaan.nl,https://www.linkedin.com/company/rijk-zwaan,NLD-OAT-118/01G
Rijksvastgoedbedrijf,rijksvastgoedbedrijf,NL,ILT OA Operator,,ILT OA Register,,https://www.rijksvastgoedbedrijf.nl,http://www.linkedin.com/company/rijksvastgoedbedrijf,NLD-OAT-200/02G
Rijkswaterstaat,rijkswaterstaat,NL,ILT OA Operator,,ILT OA Register,,https://www.rijkswaterstaat.nl,https://www.linkedin.com/company/rijkswaterstaat,NLD-OAT-127/02G
Rijndorp Installaties B.V.,rijndorp installaties bv,NL,ILT OA Operator,,ILT OA Register,,https://rijndorp.com,http://www.linkedin.com/company/rijndorp-installaties-b.v.,NLD-OAT-256/01G
Rob Rovers Drone Solutions,rob rovers drone solutions,NL,ILT OA Operator,,ILT OA Register,,https://rrdronesolutions.nl,http://www.linkedin.com/company/rr-drone-solutions,NLD-OAT-234/01G
Robin Visser Photography,robin visser photography,NL,ILT OA Operator,,ILT OA Register,,,,NLD-OAT-176/01G
Royal Dutch Rescue Society Foundation,royal dutch rescue society foundation,NL,ILT OA Operator,,ILT OA Register,,https://www.knrm.nl,https://www.linkedin.com/company/knrm,NLD-OAT-015/01G
RPAS Services BV.,rpas services,NL,ILT OA Operator,,ILT OA Register,,https://www.rpas-services.nl,,NLD-OAT-049/03G
RPS B.V.,rps bv,NL,ILT OA Operator,,ILT OA Register,,https://www.rps.nl,https://www.linkedin.com/company/rps-group,NLD-OAT-236/01G
RR Drone Solutions,rr drone solutions,NL,DCRO Certified Operator,,DCRO,"DCRO member (€500/yr, OA holders only)",https://rrdronesolutions.nl/,http://www.linkedin.com/company/rr-drone-solutions,
SchutzDrone,schutzdrone,NL,ILT OA Operator,,ILT OA Register,,https://www.schutzdrone.nl,http://www.linkedin.com/company/schutzdrone,NLD-OAT-069/01G
Securitas,securitas,NL,ILT OA Operator,,ILT OA Register,,https://www.securitas.nl,https://www.linkedin.com/company/securitas,NLD-OAT-016/02G
SeeTree Systems,seetree systems,NL,ILT OA Operator,,ILT OA Register,,https://www.seetree.com,,NLD-OAT-181/01G
Shore Monitoring and research,shore monitoring and research,NL,ILT OA Operator,,ILT OA Register,,https://www.shoremonitoring.nl,http://www.linkedin.com/company/shore-monitoring-research,NLD-OAT-178/01G
Sitech Services B.V.,sitech services bv,NL,ILT OA Operator,,ILT OA Register,,https://www.sitechservices.nl,https://www.linkedin.com/company/sitech-services,NLD-OAT-084/03G
Skillshot,skillshot,NL,Drones.nl - luchtfotografie,,Drones.nl Directory,,,,
Sky Drone Pictures,sky drone pictures,NL,DCRO Certified Operator,,DCRO,"DCRO member (€500/yr, OA holders only)",https://www.skydronepictures.nl/,http://www.linkedin.com/company/skydronepictures,
Skydronepictures,skydronepictures,NL,ILT OA Operator,,ILT OA Register,,https://www.skydronepictures.nl,,NLD-OAT-120/02G
SkyLynx,skylynx,NL,DCRO Certified Operator,,DCRO,"DCRO member (€500/yr, OA holders only)",https://www.skylynx.nl/,http://www.linkedin.com/company/skylynx-productions,
SkyLynx Productions,skylynx productions,NL,ILT OA Operator,,ILT OA Register,,https://www.skylynx.nl/,,NLD-OAT-017/02G
Skytools B.V.,skytools bv,NL,ILT OA Operator,,ILT OA Register,,https://skytools.nl,https://www.linkedin.com/company/4g-architecture,NLD-OAT-104/02G
SkyVision,skyvision,NL,DCRO Certified Operator,,DCRO,"DCRO member (€500/yr, OA holders only)",https://www.skyvision-drones.com/home,https://il.linkedin.com/company/skyvision,
Skyvision Aerial Systems,skyvision aerial systems,NL,ILT OA Operator,,ILT OA Register,,https://www.skyvision-drones.com/,,NLD-OAT-105/01G
SkyWise B.V.,skywise bv,NL,ILT OA Operator,,ILT OA Register,,https://www.skywise.nl,https://www.linkedin.com/company/skywise,NLD-OAT-147/04G
SMA Zeeland,sma zeeland,NL,ILT OA Operator,,ILT OA Register,,https://www.smazeeland.nl,https://au.linkedin.com/company/sma-zeeland-bv,NLD-OAT-113/01G
Smart AIS,smart ais,NL,DCRO Certified Operator,,DCRO,"DCRO member (€500/yr, OA holders only)",https://www.smart-ais.eu/,http://www.linkedin.com/company/smart-ais-bv,
Solar O&M B.V.,solar om bv,NL,ILT OA Operator,,ILT OA Register,,https://www.solar-om.nl,http://www.linkedin.com/company/solar-om,NLD-OAT-227/01G
Solar Tester B.V.,solar tester bv,NL,ILT OA Operator,,ILT OA Register,,https://solartester.nl,http://www.linkedin.com/company/solartester-bv,NLD-OAT-117/02G
SoluSon Aerials,soluson aerials,NL,Drones.nl - luchtfotografie,,Drones.nl Directory,,,,
Solynta,solynta,NL,ILT OA Operator,,ILT OA Register,,https://www.solynta.com,http://www.linkedin.com/company/solynta,NLD-OAT-271/01G
Sovon Vogelonderzoek Nederland,sovon vogelonderzoek nederland,NL,ILT OA Operator,,ILT OA Register,,https://www.sovon.nl,https://www.linkedin.com/company/sovon,NLD-OAT-310/01G
Specialised Solar Cleaning,specialised solar cleaning,NL,ILT OA Operator,,ILT OA Register,,https://specialisedsolarcleaning.com,http://www.linkedin.com/company/specialised-solar-services,NLD-OAT-194/02G
SPIE Nederland BV,spie nederland,NL,ILT OA Operator,,ILT OA Register,,https://www.spie-nl.com,https://www.linkedin.com/company/spie,NLD-OAT-211/02G
Sproeibedrijf van Hattem,sproeibedrijf van hattem,NL,ILT OA Operator,,ILT OA Register,,http://www.van-hattem.nl,http://www.linkedin.com/company/sproeibedrijf-van-hattem-b.v.,NLD-OAT-298/01G
Stadskantoor Gemeente Breda,stadskantoor gemeente breda,NL,ILT OA Operator,,ILT OA Register,,https://www.breda.nl,http://www.linkedin.com/company/gemeente-breda,NLD-OAT-296/01G
Stam + de Koning Bouw B.V.,stam de koning bouw bv,NL,ILT OA Operator,,ILT OA Register,,https://www.stamdekoning.nl,https://www.linkedin.com/company/stam-de-koning,NLD-OAT-182/01G
State of Motion B.V.,state of motion bv,NL,ILT OA Operator,,ILT OA Register,,https://stateofmotion.com,http://www.linkedin.com/company/state-of-motion,NLD-OAT-071/02P
Stevens Audiovisuals,stevens audiovisuals,NL,Drones.nl - videoproductie,,Drones.nl Directory,,,,
Stichting Aeres Groep,stichting aeres groep,NL,ILT OA Operator,,ILT OA Register,,https://www.aeres.nl,http://www.linkedin.com/company/aeres-groep,NLD-OAT-221/01G
Stichting Behoud Kerkelijke Gebouwen in Midden- en Oost Nederland,stichting behoud kerkelijke gebouwen in midden en oost nederland,NL,ILT OA Operator,,ILT OA Register,,https://www.kerkgebouwen.nl,,NLD-OAT-304/01G
Stichting de Alliantie,stichting de alliantie,NL,ILT OA Operator,,ILT OA Register,,https://www.de-alliantie.nl,http://www.linkedin.com/company/de-alliantie,NLD-OAT-085/03G
Stichting Het Nationale Park De Hoge Veluwe,stichting het nationale park de hoge veluwe,NL,ILT OA Operator,,ILT OA Register,,https://www.hogeveluwe.nl,http://www.linkedin.com/company/np-de-hoge-veluwe,NLD-OAT-254/01G
