priority,company_name,normalized_name,country,city,signal_source,dock_qa_status,dock_verified,website,linkedin,normalized_domain,missing,notes
P3,Smart AIS,smart ais,NL,"DCRO member (€500/yr, OA holders only)",dcro,enriched,,https://www.smart-ais.eu/,,smart-ais.eu,linkedin,"DCRO member (€500/yr, OA holders only)"
P3,Solar O&M B.V.,solar o&m b.v.,NL,,ilt_oa,enriched,,https://www.solar-om.nl,,solar-om.nl,linkedin,
P3,Solar Tester B.V.,solar tester b.v.,NL,,ilt_oa,enriched,,https://solartester.nl,,solartester.nl,linkedin,
P3,Solynta,solynta,NL,,ilt_oa,enriched,,https://www.solynta.com,,solynta.com,linkedin,
P3,Stadskantoor Gemeente Breda,stadskantoor gemeente breda,NL,,ilt_oa,enriched,,https://www.breda.nl,,breda.nl,linkedin,
P3,State of Motion B.V.,state of motion b.v.,NL,,ilt_oa,enriched,,https://stateofmotion.com,,stateofmotion.com,linkedin,
P3,Stichting Aeres Groep,stichting aeres groep,NL,,ilt_oa,enriched,,https://www.aeres.nl,,aeres.nl,linkedin,
P3,Stichting Behoud Kerkelijke Gebouwen in Midden- en Oost Nederland,stichting behoud kerkelijke gebouwen in midden- en oost nederland,NL,,ilt_oa,enriched,,https://www.kerkgebouwen.nl,,kerkgebouwen.nl,linkedin,
P3,Stichting de Alliantie,stichting de alliantie,NL,,ilt_oa,enriched,,https://www.de-alliantie.nl,,de-alliantie.nl,linkedin,
P3,Stichting Het Nationale Park De Hoge Veluwe,stichting het nationale park de hoge veluwe,NL,,ilt_oa,enriched,,https://www.hogeveluwe.nl,,hogeveluwe.nl,linkedin,
P3,Stichting Monumentenwacht Noord en Oost Nederland,stichting monumentenwacht noord en oost nederland,NL,,ilt_oa,enriched,,https://www.monumentenwacht.nl,,monumentenwacht.nl,linkedin,
P3,Stichting NHL Stenden Hogeschool,stichting nhl stenden hogeschool,NL,,ilt_oa,enriched,,https://www.nhlstenden.com,,nhlstenden.com,linkedin,
P3,Stichting Regionaal Opleidingencentrum van Amsterdam,stichting regionaal opleidingencentrum van amsterdam,NL,,ilt_oa,enriched,,https://www.rocva.nl,,rocva.nl,linkedin,
P3,Stichting Saxion,stichting saxion,NL,,ilt_oa,enriched,,https://www.saxion.nl,,saxion.nl,linkedin,
P3,Stichting Waternet,stichting waternet,NL,,ilt_oa,enriched,,https://www.waternet.nl,,waternet.nl,linkedin,
P3,Stichting Woonconcept,stichting woonconcept,NL,,ilt_oa,enriched,,https://www.woonconcept.nl,,woonconcept.nl,linkedin,
P3,T&A Survey,t&a survey,NL,,ilt_oa,enriched,,https://www.ta-survey.nl,,ta-survey.nl,linkedin,
P3,Tective,tective,NL,,ilt_oa,enriched,,https://www.tective.nl,,tective.nl,linkedin,
P3,Terra Inspectioneering,terra inspectioneering,NL,"DCRO member (€500/yr, OA holders only)",dcro,enriched,,https://www.terra-inspectioneering.com/,,terra-inspectioneering.com,linkedin,"DCRO member (€500/yr, OA holders only)"
P3,Terraspect,terraspect,NL,,ilt_oa,enriched,,https://www.terraspect.nl,,terraspect.nl,linkedin,
P3,The Flying Dutchmen,the flying dutchmen,NL,,ilt_oa,enriched,,https://www.theflyingdutchmen.com,,theflyingdutchmen.com,linkedin,
P3,The Postboat,the postboat,NL,,ilt_oa,enriched,,https://thepostboat.nl,,thepostboat.nl,linkedin,
P3,Thermofly,thermofly,NL,,ilt_oa,enriched,,https://thermofly.nl,,thermofly.nl,linkedin,
P3,TM Drone Services,tm drone services,NL,,ilt_oa,enriched,,https://www.tmdroneservices.com,,tmdroneservices.com,linkedin,
P3,Topshots,topshots,NL,,ilt_oa,enriched,,https://www.topshots.com,,topshots.com,linkedin,
P3,Transportbedrijf Rouwmaat Groenlo B.V.,transportbedrijf rouwmaat groenlo b.v.,NL,,ilt_oa,enriched,,https://www.rouwmaat.nl,,rouwmaat.nl,linkedin,
P3,UAS Worx,uas worx,NL,,ilt_oa,enriched,,https://uasworx.com,,uasworx.com,linkedin,
P3,UMV Services B.V.,umv services b.v.,NL,,ilt_oa,enriched,,https://umvservices.com,,umvservices.com,linkedin,
P3,Unit4Security B.V.,unit4security b.v.,NL,,ilt_oa,enriched,,https://www.unit4security.nl,,unit4security.nl,linkedin,
P3,Universiteit Utrecht afd. Vastgoed en Campus,universiteit utrecht afd. vastgoed en campus,NL,,ilt_oa,enriched,,https://www.uu.nl,,uu.nl,linkedin,
P3,Ursa Major Drone Shows B.V.,ursa major drone shows b.v.,NL,,ilt_oa,enriched,,https://www.ursamajordrones.nl,,ursamajordrones.nl,linkedin,
P3,Uw Drone Service,uw drone service,NL,"DCRO member (€500/yr, OA holders only)",dcro,enriched,,https://uwdroneservice.nl/,,uwdroneservice.nl,linkedin,"DCRO member (€500/yr, OA holders only)"
P3,Van Iperen BV.,van iperen bv.,NL,,ilt_oa,enriched,,https://www.vaniperen.nl,,vaniperen.nl,linkedin,
P3,VCMI Group B.V.,vcmi group b.v.,NL,,ilt_oa,enriched,,https://www.vcmi.nl,,vcmi.nl,linkedin,
P3,Veiligheidsregio Twente,veiligheidsregio twente,NL,,ilt_oa,enriched,,https://www.vrtwente.nl,,vrtwente.nl,linkedin,
P3,Veldhoven Loonwerk B.V.,veldhoven loonwerk b.v.,NL,,ilt_oa,enriched,,https://www.veldhovenloonwerk.nl,,veldhovenloonwerk.nl,linkedin,
P3,VIVO Fotografie,vivo fotografie,NL,"DCRO member (€500/yr, OA holders only)",dcro,enriched,,https://www.vivofotografie.nl/,,vivofotografie.nl,linkedin,"DCRO member (€500/yr, OA holders only)"
P3,Vortex Operations,vortex operations,NL,,ilt_oa,enriched,,https://vortexoperations.com,,vortexoperations.com,linkedin,
P3,Waterschap Aa en Maas,waterschap aa en maas,NL,,ilt_oa,enriched,,https://www.aaenmaas.nl,,aaenmaas.nl,linkedin,
P3,Waterschap Brabantse Delta,waterschap brabantse delta,NL,,ilt_oa,enriched,,https://www.brabantsedelta.nl,,brabantsedelta.nl,linkedin,
P3,Waterschap Hunze en Aa's,waterschap hunze en aa's,NL,,ilt_oa,enriched,,https://www.hunzeenaas.nl,,hunzeenaas.nl,linkedin,
P3,Waterschap Limburg,waterschap limburg,NL,,ilt_oa,enriched,,https://www.waterschaplimburg.nl,,waterschaplimburg.nl,linkedin,
P3,Waterschap Noorderzijlvest,waterschap noorderzijlvest,NL,,ilt_oa,enriched,,https://www.noorderzijlvest.nl,,noorderzijlvest.nl,linkedin,
P3,Waterschap Vallei en Veluwe,waterschap vallei en veluwe,NL,,ilt_oa,enriched,,https://www.valleioveruwe.nl,,valleioveruwe.nl,linkedin,
P3,Waterschap Vechtstromen,waterschap vechtstromen,NL,,ilt_oa,enriched,,https://www.vechtstromen.nl,,vechtstromen.nl,linkedin,
P3,Waterschap Zuiderzeeland,waterschap zuiderzeeland,NL,,ilt_oa,enriched,,https://www.zuiderzeeland.nl,,zuiderzeeland.nl,linkedin,
P3,Werkorganisatie HLT samen,werkorganisatie hlt samen,NL,,ilt_oa,enriched,,https://www.hltsamen.nl,,hltsamen.nl,linkedin,
P3,Zero Gravity B.V.,zero gravity b.v.,NL,,ilt_oa,enriched,,https://www.zerogravity.nl,,zerogravity.nl,linkedin,
P3,Zzoef.nl,zzoef.nl,NL,,ilt_oa,enriched,,https://zzoef.nl,,zzoef.nl,linkedin,
P4,2 RUE CLAIRE DRONEAU,2 rue claire droneau,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:55.20Z|generic_name|PME/micro
P4,ABC DRONE,abc drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:52.23Z|generic_name|structured|PME/micro
P4,ACCES-DRONE,acces-drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.20B|generic_name|structured|PME/micro
P4,ACCESS DRONES,access drones,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|structured|PME/micro
P4,ACTION 3DRONES,action 3drones,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:81.29A|generic_name|structured|emp:01|PME/micro
P4,ADRONE +,adrone +,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.20B|generic_name|structured|PME/micro
P4,AEP DRONE,aep drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:30.30Z|generic_name|structured|PME/micro
P4,AERO-DRONE-TECHNIC,aero-drone-technic,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:82.99Z|provider_kw|structured|PME/micro
P4,AGENIUM DRONES SOLUTIONS,agenium drones solutions,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|provider_kw|structured|PME/micro
P4,AGI DRONE & CONSEILS,agi drone & conseils,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:70.22Z|generic_name|structured|PME/micro
P4,AGRIBIO DRONE,agribio drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:01.61Z|generic_name|structured|PME/micro
P4,AGRIVIEW DRONE,agriview drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:74.90B|generic_name|structured|PME/micro
P4,AGRODRONE,agrodrone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|structured|emp:01|PME/micro
P4,AH DRONE,ah drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:26.11Z|generic_name|structured|PME/micro
P4,AIR DRONE SOLUTION,air drone solution,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|structured|PME/micro
P4,AIR SPACE DRONE,air space drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|structured|emp:02|PME/micro
P4,AIRSUB DRONE,airsub drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.20B|generic_name|structured|PME/micro
P4,AKP-DRONES,akp-drones,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.20B|generic_name|structured|PME/micro
P4,ALIZEA DRONE SAS,alizea drone sas,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|structured|PME/micro
P4,ALPHA DRONE OPERATION,alpha drone operation,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:00.00Z|generic_name|structured|PME/micro
P4,ALTI'DRONE & SERVICES,alti'drone & services,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:00.00Z|provider_kw|structured|PME/micro
P4,ALTUS DRONES GROUP,altus drones group,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:82.11Z|generic_name|structured|PME/micro
P4,ALTUS DRONES SERVICES,altus drones services,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:62.01Z|provider_kw|structured|emp:01|PME/micro
P4,ANTILLES GUYANE DRONE CONCEPT,antilles guyane drone concept,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:00.00Z|generic_name|structured|PME/micro
P4,APPLICATIONS DRONES ET GEOPHYSIQUES,applications drones et geophysiques,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|structured|PME/micro
P4,AQUA AIR DRONE,aqua air drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.20B|generic_name|structured|PME/micro
P4,AQUADRONE,aquadrone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:74.90B|generic_name|structured|PME/micro
P4,ARADRONE,aradrone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:45.11Z|generic_name|structured|PME/micro
P4,ARTECH'DRONE,artech'drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|provider_kw|structured|emp:03|PME/micro
P4,ARTEDRONE,artedrone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:72.19Z|generic_name|structured|emp:11|PME/micro
P4,ARTISAN MENUISIER DRONET STEPHANE,artisan menuisier dronet stephane,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:43.32A|generic_name|structured|emp:01|PME/micro
P4,ARTOIT  DRONE,artoit  drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:46.49Z|generic_name|structured|PME/micro
P4,ASESDRONE,asesdrone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.20B|generic_name|structured|PME/micro
P4,ASSOCIATION DRONE MY VIDEO,association drone my video,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:30.30Z|generic_name|PME/micro
P4,ASSOCIATION DRONE SWEET DRONE,association drone sweet drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:59.20Z|generic_name|PME/micro
P4,ASTRATUS FILM & DRONE,astratus film & drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:59.11C|generic_name|structured|PME/micro
P4,ATA DRONE,ata drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|structured|PME/micro
P4,ATLANTIC DRONES,atlantic drones,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:30.30Z|generic_name|structured|PME/micro
P4,ATLANTIQUE EXPERTISES DRONES,atlantique expertises drones,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:70.22Z|provider_kw|structured|emp:02|PME/micro
P4,AURA DRONE,aura drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|structured|emp:01|PME/micro
P4,AUTO FINANCES MADRONET,auto finances madronet,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:70.10Z|generic_name|structured|emp:01|PME/micro
P4,AVM DRONE 27,avm drone 27,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:01.61Z|generic_name|structured|PME/micro
P4,AZIMUT-DRONE,azimut-drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|structured|PME/micro
P4,AZUR DRONES,azur drones,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:74.90B|generic_name|structured|emp:21|ETI
P4,BATHY DRONE SOLUTIONS,bathy drone solutions,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.20B|provider_kw|structured|emp:02|PME/micro
P4,BERINGER DIAG & DRONE,beringer diag & drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.20B|generic_name|structured|emp:01|PME/micro
P4,BIO DRONES FRANCE,bio drones france,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|structured|PME/micro
P4,BP DRONE,bp drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:77.11A|generic_name|structured|PME/micro
P4,BRADLADRONE,bradladrone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:74.90B|generic_name|structured|PME/micro
P4,BRUDRONE,brudrone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:74.10Z|generic_name|structured|PME/micro
P4,BV-DRONE,bv-drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:01.61Z|generic_name|structured|PME/micro
P4,CAPTAGRI-DRONE,captagri-drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:74.90B|generic_name|structured|PME/micro
P4,CARIBEENNE D'EXPERTISE ET DE DRONES,caribeenne d'expertise et de drones,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|provider_kw|structured|emp:01|PME/micro
P4,CARRIERE SAN PEDRONE,carriere san pedrone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:08.11Z|generic_name|structured|emp:03|PME/micro
P4,CARTODRONE,cartodrone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|structured|emp:01|PME/micro
P4,CATCH A DRONE,catch a drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:30.30Z|generic_name|structured|PME/micro
P4,CEDRONE,cedrone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:86.90E|generic_name|PME/micro
P4,CENTRE D'INNOVATION DRONES NORMANDIE,centre d'innovation drones normandie,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:72.19Z|provider_kw|PME/micro
P4,CESA DRONES,cesa drones,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:72.19Z|generic_name|structured|PME/micro
P4,CIDRONEL,cidronel,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:70.10Z|generic_name|structured|PME/micro
P4,CIE SANDRONE ET ARTIFICES,cie sandrone et artifices,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:90.01Z|generic_name|PME/micro
P4,CIVIC DRONE,civic drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:28.99B|generic_name|structured|PME/micro
P4,CLEAN DRONE,clean drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|structured|PME/micro
P4,CLEAN DRONE 25,clean drone 25,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:43.39Z|generic_name|structured|emp:01|PME/micro
P4,CLIMAT DRONE,climat drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|PME/micro
P4,CM DRONES,cm drones,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:30.30Z|generic_name|structured|PME/micro
P4,COMMUNE DE SAINT MEARD DE DRONE,commune de saint meard de drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:84.11Z|generic_name|emp:03|PME/micro
P4,COMMUNE DE SAINT PARDOUX DE DRONE,commune de saint pardoux de drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:84.11Z|generic_name|emp:03|PME/micro
P4,CRYSTAL-DRONE,crystal-drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:90.02Z|generic_name|structured|PME/micro
P4,CYBERDRONEGUARDING,cyberdroneguarding,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:74.90B|generic_name|structured|PME/micro
P4,D'AIR DRONE,d'air drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:43.34Z|generic_name|structured|PME/micro
P4,DASSIEU MOTOCULTURE AIR DRONE SERVICE,dassieu motoculture air drone service,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:33.12Z|provider_kw|structured|PME/micro
P4,DEFIS-DRONE,defis-drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|structured|PME/micro
P4,DELTA DRONE MANAGERS,delta drone managers,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:70.22Z|generic_name|structured|PME/micro
P4,DEPART DRONE 78,depart drone 78,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:81.29A|generic_name|structured|PME/micro
P4,DIAG DRONE,diag drone,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|structured|PME/micro
P4,DIODON DRONE TECHNOLOGY,diodon drone technology,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|provider_kw|structured|emp:12|PME/micro
P4,DKDRONES,dkdrones,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:30.30Z|generic_name|structured|PME/micro
P4,DR ANDRONE,dr androne,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:86.23Z|generic_name|structured|emp:01|PME/micro
P4,DRONE -X,drone -x,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:74.10Z|generic_name|structured|PME/micro
P4,DRONE & EAU PICARDIE,drone & eau picardie,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.20B|generic_name|structured|PME/micro
P4,DRONE 06,drone 06,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|structured|emp:01|PME/micro
P4,DRONE 2I,drone 2i,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|structured|emp:01|PME/micro
P4,DRONE 360,drone 360,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:30.30Z|generic_name|structured|PME/micro
P4,DRONE ACCES,drone acces,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:82.99Z|generic_name|PME/micro
P4,DRONE ACT,drone act,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:72.19Z|generic_name|structured|emp:11|PME/micro
P4,DRONE AGRI,drone agri,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:46.69A|generic_name|structured|PME/micro
P4,DRONE AGRI CORSE,drone agri corse,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:01.61Z|generic_name|structured|PME/micro
P4,DRONE AGRICULTURE ALPILLES,drone agriculture alpilles,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:01.61Z|generic_name|structured|PME/micro
P4,DRONE AIR FLY,drone air fly,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:74.90B|generic_name|structured|emp:01|PME/micro
P4,DRONE ALPILLES,drone alpilles,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:00.00Z|generic_name|structured|PME/micro
P4,DRONE ANALYSE,drone analyse,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.20B|generic_name|structured|PME/micro
P4,DRONE AQUITAINE,drone aquitaine,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:74.90B|generic_name|structured|emp:02|PME/micro
P4,DRONE BAT - ISERE NUISIBLES - GUEPES38,drone bat - isere nuisibles - guepes38,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:81.29A|generic_name|structured|PME/micro
P4,DRONE BY NATURE,drone by nature,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:63.12Z|generic_name|structured|PME/micro
P4,DRONE COM KARAIB,drone com karaib,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:58.14Z|generic_name|structured|PME/micro
P4,DRONE CONSULTING,drone consulting,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.20B|provider_kw|structured|emp:03|PME/micro
P4,DRONE DE DOME,drone de dome,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:82.99Z|generic_name|structured|PME/micro
P4,DRONE EN SCENE,drone en scene,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:90.02Z|generic_name|structured|PME/micro
P4,DRONE ENGINEERING,drone engineering,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|structured|PME/micro
P4,DRONE EXP'AIR TECH,drone exp'air tech,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.20B|provider_kw|structured|PME/micro
P4,DRONE EXPERT',drone expert',FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|provider_kw|structured|PME/micro
P4,DRONE EXPERTISE CENTRE,drone expertise centre,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.20B|provider_kw|structured|emp:02|PME/micro
P4,DRONE FLY INSPECT,drone fly inspect,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.20B|generic_name|structured|PME/micro
P4,DRONE FORCE,drone force,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|structured|PME/micro
P4,DRONE FRANCAIS,drone francais,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|structured|PME/micro
P4,DRONE FRANCE,drone france,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:81.29A|generic_name|structured|PME/micro
P4,DRONE GEOFENCING,drone geofencing,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:58.29C|generic_name|structured|emp:11|PME/micro
P4,DRONE GROUPE AFRIQUE,drone groupe afrique,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|structured|PME/micro
P4,DRONE HIVE SYSTEMS,drone hive systems,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:46.49Z|provider_kw|structured|PME/micro
P4,DRONE IMMERSION,drone immersion,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:74.90B|generic_name|structured|PME/micro
P4,DRONE INOVE GEOMETRE,drone inove geometre,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:71.12A|generic_name|structured|PME/micro
P4,DRONE INSPECTION,drone inspection,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.20B|dock_kw|structured|PME/micro
P4,DRONE INVESTIGATION,drone investigation,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.20B|generic_name|structured|PME/micro
P4,DRONE JET,drone jet,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:01.61Z|generic_name|structured|emp:01|PME/micro
P4,DRONE M-TEK,drone m-tek,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:70.22Z|generic_name|structured|PME/micro
P4,DRONE OVER,drone over,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:90.01Z|generic_name|PME/micro
P4,DRONE PHOTOFLY,drone photofly,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:74.90B|generic_name|structured|PME/micro
P4,DRONE PLANET ECO ROBOTS,drone planet eco robots,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|generic_name|structured|PME/micro
P4,DRONE PLEIN SUD,drone plein sud,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:00.00Z|generic_name|structured|PME/micro
P4,DRONE PRECISION MAYENNAIS,drone precision mayennais,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:01.61Z|generic_name|structured|PME/micro
P4,DRONE PROTECT SYSTEM,drone protect system,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:80.20Z|provider_kw|structured|PME/micro
P4,DRONE REPONSE,drone reponse,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:82.99Z|generic_name|structured|emp:01|PME/micro
P4,DRONE REPONSE SECURITE,drone reponse securite,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:80.20Z|dock_kw|structured|PME/micro
P4,DRONE REPONSE TACTIC,drone reponse tactic,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:74.90B|generic_name|structured|PME/micro
P4,DRONE SARL,drone sarl,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:72.1Z|generic_name|structured|PME/micro
P4,DRONE SERVICE,drone service,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:81.29A|provider_kw|structured|PME/micro
P4,DRONE SERVICE 64,drone service 64,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:81.29A|provider_kw|structured|PME/micro
P4,DRONE SOLUTIONS INVEST,drone solutions invest,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.20B|provider_kw|structured|PME/micro
P4,DRONE SURVEY,drone survey,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_B:63.11Z|generic_name|structured|PME/micro
P4,DRONE SYSTEME,drone systeme,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_other:31.09B|provider_kw|structured|emp:01|PME/micro
P4,DRONE TECH,drone tech,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.12B|provider_kw|structured|PME/micro
P4,DRONE TECH TOITURE,drone tech toiture,FR,,sirene_bulk_db,raw,,,,,website+linkedin,NAF_A:71.20B|provider_kw|structured|PME/micro
