ENAC Ref,Date,Authorization Number,Operator,Manufacturer,Model,MTOM,Serial Number,BVLOS,Expiry Date,Country
52456,27/01/2025,ITA-OAT-00135/000,DL Droni S.r.l. pec: dldroni@pec.dldroni.it,DJI,Matrice 3TD,"Kg. 1,61",1581F6Q8D247W00GTJJ4,Si,27/07/2025,IT
52585,27/01/2025,ITA-OAT-00119/001,Pipistrel Italia S.r.l. pec: pipistrel@legalmail.it,Pipistrel,Nuuva V300,Kg. 1700,18968X9180001,No,17/11/2026,IT
52501,21/01/2025,ITA-OAT-00133/000,Aermatica3D S.r.l. pec: aermatica3d@pec.it,DJI,Agras T25,Kg. 58,UAAG0026,No,21/01/2026,IT
52516,21/01/2025,ITA-OAT-00134/000,Unione Colli Mantovani pec: unionecollimantovani@legalmail.it,DJI,Mavic 3T,"Kg. 1,05",1581F5FJC244T00EJMWC,Si,31/12/2025,IT
52523,14/01/2025,ITA-OAT-00132/000,Distretto Tecnologico Aerospaziale S.c.a.r.l. pec: distretto@pec.dtascarl.it,DJI,Matrice 350 RTK,"Kg. 9,2",1581F6GKB23A800403RB,Si,31/12/2025,IT
52500,08/01/2025,ITA-OAT-00131/000,OverSpace Aviation S.r.l. pec: overflysrl@legalmail.it,OverSpace Aviation S.r.l.,DragonFly DS-1,Kg. 25,OFDS1-000002,Si,31/01/2025,IT
52521,08/01/2025,ITA-OAT-00130/000,Alpi Aviation S.r.l. pec: alpiaviation@legalmail.it,Alpi Aviation S.r.l.,Strix-Df,Kg. 14,strix-df/001,Si,31/12/2025,IT
52535,08/01/2025,ITA-OAT-00129/000,GRS S.r.l. pec: grs-srl@legalmail.it,DJI,Matrice 300 RTK,Kg. 9,1ZNBJ5P00C006K,No,31/01/2025,IT
52557,20/12/2024,ITA-OAT-00077/001,TeleSpazio S.p.A. pec: telespazio.qlt@pec.it,DJI,Matrice 300 RTK,Kg. 9,1ZNBK5Q00C00HF,Si,21/12/2025,IT
51856,19/12/2024,ITA-OAT-00128/000,AgriGeoDron S.r.l.s. pec: agrigeodron.srls@pec.it,DJI,Agras T30,Kg. 78,527BJ9A001002H,No,19/12/2025,IT
52408,17/12/2024,ITA-OAT-00127/000,ABZero S.r.l.s. pec: abzero@pec.it,DroneBase,X6000 Pro RTK,Kg. 25,DBX6000P-0823,Si,15/12/2025,IT
52531,16/12/2024,ITA-OAT-00126/000,UrbanV S.p.A. pec: urbanvspa@pec.urbanv.it,DJI,Mavic 3 Classic,"Kg. 1,05",1581F67PB237A00300PP,No,31/01/2025,IT
52543,16/12/2024,ITA-OAT-00125/000,DL Droni S.r.l. pec: dldroni@pec.dldroni.it,DJI,Matrice 350 RTK,Kg. 9,1581F6GKB234M00300RN,Si,20/12/2024,IT
52337,12/12/2024,ITA-OAT-00124/000,Bernardi Trade S.r.l. pec: bernardifertilizer@pec.it,DJI,Agras T30,Kg. 78,"527BL9K0010035, 527BL9K001002R, 527BJ9700100GU",No,10/12/2025,IT
52544,06/12/2024,ITA-OAT-00123/000,TopView S.r.l. pec: topview@pec.it,DJI,M300 RTK,Kg. 9,CCAP2QLPO87OTO,No,31/12/2025,IT
52479,02/12/2024,ITA-OAT-00122/000,Amazon Italia Transport S.r.l. pec: amazonitaliatransport@legalmail.it,Amazon Prime Air,MK30 Block10,Kg. 42,"178650101X, 1786501020",Si,31/12/2025,IT
52512,27/11/2024,ITA-OAT-00121/000,TopView S.r.l. pec: topview@pec.it,DJI,M300 RTK,Kg. 9,1ZNDH8500BBMWY,No,20/12/2024,IT
51741,21/11/2024,ITA-OAT-00119/000,Pipistrel Italia S.r.l. pec: pipistrel@legalmail.it,Pipistrel,Nuuva V300,Kg. 1700,18968X9180001,No,17/11/2026,IT
52483,21/11/2024,ITA-OAT-00120/000,Distretto Tecnologico Aerospaziale S.c.a.r.l. pec: distretto@pec.dtascarl.it,DJI,Matrice 350 RTK,"Kg. 9,2",1581F6GKB23A800403RB,Si,31/12/2025,IT
51631,13/11/2024,ITA-OAT-00118/000,Horus Technologies S.r.l. pec: horustechnologies@legalmail.it,GermanDrones GmbH,SongBird 150,Kg. 14,3018,Si,11/11/2026,IT
52353,25/10/2024,ITA-OAT-00117/000,Leonardo S.p.A. - Divisione Elettronica - Sistemi di Difesa pec: sistemidifesa_amm@pec.leonardo.com,Pro S3 S.r.l.,Venture Asae V2,"Kg. 4,95",16476VI011A,Si,24/10/2025,IT
52155,22/10/2024,ITA-OAT-00116/000,Techno Sky S.r.l. pec: operazioni@technosky.postecert.it,Nimbus S.r.l.,PPL-612 Plus Evo XL,"Kg. 24,9","18817B001001, 18817B003001, 18817B003002, 18817B003003, 18817B003004, 18817B0030",Si,21/10/2025,IT
52238,21/10/2024,ITA-OAT-00062/002,ElyTron Aeronautica S.r.l. pec: elytron1@legalmail.it,Elytron Aeronautica S.r.l.,Talisman S,Kg. 60,"006, 007, 008, 009",No,20/10/2025,IT
52474,18/10/2024,ITA-OAT-00071/001,Techno Sky S.r.l. pec: operazioni@technosky.postecert.it,Nimbus S.r.l.,PPL-418,"Kg. 9,9","18817A001001, 18817A001002",Si,27/06/2026,IT
52477,15/10/2024,ITA-OAT-00115/000,DL Droni S.r.l. pec: dldroni@pec.dldroni.it,DJI,Matrice 300 RTK,Kg. 9,1ZNPL6T001F00D,Si,18/10/2024,IT
52284,09/10/2024,ITA-OAT-00114/000,Aermatica3D S.r.l. pec: aermatica3d@pec.it,DJI,Agras T50,Kg. 103,UAAG 0023,No,09/10/2026,IT
52464,08/10/2024,ITA-OAT-00054/003,AiViewGroup S.r.l. pec: pec@pec.aiviewgroup.com,DJI,Mavic 2,"Kg. 1,05","4GCCK5XR0B0GNE, 4GCCK48R0B0BCC, 4GCCK54R0B0AFS, 4GCCK0R0B0VDV, 4GCCK84R0B0WAV",Si,31/12/2024,IT
52448,30/09/2024,ITA-OAT-00113/000,JOBDV/Studio S.n.c. pec: jobdvstudio@pec.it,DJI,Mavic 3 Pro,"Kg. 0,96",1581F67QC234A0140EJE,No,04/10/2024,IT
52447,26/09/2024,ITA-OAT-00065/002,PAT Nucleo SAPR VVF pec: segreteriavvf@pec.provincia.tn.it,DJI,Mavic 2 Enterprise Advanced,"Kg. 1,1",PATVVF012,Si,26/09/2026,IT
51918,24/09/2024,ITA-OAT-00112/000,Heli Protection Europe S.r.l. pec: hpe@pec.it,Leonardo S.p.A.,TBMD-TT,Kg. 13,"ER100001, ER100002",No,27/09/2024,IT
52251,10/09/2024,ITA-OAT-00111/000,Marco Fulvi pec: scovavento@pec.it,MakeFlyEasy,Hero VTOL,Kg. 7,1787F04BM24010010320,No,30/11/2024,IT
52219,05/09/2024,ITA-OAT-00064/003,Sky Eye Systems S.r.l. pec: skyeyesystems@pec.it,Sky Eye tems S.r.l.,Rapier X-25,"Kg. 24,9",not applicable,No,30/09/2025,IT
52384,21/08/2024,ITA-OAT-00110/000,Sorveglianza Aerea Veneta OdV (SAV) pec: sav-odv@pec.it,UP Caeli VIA S.r.l.,Kur-400 SAV,"Kg. 5,5",1699A24K04H0001,Si,30/09/2024,IT
52393,07/08/2024,ITA-OAT-00109/000,Essentialark S.r.l. pec: essentialark@pec.it,VimDrones,Mazzy Star Drone,"Kg. 0,46",da 1 a 150 (Sciame),No,15/08/2024,IT
52415,07/08/2024,ITA-OAT-00054/002,AiViewGroup S.r.l. pec: pec@pec.aiviewgroup.com,DJI,Mavic 2,"Kg. 1,05","4GCCK5XR0B0GNE, 4GCCK48R0B0BCC, 4GCCK54R0B0AFS, 4GCCK0R0B0VDV, 4GCCK84R0B0WAV",Si,30/09/2024,IT
51700,01/08/2024,ITA-OAT-00107/000,EuroLink Systems S.r.l. pec: eurolinksystemssrl@legalmail.it,EuroLink Systems S.r.l.,Beluga Surveillance,"Kg. 11,5",2203RUAV030005,Si,31/10/2024,IT
52344,01/08/2024,ITA-OAT-00108/000,Essentialark S.r.l. pec: essentialark@pec.it,VimDrones,Mazzy Star Drone,"Kg. 0,46",da 1 a 150 (Sciame),No,30/06/2025,IT
51922,22/07/2024,ITA-OAT-00106/000,Romagna Acque - Società delle Fonti S.p.A. pec: mail@pec.romagnacque.it,APR Italia S.r.l.,Tethys,Kg. 40,Tethys-01,No,25/07/2025,IT
52361,19/07/2024,ITA-OAT-00105/000,Essentialark S.r.l. pec: essentialark@pec.it,VimDrones,Mazzy Star Drone,"Kg. 0,46",da 1 a 150 (Sciame),No,28/07/2024,IT
52252,15/07/2024,ITA-OAT-00049/002,Air Abruzzo S.r.l. pec: antonellodimatteo@pec.airabruzzo.com,DJI,Matrice 300 RTK,Kg. 9,1ZNDH3L0011296/ITA - 4330769,Si,30/06/2026,IT
52322,15/07/2024,ITA-OAT-00055/001,Air Abruzzo S.r.l. pec: antonellodimatteo@pec.airabruzzo.com,DJI,Matrice 300 RTK,Kg. 9,1ZNDH3L0011296/ITA - 4330769,Si,30/07/2026,IT
52346,11/07/2024,ITA-OAT-00104/000,Andrea Blasi pec: pirotecnicagiuliani@arubapec.it,Verge Aero,X1,"Kg. 1,3",Sciame,No,12/07/2024,IT
52296,08/07/2024,ITA-OAT-00102/000,Techno Sky S.r.l. pec: operazioni@technosky.postecert.it,Nimbus S.r.l.,PPL-612 Plus Evo XL,"Kg. 24,9",18817B003004,No,04/11/2024,IT
52328,08/07/2024,ITA-OAT-00103/000,GG Drone Solutions S.r.l. pec: gianmarco.gabriele@pec.it,DJI,Matrice 350 RTK e Matrice 300 RTK,"Kg. 9,2",1581F6GKB237H004000H e 1ZNDH3L0011999,No,12/07/2024,IT
52136,04/07/2024,ITA-OAT-00101/000,Fartec S.r.l. pec: fartecsrl@pec.it,DJI,Agras T30,Kg. 78,"3UADKBN0011LYE, 3U5BJ6D00100NP",No,03/07/2025,IT
52336,28/06/2024,ITA-OAT-00054/001,AiViewGroup S.r.l. pec: pec@pec.aiviewgroup.com,DJI,Mavic 2,"Kg. 1,05","4GCCK5XR0B0GNE, 4GCCK48R0B0BCC, 4GCCK54R0B0AFS, 4GCCK50R0B0VDV, 4GCCK84R0B0WAW",Si,19/08/2024,IT
51783,21/06/2024,ITA-OAT-00099/000,Agenzia Regionale Protezione Ambientale Lombardia (ARPA) pec: arpa@pec.regione.lombardia.it,SenseFly,eBee X,"Kg. 1,4",IX-12-54641,Si,22/07/2024,IT
52153,21/06/2024,ITA-OAT-00100/000,Società Agricola Passerini Pietro e Matteo s.s. pec: passeriniss@pec.it,DJI,Agras T30,Kg. 78,ITA-5429478,No,21/06/2026,IT
52329,20/06/2024,ITA-OAT-00098/000,DL Droni S.r.l. pec: dldroni@pec.dldroni.it,DJI,Matrice 300 RTK,Kg. 9,1ZNPL6T001F00D,Si,28/06/2024,IT
52335,19/06/2024,ITA-OAT-00097/000,OverSpace Aviation S.r.l. pec: overflysrl@legalmail.it,OverSpace Aviation S.r.l.,Dragonfly DS-1,Kg. 25,OFDS1-000002,Si,28/06/2024,IT
52001,14/06/2024,ITA-OAT-00096/000,Graglia Geom. Giorgio & C. S.n.c. pec: cinzia@email-pec.it,DJI,Agras T30,Kg. 78,446LJ6C20300UB DJI3WWDZ-30A0B2DD,No,12/06/2025,IT
52093,14/06/2024,ITA-OAT-00061/001,ABZero S.r.l.s. pec: abzero@pec.it,Dronebase,8X1000,"Kg. 24,9",SDBX8-1000P-0522,Si,13/06/2025,IT
52293,14/06/2024,ITA-OAT-00053/002,Techno Sky S.r.l. pec: operazioni@technosky.postecert.it,Nimbus S.r.l.,PPL-612 Plus Evo XL,"Kg. 24,9","18817B001001, 18817B003001, 18817B003002, 18817B003003, 18817B003004, 18817B003005",Si,27/06/2026,IT
52295,14/06/2024,ITA-OAT-00051/001,Techno Sky S.r.l. pec: operazioni@technosky.postecert.it,Nimbus S.r.l.,PPL-612 Plus Evo XL,"Kg. 24,9",18817B001001 18817B003001 18817B003002 18817B003003 18817B00300418817B003005,Si,27/06/2026,IT
52294,11/06/2024,ITA-OAT-00052/002,Techno Sky S.r.l. pec: operazioni@technosky.postecert.it,Nimbus S.r.l.,PPL-418,"Kg. 9,9","18817A001001, 18817A001002",Si,27/06/2026,IT
52204,10/06/2024,ITA-OAT-00095/000,Nimbus S.r.l. pec: nimbus@pec.nimbus.to.it,Nimbus S.r.l.,PPL 418,"Kg. 9,9",004,No,09/06/2025,IT
52148,07/06/2024,ITA-OAT-00094/000,ABZero S.r.l.s. pec: abzero@pec.it,DroneBase,X6000 Pro RTK,Kg. 32,DBX6000P-0823,Si,06/06/2025,IT
52164,07/06/2024,ITA-OAT-00093/000,Liteo Tech S.r.l. pec: liteotechsrl@pec.it,FlyFire,Kaiken,"Kg. 0,27",Sciame,No,31/05/2025,IT
52241,28/05/2024,ITA-OAT-00092/000,Techno Sky S.r.l. pec: operazioni@technosky.postecert.it,Nimbus S.r.l.,PPl-612 Plus Evo XL,"Kg. 24,9",18817B003004,Si,30/06/2024,IT
52226,15/05/2024,ITA-OAT-00046/001,Aermatica3D S.r.l. pec: aermatica3d@pec.it,DJI,Agras T30,"Kg. 76,5",UAAG0006,No,15/05/2026,IT
52217,08/05/2024,ITA-OAT-00091/000,Essentialark S.r.l. pec: essentialark@pec.it,VimDrones,Mazzy Star Drone,"Kg. 0,46",da s/n 1 a s/n 150 (Sciame),No,13/05/2024,IT
52177,24/04/2024,2023/IT-1139/AO/002/Rev.01,Guardia di Finanza - Centro di Aviazione pec: m0010407p@pec.gdf.it,Shield AI,V-Bat 118,Kg. 39,"60, 61, 62, 63, 64",Si,23/04/2025,IT
52199,11/04/2024,ITA-OAT-00090/000,Essentialark S.r.l. pec: essentialark@pec.it,VimDrones,Mazzy Star Drone,"Kg. 0,46",da s/n 1 a s/n 150 (Sciame),No,14/04/2024,IT
52192,10/04/2024,ITA-OAT-00089/000,GEC Software S.r.l. pec: gecsoftware@gigapec.it,DJI,Matrice 350 RTK,Kg. 9,1581F6GKB234M0,Si,14/04/2024,IT
51921,05/04/2024,ITA-OAT-00088/000,MavTech S.r.l. pec: mavtech@pec.mavtech.eu,MavTech S.r.l.,Q4X,Kg. 8,MAV-APR-34-01,Si,10/04/2024,IT
52032,04/04/2024,ITA-OAT-00087/000,Wesii S.r.l. pec: wesii@pec.it,DJI,Mavic 3T Enterprise,"Kg. 0,92",1581F5FJD233600DU7CK,Si,03/04/2025,IT
51884,22/03/2024,ITA-OAT-00086/000,Città Metropolitana di Firenze pec: cittametropolitana.it@postacert.toscana.it,SenseFly SA,eBee X,"Kg. 1,42",IX-12-31352/1587A0510000T44,No,21/03/2025,IT
51978,20/03/2024,ITA-OAT-00084/000,Aermatica3D S.r.l. pec: aermatica3d@pec.it,DJI,Mavic 2 Enterprise Advanced,"Kg. 1,1",UAMV00077,Si,19/03/2025,IT
52169,20/03/2024,ITA-OAT-00085/000,ABZero S.r.l.s. pec: abzero@pec.it,Dronebase,X6000 Pro RTK,Kg. 32,DBX6000P-0823,Si,19/03/2025,IT
50956,12/03/2024,ITA-OAT-00083/000,SiraLab Robotics S.r.l. pec: siralab@pec.it,Siralab Robotics S.r.l.,SR X4,"Kg. 6,9",SR-AV-MC-1006,Si,31/12/2024,IT
52045,12/03/2024,2022/IT-1139/AO/001/Rev.04,Tekever II Autonomous Systems Lda pec: tekever@pec-mail.eu,Tekever UAS SA,AR5 Mk2,Kg. 180,"E511, E512",Si,31/12/2024,IT
52149,06/03/2024,ITA-OAT-00081/000,DL Droni S.r.l. pec: dldroni@pec.dldroni.it,DJI,Matrice 300 RTK,Kg. 9,1ZNPL6T001F00D,Si,08/03/2024,IT
52150,06/03/2024,ITA-OAT-00082/000,ADPM Drones S.r.l. pec: ad.precision.mechanics@legalmail.it,DJI,Mavic 2 Enterprise Advanced,"Kg. 1,1",4GCCJ5HR0A0AFM,Si,08/03/2024,IT
52158,05/03/2024,ITA-OAT-00079/001,TopView S.r.l. pec: topview@pec.it,DJI,M300 RTK,Kg. 9,CCAP2QLPO87OTO,No,31/03/2024,IT
52126,09/02/2024,ITA-OAT-00075/001,Zephyr S.r.l. pec: zephyaero@pec.it,Zephyr S.r.l.,ZPH-MO25,"Kg. 24,99",ZPH-005/APR,Si,31/07/2024,IT
52102,02/02/2024,ITA-OAT-00080/000,DL Droni S.r.l. pec: dldroni@pec.dldroni.it,DJI,Matrice 300 RTK,Kg. 9,1ZNPL6T001F00D,Si,10/02/2024,IT
52025,19/01/2024,ITA-OAT-00079/000,TopView S.r.l. pec: topview@pec.it,DJI,M300 RTK,Kg. 9,CCAP2QLPO87OTO,No,01/03/2024,IT
52083,18/01/2024,ITA-OAT-00052/001,Techno Sky S.r.l. pec: operazioni@technosky.postecert.it,Nimbus S.r.l.,PPL-418,"Kg. 9,9","18817A001001, 18817A001002",Si,27/06/2024,IT
52084,18/01/2024,ITA-OAT-00053/001,Techno Sky S.r.l. pec: operazioni@technosky.postecert.it,Nimbus S.r.l.,PPL-612 Plus Evo XL,"Kg. 24,9","18817B001001, 8817B003001 ÷ 005",Si,27/06/2024,IT
51697,22/12/2023,ITA-OAT-00077/000,TeleSpazio S.p.A. pec: telespazio.qlt@pec.it,DJI,Matrice 300 RTK,Kg. 9,1ZNBK5Q00C00HF,Si,21/12/2024,IT
51872,22/12/2023,ITA-OAT-00078/000,ABZero S.r.l.s. pec: abzero@pec.it,Dronebase S.r.l.,X6000 Pro RTK and 8x1000,Kg. 0,N/A,No,22/12/2024,IT
52027,22/12/2023,ITA-OAT-00067/001,Jetson S.r.l. pec: jetson@legalmail.it,Jetson S.r.l.,Jetson One,Kg. 150,TAC03/TAC05/TAC06,No,09/10/2024,IT
51966,21/12/2023,ITA-OAT-00075/000,Zephyr S.r.l. pec: zephyaero@pec.it,Zephyr S.r.l.,ZPH-M025,"Kg. 24,99",ZPH-005/APR,Si,31/01/2024,IT
52004,21/12/2023,ITA-OAT-00076/000,Liteo Tech S.r.l. pec: liteotechsrl@pec.it,FlyFire,Kaiken,"Kg. 0,27",N/A,No,28/12/2023,IT
52043,21/12/2023,ITA-OAT-00027/006,FlyingBasket S.r.l. pec: info@pec.flyingbasket.it,FlyingBasket S.r.l.,FB3,Kg. 170,"004, 006, 007, 008, 009, 010, 011, 012, 013",Si,31/12/2024,IT
52037,18/12/2023,ITA-OAT-00074/000,ADPM Drones S.r.l. pec: ad.precision.mechanics@legalmail.it,DJI,Mavic 2 Enterprise Advances,"Kg. 1,1",4GCCJ5HR0A0AFM,Si,23/12/2023,IT
52028,05/12/2023,ITA-OAT-00073/000,ADPM Drones S.r.l. pec: ad.precision.mechanics@legalmail.it,DJI,Mavic 2 Enterprise Advanced,"Kg. 1,1",4GCCJ5HR0A0AFM,Si,12/12/2023,IT
51720,01/12/2023,ITA-OAT-00072/000,FlyingBasket S.r.l. pec: info@pec.flyingbasket.it,FlyingBasket S.r.l.,FB4,Kg. 340,001,No,30/11/2024,IT
51742,30/11/2023,ITA-OAT-00071/000,Techno Sky S.r.l. pec: operazioni@technosky.postecert.it,Nimbus S.r.l.,PPL-418,"Kg. 9,9","18817A001001, 18817A001002",Si,29/11/2024,IT
52003,14/11/2023,ITA-OAT-00027/005,FlyingBasket S.r.l. pec: info@pec.flyingbasket.it,FlyingBasket S.r.l.,FB3,Kg. 170,"004, 006, 007, 008, 009, 010, 011, 012, 013",Si,31/12/2023,IT
51917,22/10/2023,ITA-OAT-00069/000,Techno Sky S.r.l. pec: operazioni@technosky.postecert.it,Nimbus S.r.l.,PPL-418,"Kg. 9,9",18817A001001,Si,26/10/2023,IT
51954,20/10/2023,ITA-OAT-00070/000,Essentialark S.r.l. pec: essentialark@pec.it,VimDrones,Mazzy Star Drone,"Kg. 0,46",Sciame,No,29/10/2023,IT
51920,19/10/2023,ITA-OAT-00068/000,TopView S.r.l. pec: topview@pec.it,DJI,M300 RTK,Kg. 9,CCAP2QLPO87OTO,Si,03/11/2023,IT
51965,17/10/2023,ITA-OAT-00027/004,FlyingBasket S.r.l. pec: info@pec.flyingbasket.it,FlyingBasket S.r.l.,FB3,Kg. 170,"004, 006, 007, 008, 009, 010, 011, 012, 013",Si,31/12/2023,IT
51740,10/10/2023,ITA-OAT-00067/000,Jetson S.r.l. pec: jetson@legalmail.it,Jetson S.r.l.,Jetson One,Kg. 150,"TAC03, TAC05, TAC06",No,09/10/2024,IT
51882,05/10/2023,ITA-OAT-00066/000,Nimbus S.r.l. pec: nimbus@pec.nimbus.to.it,Nimbus,PPL418,"Kg. 9,9",004,No,30/11/2023,IT
51931,25/09/2023,ITA-OAT-00027/003,FlyingBasket S.r.l. pec: info@pec.flyingbasket.it,FlyingBasket S.r.l.,FB3,Kg. 170,"004, 006, 007, 008, 009, 010, 011, 012, 013",Si,31/12/2023,IT
51650,15/09/2023,ITA-OAT-00065/001,PAT Nucleo SAPR VVF pec: segreteriavvf@pec.provincia.tn.it,DJI,Mavic 2 Enterprise Advanced,"Kg. 1,1",PATVVF012,Si,14/09/2024,IT
51609,08/09/2023,ITA-OAT-00064/002,Sky Eye Systems S.r.l. pec: skyeyesystems@pec.it,Sky Eye Systems S.r.l.,Rapier X-25,"Kg. 24,9",001,No,07/09/2024,IT
51211,30/08/2023,ITA-OAT-00060/000,SMA Campania S.p.A. pec: smacampaniaspa@pec.it,Dronus S.p.A.,K250,"Kg. 0,3",E001,Si,19/07/2024,IT
51095,28/08/2023,2023/IT-1139/AO/002/Rev.00,Guardia di Finanza - Centro di Aviazione pec: m0010407p@pec.gdf.it,Martin UAV,V-Bat 118,Kg. 39,"60, 61, 62, 63, 64",Si,28/08/2024,IT
51900,08/08/2023,ITA-OAT-00063/002,FlyingBasket S.r.l. pec: info@pec.flyingbasket.it,FlyingBasket S.r.l.,FB3,Kg. 170,005,Si,31/12/2023,IT
51639,03/08/2023,ITA-OAT-00062/001,ElyTron Aeronautica S.r.l. pec: elytron1@legalmail.it,Elytron Aeronautica S.r.l.,Talisman S,Kg. 70,006/007/008/009,No,28/04/2024,IT
51870,02/08/2023,ITA-OAT-00063/001,FlyingBasket S.r.l. pec: info@pec.flyingbasket.it,FlyingBasket,FB3,Kg. 170,005,Si,31/12/2023,IT
51787,01/08/2023,2023/IT-1139/AO/001/Rev.0,Altus LSA Commercial and Manufacturing S.A. pec:,Altus LSA Commercial and Manufacturing S.A.,Atlas 4 RPAS,Kg. 13,"GQ4A1-1923-005, GQ4E1-2623-006",Si,31/08/2023,IT
51845,01/08/2023,ITA-OAT-00061/000,ABZero S.r.l.s. pec: abzero@pec.it,DroneBase,8X1000,"Kg. 24,9",5DBX8-1000P-0522,Si,31/03/2024,IT
51696,19/07/2023,ITA-OAT-00057/000,Essentialark S.r.l. pec: essentialark@pec.it,VimDrones,Mazzy Star Drone,"Kg. 0,46",Sciame,No,23/07/2023,IT
51781,19/07/2023,ITA-OAT-00058/000,Essentialark S.r.l. pec: essentialark@pec.it,VimDrones,Mazzy Star Drone,"Kg. 0,46",Sciame,No,23/08/2023,IT
51803,19/07/2023,ITA-OAT-00059/000,Essentialark S.r.l. pec: essentialark@pec.it,VimDrones,Mazzy Star Drone,"Kg. 0,46",Sciame,No,16/09/2023,IT
51121,17/07/2023,ITA-OAT-00056/000,FlyingBasket S.r.l. pec: info@pec.flyingbasket.it,FlyingBasket,FB3,"Kg. 102,5",005,No,29/07/2023,IT
51558,13/07/2023,ITA-OAT-00055/000,Air Abruzzo S.r.l. pec: antonellodimatteo@pec.airabruzzo.com,DJI,Matrice 300 RTK,Kg. 9,1ZNDH3L0011296/ITA-4330769,Si,31/07/2024,IT
51495,27/06/2023,ITA-OAT-00053/000,Techno Sky S.r.l. pec: operazioni@technosky.postecert.it,Nimbus S.r.l.,PPL-612 Plus Evo XL,"Kg. 24,9","001, 004, 005, 006, 007, 008",Si,27/06/2024,IT
51499,27/06/2023,ITA-OAT-00052/000,Techno Sky S.r.l. pec: operazioni@technosky.postecert.it,Nimbus S.r.l.,PPL-418,"Kg. 9,9","010, 011",Si,27/06/2024,IT
51659,27/06/2023,ITA-OAT-00054/000,AiViewGroup S.r.l. pec: pec@pec.aiviewgroup.com,DJI,Mavic 2,"Kg. 1,05","4GCCK5XR0B0GNE, 4GCCK48R0B0BCC, 4GCCK54R0B0AFS, 4G",Si,27/06/2024,IT
51737,27/06/2023,ITA-OAT-00049/001,Air Abruzzo S.r.l. pec: antonellodimatteo@pec.airabruzzo.com,DJI,Matrice 300 RTK,Kg. 9,1ZNDH3L0011296/ITA-4330769,Si,30/06/2024,IT
51668,06/06/2023,ITA-OAT-00050/000,RCM Soc. Coop A.r.l. pec: liquidmedia@pec.it,QuadStandard Lab,ShotCaller,"Kg. 1,8",130776-1,Si,30/07/2023,IT
51494,30/05/2023,ITA-OAT-00049/000,Air Abruzzo S.r.l. pec: antonellodimatteo@pec.airabruzzo.com,DJI,Matrice 300 RTK,Kg. 9,1ZNDH3L0011296/ITA - 4330769,Si,30/06/2023,IT
51613,26/05/2023,ITA-OAT-00047/000,AeroVision S.r.l. pec: aerovision@pec.it,DJI,Matrice 200 v2 e Mavic 2 Zoom,Kg. 0,"RSM-cnr-01, RSM-cnr-02, RSZ-cnr-01, RSZ-cnr-02, RS",No,05/06/2023,IT
51665,26/05/2023,ITA-OAT-00048/000,FlyingBasket S.r.l. pec: info@pec.flyingbasket.it,FlyingBasket S.r.l.,FB3,Kg. 150,008,No,05/06/2023,IT
51536,18/05/2023,ITA-OAT-00046/000,Aermatica3D S.r.l. pec: aermatica3d@pec.it,DJI,Agras T30,"Kg. 76,5",UAAG0006,No,18/05/2024,IT
51632,18/05/2023,ITA-OAT-00045/000,Essentialark S.r.l. pec: essentialark@pec.it,VimDrones,Mazzy Star Drone,"Kg. 0,46",Sciame,No,21/05/2023,IT
51584,03/05/2023,ITA-OAT-00044/000,Nimbus S.r.l. pec: nimbus@pec.nimbus.to.it,Nimbus S.r.l.,PPL418,"Kg. 9,9",006,No,02/06/2023,IT
51451,14/04/2023,ITA-OAT-00043/001,ElyTron Aeronautica S.r.l. pec: elytron1@legalmail.it,Elytron-Aeronautica S.r.l.,Talisman S,"Kg. 24,99",001,No,25/01/2024,IT
51492,12/04/2023,ITA-OAT-00042/000,HPR S.r.l. pec: hprsrl@legalmail.it,DJI,Agras T30,"Kg. 76,5",527BJ9A001001C,No,31/07/2023,IT
51102,03/04/2023,ITA-OAT-00041/000,EasyCity S.r.l.s. pec: easycity@pec.it,DJI,Matrice 300,Kg. 9,1ZNBJ5A00C00CF,Si,31/08/2023,IT
51591,24/03/2023,ITA-OAT-00027/002,FlyingBasket S.r.l. pec: info@pec.flyingbasket.it,FlyingBasket,FB3,Kg. 170,"004, 006, 007, 008, 009, 010, 011, 012, 013",Si,26/09/2023,IT
51569,21/03/2023,ITA-OAT-00040/000,Essentialark S.r.l. pec: essentialark@pec.it,VmDrones,Mazzy Star Drone,"Kg. 0,46",Sciame,No,26/03/2023,IT
51582,16/03/2023,ITA-OAT-00038/000,ABZero S.r.l.s. pec: abzero@pec.it,DroneBase S.r.l.,X800 Pro,Kg. 8,DBX800P-1722,Si,21/12/2023,IT
51583,16/03/2023,ITA-OAT-00039/000,ABZero S.r.l.s. pec: abzero@pec.it,DroneBase,8X1000,"Kg. 24,9",SDBX8-1000P-0522,Si,21/12/2023,IT
51600,13/03/2023,2022/IT-1139/AO/001/Rev.03,Tekever II Autonomous Systems Lda pec: tekever@pec-mail.eu,Tekever UAS SA,AR5 Mk2,Kg. 180,"511, 512",Si,31/12/2023,IT
51362,27/02/2023,ITA-OAT-00037/000,Nimbus S.r.l. pec: nimbus@pec.nimbus.to.it,Nimbus S.r.l.,PPL 612 Plus Evo XL,Kg. 25,009,Si,28/02/2023,IT
