id,article_id,relevance_score,company,country,city,use_case,signal_type,summary,flytbase_mentioned,persons,entities,drop_reason,is_duplicate,status,actions_taken,reviewed_at,dismissed_at,slack_sent_at,created_at,normalized_url,url_fingerprint,enriched_at,drone_docks,prog_value,implementation_date,industry
scored_article_1773827439433_16_1773827578411,article_1773827439433_16,20,null,Ukraine,null,"Drone Manufacturing, Supply Chain, Defense",OTHER,"Ukraine is developing domestic drone components under wartime conditions to reduce reliance on Chinese parts, providing insights for manufacturers dealing with supply chain constraints.",false,[],"[{""name"":""Ukraine"",""type"":""country/government""}]","OEM/manufacturing focus, not commercial drone deployment by end-users.",false,new,[],null,null,null,2026-03-18 09:52:58.411+00,dronelife.com/2026/03/xx/ukraines-drone-industry-is-breaking-its-dependence-on-chinese-parts,dronelife.com/2026/03/xx/ukraines-drone-industry-is-breaking-its-dependence-on-chinese-parts,null,null,null,null,null
scored_article_1773655316476_37_1773655362153,article_1773655316476_37,10,null,null,null,null,OTHER,This article details the new features and changes included in DJI's drone firmware updates for January 2026.,false,[],"[{""name"":""DJI"",""type"":""oem""}]","OEM product firmware update, not a buyer.",false,new,[],null,null,null,2026-03-16 10:02:42.153+00,news.google.com/rss/articles/cbmiggfbvv95cuxowjbqu3nnzujcx3g1uljxumdqev80adftser0mhblui1jstlwa1j5zte4wktim0zzymxhdwjkm19cqw5kx2ddnexxouh4v2nknnp5yzfjdxr6zvndbke0n0pxzgxwszhddfpyqlf3eldjwdnfc2hxn1huagm4dvvzyy1b,news.google.com/rss/articles/cbmiggfbvv95cuxowjbqu3nnzujcx3g1uljxumdqev80adftser0mhblui1jstlwa1j5zte4wktim0zzymxhdwjkm19cqw5kx2ddnexxouh4v2nknnp5yzfjdxr6zvndbke0n0pxzgxwszhddfpyqlf3eldjwdnfc2hxn1huagm4dvvzyy1b?oc=5,null,null,null,null,null
scored_article_1773655316476_33_1773655362153,article_1773655316476_33,5,null,null,null,null,OTHER,"DJI has reduced the price of its Inspire 3 cinema-grade drone, making it more accessible.",false,[],"[{""name"":""DJI"",""type"":""oem""}]","OEM product pricing/marketing, not relevant to DIAB.",false,new,[],null,null,null,2026-03-16 10:02:42.153+00,news.google.com/rss/articles/cbmiugfbvv95cuxqazbruhdouhh4mnh5wmrrmgfmaxdfn3jwvjj3be9tejj2bghja3rcnvb3ajb6owfyzm12dlzhnzltoe53c21adxv5r2xseuxsrthlzdkwd3lulw81dfpgdmjmewtjlwrtcu5zu1bwrzc3nk41cvfrsjd3x0pjagdxegd1u3pwznrcmdlnsnhsawu3qknzefbrd21pbxbuas1cz0zba1e4ym10z0jgnlp1x05juu9fr1iydwc,news.google.com/rss/articles/cbmiugfbvv95cuxqazbruhdouhh4mnh5wmrrmgfmaxdfn3jwvjj3be9tejj2bghja3rcnvb3ajb6owfyzm12dlzhnzltoe53c21adxv5r2xseuxsrthlzdkwd3lulw81dfpgdmjmewtjlwrtcu5zu1bwrzc3nk41cvfrsjd3x0pjagdxegd1u3pwznrcmdlnsnhsawu3qknzefbrd21pbxbuas1cz0zba1e4ym10z0jgnlp1x05juu9fr1iydwc?oc=5,null,null,null,null,null
scored_article_1773655316476_34_1773655362153,article_1773655316476_34,5,null,null,null,null,OTHER,A DJI teaser suggests the imminent release of a new Avata 360 drone.,false,[],"[{""name"":""DJI"",""type"":""oem""}]","OEM product teaser, consumer/prosumer focus.",false,new,[],null,null,null,2026-03-16 10:02:42.153+00,news.google.com/rss/articles/cbmitwfbvv95cuxqvms5q0vqbktldgnkd1hodguxx3nlohnkv1ljb2tnczqwqvfkohjenffwem1ungljuvvddzlxaxhelxnuv3llqwpkqlfrakroeefzevlprfr6audodms4b1fgqutuzhhyuweyyvc0teldefnkrjftx1v3me1peufpvjfnqkzzsdbqbm52etlnytzlauxkzkprthh6lvfbquqtaurtmgw5s3pam05jqupkt2fknwxuq2c,news.google.com/rss/articles/cbmitwfbvv95cuxqvms5q0vqbktldgnkd1hodguxx3nlohnkv1ljb2tnczqwqvfkohjenffwem1ungljuvvddzlxaxhelxnuv3llqwpkqlfrakroeefzevlprfr6audodms4b1fgqutuzhhyuweyyvc0teldefnkrjftx1v3me1peufpvjfnqkzzsdbqbm52etlnytzlauxkzkprthh6lvfbquqtaurtmgw5s3pam05jqupkt2fknwxuq2c?oc=5,null,null,null,null,null
scored_article_1773655316476_38_1773655362153,article_1773655316476_38,5,null,null,null,null,OTHER,DJI's beginner-friendly Neo 4K selfie drone is being offered at its lowest price ever for Boxing Day.,false,[],"[{""name"":""DJI"",""type"":""oem""}]",Consumer product marketing/sale.,false,new,[],null,null,null,2026-03-16 10:02:42.153+00,news.google.com/rss/articles/cbmivwfbvv95cuxpuliwnwpxymzyzwnymlzozvhts3awc1nlwhrms3q1b2hpvs1dtnfmluhxt3fib09mm1nru2v6qta4vxo4euetsl93mlb5a3bval92tgnkqlc3y1plynbcdy1cbfftvw1ystmtqkwwn0zmexlpbuktuvbydk5iti1rtgntwvbaum04r09qcnmxuhvknzjwoxrovgnxndnbcdittvhymvbry2rly2fibmt1yvmywxpsz0tvahhhwnjrtq,news.google.com/rss/articles/cbmivwfbvv95cuxpuliwnwpxymzyzwnymlzozvhts3awc1nlwhrms3q1b2hpvs1dtnfmluhxt3fib09mm1nru2v6qta4vxo4euetsl93mlb5a3bval92tgnkqlc3y1plynbcdy1cbfftvw1ystmtqkwwn0zmexlpbuktuvbydk5iti1rtgntwvbaum04r09qcnmxuhvknzjwoxrovgnxndnbcdittvhymvbry2rly2fibmt1yvmywxpsz0tvahhhwnjrtq?oc=5,null,null,null,null,null
scored_article_1773653902432_3_1773655362646,article_1773653902432_3,0,null,null,null,null,OTHER,null,false,[],[],Already captured in a previous run,true,new,[],null,null,null,2026-03-16 10:02:42.646+00,news.google.com/rss/articles/cbmicefvx3lxte11ofvhx1znzes1zgrkvwpmotywzhjxdffaceq4m05ydu9duulynexuqmfzynfergk4uzbwuu0wc1fycdbsvlo2qnfhrut2dkv5cvvex29iz21hrjzfble3vkg3vww3d2r0mhf3udatt1y,news.google.com/rss/articles/cbmicefvx3lxte11ofvhx1znzes1zgrkvwpmotywzhjxdffaceq4m05ydu9duulynexuqmfzynfergk4uzbwuu0wc1fycdbsvlo2qnfhrut2dkv5cvvex29iz21hrjzfble3vkg3vww3d2r0mhf3udatt1y?oc=5,null,null,null,null,null
scored_article_1773653902432_4_1773655362646,article_1773653902432_4,0,null,null,null,null,OTHER,null,false,[],[],Already captured in a previous run,true,new,[],null,null,null,2026-03-16 10:02:42.646+00,news.google.com/rss/articles/cbmizkfvx3lxtfa3avjfeexzofh0nui2tejlqlldwmx6ejmxyw54nwyxluzjz09fbgryvfjbnznja3dfvzg5tvp2ovrvsm9ja0jmykvmz29sdks5uexqtnvqu01nr1ljwfr0exjszzjiqq,news.google.com/rss/articles/cbmizkfvx3lxtfa3avjfeexzofh0nui2tejlqlldwmx6ejmxyw54nwyxluzjz09fbgryvfjbnznja3dfvzg5tvp2ovrvsm9ja0jmykvmz29sdks5uexqtnvqu01nr1ljwfr0exjszzjiqq?oc=5,null,null,null,null,null
scored_article_1773653902432_6_1773655362646,article_1773653902432_6,0,null,null,null,null,OTHER,null,false,[],[],Already captured in a previous run,true,new,[],null,null,null,2026-03-16 10:02:42.646+00,news.google.com/rss/articles/cbmizefvx3lxte04wfrurdvibunwnu5bn3zkm3hodgyxx04yzgdxrhkywujjuvptu091u1hntex1zgvtulnqsfdrzwnzugjnqmxuodg0rwtbvhfqnv9hrermc0u5qy12se9kr29rsui,news.google.com/rss/articles/cbmizefvx3lxte04wfrurdvibunwnu5bn3zkm3hodgyxx04yzgdxrhkywujjuvptu091u1hntex1zgvtulnqsfdrzwnzugjnqmxuodg0rwtbvhfqnv9hrermc0u5qy12se9kr29rsui?oc=5,null,null,null,null,null
scored_article_1773653902432_27_1773655362646,article_1773653902432_27,0,null,null,null,null,OTHER,null,false,[],[],Already captured in a previous run,true,new,[],null,null,null,2026-03-16 10:02:42.646+00,news.google.com/rss/articles/cbmib0fvx3lxte1fuwlqodlxdhhxmgwxdgxjei1mntc5snverufib09hrentddg5t1ziwwvndtjqvkl4sy1atkrgswpemuu0end5qvlmm2trwmjmswswc1rjdkdknm9fm3hrstjtahjoytfmng11wnk0zw,news.google.com/rss/articles/cbmib0fvx3lxte1fuwlqodlxdhhxmgwxdgxjei1mntc5snverufib09hrentddg5t1ziwwvndtjqvkl4sy1atkrgswpemuu0end5qvlmm2trwmjmswswc1rjdkdknm9fm3hrstjtahjoytfmng11wnk0zw?oc=5,null,null,null,null,null
scored_article_1773670911060_1_1773734629127,article_1773670911060_1,0,null,null,null,null,OTHER,null,false,[],[],Already captured in a previous run,true,new,[],null,null,null,2026-03-17 08:03:49.127+00,news.google.com/rss/articles/cbmipgfbvv95cuxqne9krlnabg1luhyzouxiahlqb0lnwhbtr2jwetjyblp1d3e2bznvowrqowvxn2fkclvzstdsmgtldl8ybfrsoglotmiwu2jnavrovxotvtg4melldwrpm0rxlwxvoehiwktcoe1wdle1adnvuwppuu1uu0itavk4exa4qtlkbvdwzm5mmk16ugv2z2kwzkvxexbtcnljz0xwyuryy25b,news.google.com/rss/articles/cbmipgfbvv95cuxqne9krlnabg1luhyzouxiahlqb0lnwhbtr2jwetjyblp1d3e2bznvowrqowvxn2fkclvzstdsmgtldl8ybfrsoglotmiwu2jnavrovxotvtg4melldwrpm0rxlwxvoehiwktcoe1wdle1adnvuwppuu1uu0itavk4exa4qtlkbvdwzm5mmk16ugv2z2kwzkvxexbtcnljz0xwyuryy25b?oc=5,2026-03-16 16:31:10.663+00,null,null,null,null
scored_article_1773653902432_10_1773655362646,article_1773653902432_10,0,null,null,null,null,OTHER,null,false,[],[],Already captured in a previous run,true,new,[],null,null,null,2026-03-16 10:02:42.646+00,news.google.com/rss/articles/cbmigwfbvv95cuxpodjqckdxrwzuy1bhne9vruq4u0nqz1vachg1vkj6vg9kuxdzekvzzxmyafl0djrkdunhtxbzbujcq1jles1awvl3mutisnd0ndbhqzf6mnvhuw1gsjeyvmzeq1ytuxjjlvbzamfybnv3ymnuww5mmvrvagprmkjkvxhfoa,news.google.com/rss/articles/cbmigwfbvv95cuxpodjqckdxrwzuy1bhne9vruq4u0nqz1vachg1vkj6vg9kuxdzekvzzxmyafl0djrkdunhtxbzbujcq1jles1awvl3mutisnd0ndbhqzf6mnvhuw1gsjeyvmzeq1ytuxjjlvbzamfybnv3ymnuww5mmvrvagprmkjkvxhfoa?oc=5,null,null,null,null,null
scored_article_1773653902432_12_1773655362646,article_1773653902432_12,0,null,null,null,null,OTHER,null,false,[],[],Already captured in a previous run,true,new,[],null,null,null,2026-03-16 10:02:42.646+00,news.google.com/rss/articles/cbmipafbvv95cuxozhnoc0fiyulhcvuxmv9oz1n2q3cznlpqbgy0y2hxd2lkwmlys2otejllb2zxx0xmtwneskruewrswevos2jpwe43aky4bwldlurqvexzuhvzt1zuy0vocghfynnzuufnn3yzem5ssnjvbkmzzk5lrhvttjh0azdprnrnvfbottlrd3dddnrabl9md2y3u1fuekdrdlloqy1yufjxca,news.google.com/rss/articles/cbmipafbvv95cuxozhnoc0fiyulhcvuxmv9oz1n2q3cznlpqbgy0y2hxd2lkwmlys2otejllb2zxx0xmtwneskruewrswevos2jpwe43aky4bwldlurqvexzuhvzt1zuy0vocghfynnzuufnn3yzem5ssnjvbkmzzk5lrhvttjh0azdprnrnvfbottlrd3dddnrabl9md2y3u1fuekdrdlloqy1yufjxca?oc=5,null,null,null,null,null
scored_article_1773655316476_8_1773679734141,article_1773655316476_8,0,null,null,null,null,OTHER,null,false,[],[],Already captured in a previous run,true,new,[],null,null,null,2026-03-16 16:48:54.141+00,news.google.com/rss/articles/cbmiuwfbvv95cuxozmrobwpgdmvya29jv1qxautwvwh6s1y0v0nstufabwz2uenwu3rcamjrbxbmngw5yzlzt19oeffvnhzvc1jwakfxuldyqvg5bmh2r3qxclhuu2xfaxm3umrorjj1wmc1ekt0qjyylwfownv3s1nnmzu4tzz0vi1qv3powudyufnbb2q2dfd5mnzxvwpcyxbimzg0nxrev2m0v05ielvwwjhrtevhymdizjhdodc0as13b1m0,news.google.com/rss/articles/cbmiuwfbvv95cuxozmrobwpgdmvya29jv1qxautwvwh6s1y0v0nstufabwz2uenwu3rcamjrbxbmngw5yzlzt19oeffvnhzvc1jwakfxuldyqvg5bmh2r3qxclhuu2xfaxm3umrorjj1wmc1ekt0qjyylwfownv3s1nnmzu4tzz0vi1qv3powudyufnbb2q2dfd5mnzxvwpcyxbimzg0nxrev2m0v05ielvwwjhrtevhymdizjhdodc0as13b1m0?oc=5,null,null,null,null,null
scored_article_1773655316476_12_1773679734141,article_1773655316476_12,0,null,null,null,null,OTHER,null,false,[],[],Already captured in a previous run,true,new,[],null,null,null,2026-03-16 16:48:54.141+00,news.google.com/rss/articles/cbmi2afbvv95cuxns2tqzdc1y0fislfhsfa3v1dxv2rhq19rx0pful8xrddqmlrtylvtbl9wz3rrvjjnunc3sfixwvfgckxbbfyxakvxaxlprezqamtfshbpx0jxmzl4ctdod2qzbw8tmwu3uvlodkpyvxbjqlnvs2vvzgrxbm1ym0k4rm9tszi4bhp5zxq5uhb4chn2oefzmkutb3rmzvjxvfqyrzdcm3l2y1brdmlvewf2rv9huljyxzbcqm1wtzbfsfpflwo3zuhknwpytey0runudxbkv2qtz1_sad4bqvvfexfmt1vlsujkzvvhv01gsddcrfp2cutjt3rnmgm5tvvwmdnhwmrdb1zlnk9fuvjimk5vovnxmddkzjy3n1c4y1hllvb1utqwmelvww1nwxdjrektsexhc1boqjy5czvusgzrmglmq0h1rmnzelfpm3lvzjy4zhd6stzhc3zcqtnlzkvxy0j1ztvnddhymg1ioxrlwewtznjtbhvzwno4tfcxd3hoahlveknleddhqni0ck9pcfvfmxplvjdpalruznhxsgvob1gxde9bexawwhr6znvpqk03vzbn,news.google.com/rss/articles/cbmi2afbvv95cuxns2tqzdc1y0fislfhsfa3v1dxv2rhq19rx0pful8xrddqmlrtylvtbl9wz3rrvjjnunc3sfixwvfgckxbbfyxakvxaxlprezqamtfshbpx0jxmzl4ctdod2qzbw8tmwu3uvlodkpyvxbjqlnvs2vvzgrxbm1ym0k4rm9tszi4bhp5zxq5uhb4chn2oefzmkutb3rmzvjxvfqyrzdcm3l2y1brdmlvewf2rv9huljyxzbcqm1wtzbfsfpflwo3zuhknwpytey0runudxbkv2qtz1_sad4bqvvfexfmt1vlsujkzvvhv01gsddcrfp2cutjt3rnmgm5tvvwmdnhwmrdb1zlnk9fuvjimk5vovnxmddkzjy3n1c4y1hllvb1utqwmelvww1nwxdjrektsexhc1boqjy5czvusgzrmglmq0h1rmnzelfpm3lvzjy4zhd6stzhc3zcqtnlzkvxy0j1ztvnddhymg1ioxrlwewtznjtbhvzwno4tfcxd3hoahlveknleddhqni0ck9pcfvfmxplvjdpalruznhxsgvob1gxde9bexawwhr6znvpqk03vzbn?oc=5,null,null,null,null,null
scored_article_1773827439433_10_1773827578411,article_1773827439433_10,15,null,Hungary,null,Agricultural and Industrial Drone Manufacturing,FUNDING,"Hungarian startup ABZ Innovation secured $8.2 million to scale production, accelerate product development, and expand globally in the heavy-duty agricultural and industrial drone market.",false,[],"[{""name"":""ABZ Innovation"",""type"":""oem""}]","OEM funding/expansion, not an end-user deploying drones.",false,new,[],null,null,null,2026-03-18 09:52:58.411+00,dronelife.com/2026/03/xx/hungarys-abz-innovation-challenges-farm-drone-giants,dronelife.com/2026/03/xx/hungarys-abz-innovation-challenges-farm-drone-giants,null,null,null,null,null
scored_article_1773827439433_17_1773827578411,article_1773827439433_17,10,null,null,null,"Workforce Development, Industry Networking",OTHER,WOMENDRONERESPONDERS hosted a reception at the 2026 DRONERESPONDERS National Public Safety UAS Conference to promote women in drone operations and support future talent.,false,[],"[{""name"":""WOMENDRONERESPONDERS"",""type"":""partner""},{""name"":""DRONERESPONDERS"",""type"":""partner""}]","Industry networking and diversity focus, not commercial drone deployment.",false,new,[],null,null,null,2026-03-18 09:52:58.411+00,dronelife.com/2026/03/xx/womendroneresponders-highlights-women-leaders-and-future-talent-at-droneresponders-national-conference,dronelife.com/2026/03/xx/womendroneresponders-highlights-women-leaders-and-future-talent-at-droneresponders-national-conference,null,null,null,null,null
scored_article_1773764127831_31_1773764354555,article_1773764127831_31,90,MITS Industries,Ukraine,Kyiv,Drone-as-a-service for advanced drone and counter-drone systems in defense,EXPANSION,"MITS Capital launched MITS Industries, a new Danish-Ukrainian defense firm uniting Ukrainian drone makers Tencore, Infozahyst, and Unwave, operating on a drone-as-a-service model for defense applications.",false,"[{""name"":""Perry Boyle"",""role"":""CEO and Founding Partner; Chairperson"",""organization"":""MITS Capital; MITS Industries""},{""name"":""Denys Gurak"",""role"":""CIO and Founding Partner"",""organization"":""MITS Capital""}]","[{""name"":""MITS Capital"",""type"":""partner""},{""name"":""Tencore"",""type"":""partner""},{""name"":""Infozahyst"",""type"":""partner""},{""name"":""Unwave"",""type"":""partner""}]",null,false,new,[],null,null,null,2026-03-17 16:19:14.555+00,news.google.com/rss/articles/cbmie0fvx3lxte0weufyavhtsw9jaenqnwxynf8zne42sldhltzivkpdufexx3q4zlbhbm1lmmotohrad29vogfyegxkzvb1qxg0alr4c0jjzdn4b2rba1h6zwrrrvb4adf0nfhvdfvzzzm2vxexn2zszlrlmfrxutzvmjntnnibgafbvv95cuxnme02stjoouhsus13tlqxdzhxnjd1ttlsnwmwrmh6vgtobkvzmev2yllacmnvdw02uvrymefqdtu3whjprlftsg5raunicv9suevwegw5yncxt0xjq0l3z25kcfg4ykh3ukhwtmm3q0ozazboau15s2x5wjutrg9baa,news.google.com/rss/articles/cbmie0fvx3lxte0weufyavhtsw9jaenqnwxynf8zne42sldhltzivkpdufexx3q4zlbhbm1lmmotohrad29vogfyegxkzvb1qxg0alr4c0jjzdn4b2rba1h6zwrrrvb4adf0nfhvdfvzzzm2vxexn2zszlrlmfrxutzvmjntnnibgafbvv95cuxnme02stjoouhsus13tlqxdzhxnjd1ttlsnwmwrmh6vgtobkvzmev2yllacmnvdw02uvrymefqdtu3whjprlftsg5raunicv9suevwegw5yncxt0xjq0l3z25kcfg4ykh3ukhwtmm3q0ozazboau15s2x5wjutrg9baa?oc=5,null,null,null,null,Defense & Security
scored_li_run_li_202603181924359_1773861974676_29_1773862115408,li_run_li_202603181924359_1773861974676_29,85,Team UAV,UK,null,"Mobile autonomous drone operations, rapid deployment, consistent data capture",DEPLOYMENT,"Team UAV revealed their operational DJI Dock 3-equipped truck, making them one of the first UK operators to deploy mobile autonomous aerial capability for rapid and consistent data capture in various live environments.",false,[],"[{""name"":""Team UAV"",""type"":""partner"",""linkedin_url"":""https://www.linkedin.com/company/teamuav/posts""},{""name"":""DJI"",""type"":""oem""}]",null,false,new,[],null,null,null,2026-03-18 19:28:35.408+00,www.linkedin.com/feed/update/urn:li:activity:7429502210738364416,www.linkedin.com/feed/update/urn:li:activity:7429502210738364416,null,null,null,null,null
scored_article_1773660249249_17_1773679734141,article_1773660249249_17,0,null,null,null,null,OTHER,null,false,[],[],Already captured in a previous run,true,new,[],null,null,null,2026-03-16 16:48:54.141+00,news.google.com/rss/articles/cbmilwfbvv95cuxpsufwbkvordl2n0zqwtv6q0tfzjlyam9vu1ljwvflz1jkctkwru9xr0dgy2gwtertzhzazmvfx1mtr3fwv2fryvd1nlvrn0zurfoytmy2strwtunzehvjejncajzzqnz0vkdysujzzxltcl8tcvm3cezwrtvymvrhdwhusexfa0dszffschm1u0xzv19eew5j,news.google.com/rss/articles/cbmilwfbvv95cuxpsufwbkvordl2n0zqwtv6q0tfzjlyam9vu1ljwvflz1jkctkwru9xr0dgy2gwtertzhzazmvfx1mtr3fwv2fryvd1nlvrn0zurfoytmy2strwtunzehvjejncajzzqnz0vkdysujzzxltcl8tcvm3cezwrtvymvrhdwhusexfa0dszffschm1u0xzv19eew5j?oc=5,null,null,null,null,null
scored_article_1773660249249_36_1773679734141,article_1773660249249_36,0,null,null,null,null,OTHER,null,false,[],[],Already captured in a previous run,true,new,[],null,null,null,2026-03-16 16:48:54.141+00,news.google.com/rss/articles/cbmia0fvx3lxtfbtndetswnlrjr2cvmxsvlytxzku0rduzm4bv9ia0xzakphcun2wwutqmowouloudfwenlidhn4rxdnsldtznvgdlo3s1bnwm1mdmhvmkllouluuk4wx2lrv29zsxpjudyxmzrn0gfrqvvfexfmufm0ms1jy2vgnhzxuzfjwvhndmrtrentmzhtx0hrthnqskdxq3zzzs1caja5swhqmxb6ewj0c3hfd2dkv21mduz2wjdlue1abwz2afuyswu5svrstjbfawtxb3njeklqnjezne0,news.google.com/rss/articles/cbmia0fvx3lxtfbtndetswnlrjr2cvmxsvlytxzku0rduzm4bv9ia0xzakphcun2wwutqmowouloudfwenlidhn4rxdnsldtznvgdlo3s1bnwm1mdmhvmkllouluuk4wx2lrv29zsxpjudyxmzrn0gfrqvvfexfmufm0ms1jy2vgnhzxuzfjwvhndmrtrentmzhtx0hrthnqskdxq3zzzs1caja5swhqmxb6ewj0c3hfd2dkv21mduz2wjdlue1abwz2afuyswu5svrstjbfawtxb3njeklqnjezne0?oc=5,null,null,null,null,null
scored_article_1773662054686_37_1773662104837,article_1773662054686_37,60,null,China,null,Drone Operations,DEPLOYMENT,An unnamed US drone company is operating a large-scale drone network within China.,false,[],[],null,false,reviewed,"[""bookmarked""]",2026-03-17 06:23:30.72+00,null,null,2026-03-16 11:55:04.837+00,news.google.com/rss/articles/cbmic0fvx3lxte9uv2lane1mr1fzz2jvc3ztneo4akpqqtrktxvlnjbewxb4cnl1oenieujonwhfbtqtdvzpdllodwzznflccmvgtfc1vxpyaxzsqlezuevlrusxa2zxote0t1zzzhj5egyzwtjirgtvm1n0s1u,news.google.com/rss/articles/cbmic0fvx3lxte9uv2lane1mr1fzz2jvc3ztneo4akpqqtrktxvlnjbewxb4cnl1oenieujonwhfbtqtdvzpdllodwzznflccmvgtfc1vxpyaxzsqlezuevlrusxa2zxote0t1zzzhj5egyzwtjirgtvm1n0s1u?oc=5,2026-03-16 17:00:12.242+00,null,null,null,null
scored_article_1773664394047_13_1773679734142,article_1773664394047_13,0,null,null,null,null,OTHER,null,false,[],[],Already captured in a previous run,true,new,[],null,null,null,2026-03-16 16:48:54.142+00,news.google.com/rss/articles/cbmic0fvx3lxte5xufvyd1myt1lzbnzlcxj3cwvpujhrd2f5qvhtotbus0r4s1hss1bltmk1nutntc1mrkv6vwlywtfxx3fdakfyaux6eu1icxplmgrkoeyzyv9ctgxhndc3yuhwa1rutdlim2vqv2dpdfg5t3c,news.google.com/rss/articles/cbmic0fvx3lxte5xufvyd1myt1lzbnzlcxj3cwvpujhrd2f5qvhtotbus0r4s1hss1bltmk1nutntc1mrkv6vwlywtfxx3fdakfyaux6eu1icxplmgrkoeyzyv9ctgxhndc3yuhwa1rutdlim2vqv2dpdfg5t3c?oc=5,null,null,null,null,null
scored_article_1773662054686_34_1773662104837,article_1773662054686_34,95,Anji County,China,Anji County,Multi-mission drone operations,EXPANSION,Anji County has doubled its AirDock network reach to support regionwide multi-mission drone operations.,false,[],[],null,false,reviewed,[],2026-03-17 06:23:30.716+00,null,null,2026-03-16 11:55:04.837+00,news.google.com/rss/articles/cbmivgfbvv95cuxouzrty1pksxnzwvnpukc0lxr3s002qwxzvmppq2nur09pcdblsuryc0q3tfdwogs3alltzjhcswjyq3p1belwdk9nn1vbd2tjd0f0qnf2vfludlzzvhi4rgu1y0flbgtnlvp1vmsylxfysmowa2tosujwu21yqk55wfctbdbudko4ctjstfpweghvy3lqlu8yr2ngbggwzet2qm51thlkwvnlagw3rkpnrxdvwmhzt3rcsk9eejnb,news.google.com/rss/articles/cbmivgfbvv95cuxouzrty1pksxnzwvnpukc0lxr3s002qwxzvmppq2nur09pcdblsuryc0q3tfdwogs3alltzjhcswjyq3p1belwdk9nn1vbd2tjd0f0qnf2vfludlzzvhi4rgu1y0flbgtnlvp1vmsylxfysmowa2tosujwu21yqk55wfctbdbudko4ctjstfpweghvy3lqlu8yr2ngbggwzet2qm51thlkwvnlagw3rkpnrxdvwmhzt3rcsk9eejnb?oc=5,2026-03-16 14:26:29.395+00,null,null,null,null
scored_article_1773766244736_25_1773766563632,article_1773766244736_25,0,null,Philippines,null,null,OTHER,"This article details the Shell LiveWIRE entrepreneurship program in the Philippines and its winners, focusing on sustainable innovations and blockchain technology, but does not mention drones.",false,"[{""name"":""Sebastian Quiniones, Jr."",""role"":""Executive Director"",""organization"":""Pilipinas Shell Foundation, Inc.""},{""name"":""Mark Kennedy Bantugon"",""role"":""Engineer and entrepreneur"",""organization"":""Pili AdheSeal""}]","[{""name"":""Greentech EcoBooster"",""type"":""other""},{""name"":""Shell LiveWIRE"",""type"":""other""},{""name"":""Shell Pilipinas Corporation"",""type"":""other""},{""name"":""Pilipinas Shell Foundation, Inc."",""type"":""other""},{""name"":""Pili AdheSeal"",""type"":""other""},{""name"":""AgriDOM"",""type"":""other""}]","No mention of drones, drone service providers, or systems integrators.",false,new,[],null,null,null,2026-03-17 16:56:03.632+00,news.google.com/rss/articles/cbmilafbvv95cuxpdmg3t3e4z0tfrk1vd1rxutbhwdfybxi5bk5wutbur2xzr2pmsdjas09na19ozexlwhjorlburfntofh6zmdfnkf4avgtemrutnfowdzxwepntnkwaxo0r3vccmx0sknhb1i3eddruvdwz2zvx1vzbejjrkfptmpqcmhunf9sc2xjrlnfmfhpctbaq2kx,news.google.com/rss/articles/cbmilafbvv95cuxpdmg3t3e4z0tfrk1vd1rxutbhwdfybxi5bk5wutbur2xzr2pmsdjas09na19ozexlwhjorlburfntofh6zmdfnkf4avgtemrutnfowdzxwepntnkwaxo0r3vccmx0sknhb1i3eddruvdwz2zvx1vzbejjrkfptmpqcmhunf9sc2xjrlnfmfhpctbaq2kx?oc=5,null,null,null,null,Other: Sustainability
scored_article_1773662054686_33_1773664405017,article_1773662054686_33,0,null,null,null,null,OTHER,null,false,[],[],Already captured in a previous run,true,new,[],null,null,null,2026-03-16 12:33:25.017+00,news.google.com/rss/articles/cbmic0fvx3lxtfbkqupycelsbgs3wupkqzbvdxbzbfmxcnnrzzeyrwnpstutwuhvs01cwjmwblbktzm4vvf0rjjizey4y290bfhhoe1hcmk0t1bnwjdretryofrzsjv0ofbnzuwtsxphmtc1c2hywnnongtzatg,news.google.com/rss/articles/cbmic0fvx3lxtfbkqupycelsbgs3wupkqzbvdxbzbfmxcnnrzzeyrwnpstutwuhvs01cwjmwblbktzm4vvf0rjjizey4y290bfhhoe1hcmk0t1bnwjdretryofrzsjv0ofbnzuwtsxphmtc1c2hywnnongtzatg?oc=5,null,null,null,null,null
