id,name,dealer_type,priority,address,city,state,country,country_code,continent,phone,email,website,latitude,longitude,linkedin_url,linkedin_scanned_at,notes,created_at,updated_at
1571,Vortex Hardware & Maintenance BV,Enterprise Dealer,high,"Sikkel 22, 3274 KK Heinenoord The Netherlands",Groningen,Groningen,Netherlands,NL,Europe,+31653649050,info@vortex-hardware.com,https://www.vortex-hardware.com,,4.526304,https://nl.linkedin.com/company/vortex-hardware-maintenance-bv,,,2026-03-21 13:37:17.315481+00,2026-03-21 13:37:17.315481+00
1572,Vliegend.nl BV,Enterprise Dealer,high,"Van Kleffenswei 14, 9155 AM RAARD",Leeuwarden,Friesland,Netherlands,NL,Europe,（+31）642423888,jan@vliegend.nl,https://www.vliegend.nl/,53.328419,5.933166,https://www.linkedin.com/company/vliegend.nl,,,2026-03-21 13:37:17.315481+00,2026-03-21 14:35:43.071+00
1573,Dutch Drone Group B.V,Enterprise Dealer,high,"Annie M.G. Schmidtweg 134  1321NB, Almere",Almere,Flevoland,Netherlands,NL,Europe,（+31）085 201 7472,info@droneland.nl,https://www.droneland.nl,52.351451,5.177337,https://www.linkedin.com/company/droneland,,,2026-03-21 13:37:17.315481+00,2026-03-21 14:35:43.071+00
1574,Geocentrum V.O.F.,Enterprise Dealer,high,"A. hofmanweg 5A, 2031 BH",Haarlem,Noord-Holland,Netherlands,NL,Europe,(+31)657565884,info@geocentrum.nl,https://geocentrum.nl,52.392881,4.666598,https://www.linkedin.com/company/geocentrum-nl,,,2026-03-21 13:37:17.315481+00,2026-03-21 14:35:43.071+00
1575,Geodirect B.V.,Enterprise Dealer,high,Vermogenweg 107,De Ronde Venen,Utrecht,Netherlands,NL,Europe,+31 297 769 101,info@geodirect.nl,https://www.geodirect.nl,52.213333,4.888611,https://www.linkedin.com/company/geodirect-bv,,,2026-03-21 13:37:17.315481+00,2026-03-21 14:35:43.071+00
1576,Droneshop.nl,Enterprise Dealer,high,"De Weegschaal 8, 5215 MN 's-Hertogenbosch, The Netherlands",s-Hertogenbosch,Noord-Brabant,Netherlands,NL,Europe,(+31)736141671,info@droneshop.nl,https://droneshop.nl,51.68833,5.35426,https://www.linkedin.com/company/droneshopnl,,,2026-03-21 13:37:17.315481+00,2026-03-21 14:35:43.071+00
1577,AUTHORIZED.NO AS,Enterprise Dealer,high,"Kongens gate 15, 0153 Oslo, 挪威",Oslo,Oslo,Norway,NO,Europe,(+47) 462 22 258,,,59.97194,10.764689,https://www.linkedin.com/company/dji-authorized-oslo,,,2026-03-21 13:37:17.315481+00,2026-03-21 13:37:17.315481+00
1578,TC Connect AS,Enterprise Dealer,high,"Sandstuveien 70, 0680 Oslo, 挪威",Oslo,Oslo,Norway,NO,Europe,+4781500112,info@tcconnect.no,https://tcconnect.no/,59.889804,10.808216,https://www.linkedin.com/company/tcconnect,,,2026-03-21 13:37:17.315481+00,2026-03-21 14:35:43.071+00
1579,Romvesen AS,Enterprise Dealer,high,"Verpe 1, 6734 Rugsund, Norway",Bremanger,Sogn og Fjordane,Norway,NO,Europe,+4794498730,post@romvesen.as,https://www.romvesen.as/,61.882006,5.428358,https://www.linkedin.com/company/romvesen,,,2026-03-21 13:37:17.315481+00,2026-03-21 14:35:43.071+00
1580,ELEFUN AS,Enterprise Dealer,high,"Morholt 9, 4887 Grimstad",Kristiansand,Vest-Agder,Norway,NO,Europe,+4737045060,kontakt@elefun.no,https://www.elefun.no/rc/multikopter.aspx,58.335044,8.554457,https://www.linkedin.com/company/elefun-as,,,2026-03-21 13:37:17.315481+00,2026-03-21 14:35:43.071+00
1581,NOR Development Group AS,Enterprise Dealer,high,"Glynitveien 15, 1400 Ski, Norway",Oslo,Oslo,Norway,NO,Europe,+4794153592,,,59.718363,10.867129,https://www.linkedin.com/company/elefun-as,,,2026-03-21 13:37:17.315481+00,2026-03-21 13:37:17.315481+00
1582,SKY SCAFF,Enterprise Dealer,high,"Chwaszczyńska 5, 81-571 Gdynia, Poland",Gdynia,Pomerania,Poland,PL,Europe,881 422 768,sklep@megadron.pl,https://megadron.pl/en/,54.470995,18.498401,https://www.linkedin.com/company/megadron-pl,,,2026-03-21 13:37:17.315481+00,2026-03-21 14:35:43.071+00
1583,"aeroMind sp. z o.o., sp.k.",Enterprise Dealer,high,"Jana Henryka Dąbrowskiego 154b, 60-594 Poznań, Poland",Poznań,Greater Poland,Poland,PL,Europe,+48 61 307 10 30,kontakt@aeromind.pl,https://aeromind.pl/main-eng.html,52.417858,16.881444,https://www.linkedin.com/company/aeromindpl,,,2026-03-21 13:37:17.315481+00,2026-03-21 14:35:43.23+00
1584,TPI sp. Z o.o,Enterprise Dealer,high,"Wał Miedzeszyński 598, 03-994 Warszawa, Poland",Warszawa,Mazovia,Poland,PL,Europe,+48 22 632 91 40,tpi@tpi.com.pl,https://tpi.com.pl/,52.21334,21.104506,https://www.linkedin.com/company/tpipl,,,2026-03-21 13:37:17.315481+00,2026-03-21 14:35:43.23+00
1585,GRODNO SPÓŁKA AKCYJNA,Enterprise Dealer,high,"Kwiatowa 14, 05-126 Michałów-Grabina, Poland",Opole,Opole Voivodeship,Poland,PL,Europe,+48227724515,wspolpraca@grodno.pl,https://www.grodno.pl/en,52.362458,21.016122,https://www.linkedin.com/company/grodno-sa,,,2026-03-21 13:37:17.315481+00,2026-03-21 14:35:43.23+00
1586,BZB UAS Spótka z ograniczona odpowiedzialnoscia,Enterprise Dealer,high,"Międzyleska 4, 50-514 Wrocław, Poland",Wrocław,Lower Silesia,Poland,PL,Europe,+48507265115,sales@bzbuas.com,https://www.bzbuas.com/,51.079637,17.072342,https://www.linkedin.com/company/bzb-uas,,,2026-03-21 13:37:17.315481+00,2026-03-21 14:35:43.23+00
1587,DRONE EXPRESS,Enterprise Dealer,high,"Zwycięstwa 8C, 15-703 Białystok, Poland",Białystok,Podlasie,Poland,PL,Europe,+48858777121,biuro@flyawayplus.eu,https://flyawayplus.eu/,53.135512,23.133093,,,,2026-03-21 13:37:17.315481+00,2026-03-21 14:35:43.23+00
1588,Geotronics Dystrybucja Sp. z o.o.,Enterprise Dealer,high,"Centralna 36, 31-586 Kraków, Poland",Kraków,Lesser Poland Voivodeship,Poland,PL,Europe,+48124161600,biuro@geotronics.com.pl,https://geotronics.com.pl/,50.068105,20.012821,https://www.linkedin.com/company/geotronics-dystrybucja,,,2026-03-21 13:37:17.315481+00,2026-03-21 14:35:43.23+00
1589,GEOLINE,Enterprise Dealer,high,"Juliusza Słowackiego 2A, 41-800 Zabrze, Poland",Zabrze,Silesia,Poland,PL,Europe,+48324281130,geoline@geoline.pl,https://geoline.pl/,50.304268,18.753566,https://www.linkedin.com/company/geolinespzoo,,,2026-03-21 13:37:17.315481+00,2026-03-21 14:35:43.23+00
1590,GPS GLOBAL SOLUTIONS sp. z o.o.,Enterprise Dealer,high,"Magazynowa 11, 85-790 Bydgoszcz, Poland",Powiat bydgoski,Kujawsko-Pomorskie,Poland,PL,Europe,+48666684440,info@gpsglobalsolutions.com,https://gpsglobalsolutions.com/,53.145041,18.149924,,,,2026-03-21 13:37:17.315481+00,2026-03-21 14:35:43.23+00
1591,Sitech Poland sp. z o.o.,Enterprise Dealer,high,"Wielicka 28, 30-552 Kraków, Poland",Kraków,Lesser Poland Voivodeship,Poland,PL,Europe,+48123541901,biuro@sitech-poland.pl,https://sitech-poland.pl/,50.040093,19.96559,https://www.linkedin.com/company/sitech-poland-sp-z-o-o,,,2026-03-21 13:37:17.315481+00,2026-03-21 14:35:43.23+00
1592,NaviGate Sp. z o.o.,Enterprise Dealer,high,"Wadowicka 8A, 30-415 Kraków, Poland",Powiat krakowski,Lesser Poland Voivodeship,Poland,PL,Europe,+48 12 200 22 28,sklep@navigate.pl,https://navigate.pl/,50.031094,19.941822,https://www.linkedin.com/company/navigate-sp-z-o-o,,,2026-03-21 13:37:17.315481+00,2026-03-21 14:35:43.23+00
1593,Trukszyn,Enterprise Dealer,high,"Leśne Wzgórze 16, 72-003 Buk, Poland",Szczecin,West Pomerania,Poland,PL,Europe,+48690634404,info@trukszyn.pl,https://trukszyn.pl/,53.496295,14.353762,,,,2026-03-21 13:37:17.315481+00,2026-03-21 14:35:43.23+00
1594,Cyber-Shop,Enterprise Dealer,high,"Marii Dąbrowskiej 17A, 31-851 Kraków, 波兰",Powiat krakowski,Lesser Poland Voivodeship,Poland,PL,Europe,+48602156680,biuro@cyber-shop.pl,https://cyber-shop.pl/,50.373193,20.644154,,,,2026-03-21 13:37:17.315481+00,2026-03-21 14:35:43.23+00
1595,Eltrox Sp. z o. o.,Enterprise Dealer,high,"aleja Grunwaldzka 301, 80-314 Gdańsk, 波兰",Gdańsk,Pomerania,Poland,PL,Europe,+48583264911,gdansk@eltrox.pl,https://www.eltrox.pl/,54.393186,18.584182,https://www.linkedin.com/company/eltrox,,,2026-03-21 13:37:17.315481+00,2026-03-21 14:35:43.23+00
1596,TAXUS IT,Enterprise Dealer,high,"ul, Płomyka 56A, 02-491 Warszawa, Poland",Warszawa,Mazovia,Poland,PL,Europe,+48226590909,kontakt@taxusit.pl,https://taxusit.pl/,52.202461,20.921229,https://www.linkedin.com/company/taxusit,,,2026-03-21 13:37:17.315481+00,2026-03-21 14:35:43.23+00
1597,FLYELECTRONICS,Enterprise Dealer,high,"Rybnicka 15, 43-200 Pszczyna, Poland",Powiat pszczyński,Silesia,Poland,PL,Europe,+48327579399,sklep@flystore.pl,https://flystore.pl/,49.991492,18.912811,https://pl.linkedin.com/company/flystore-pl,,,2026-03-21 13:37:17.315481+00,2026-03-21 14:35:43.23+00
1598,CYBID sp. z o.o. sp.k.,Enterprise Dealer,high,"Bociana 4A, 31-231 Kraków, Poland",Kraków,Lesser Poland Voivodeship,Poland,PL,Europe,+48126654010,biuro@cybid.com.pl,https://www.cybid.com.pl/,50.092957,19.958289,https://www.linkedin.com/company/cybid,,,2026-03-21 13:37:17.315481+00,2026-03-21 14:35:43.23+00
1599,Akademia UAV,Enterprise Dealer,high,"Przyszłości 21, 05-552 Łazy, Poland",Warszawa,Mazovia,Poland,PL,Europe,+48 733 311 255,biuro@akademia-uav.pl,https://dronydlafirmy.pl/,52.071822,20.87803,https://www.linkedin.com/company/akademia-uav,,,2026-03-21 13:37:17.315481+00,2026-03-21 14:35:43.23+00
1600,Drony.net,Enterprise Dealer,high,ul. gen. Sikorskiego 60E 87-300 Brodnica,Powiat brodnicki,Kujawsko-Pomorskie,Poland,PL,Europe,+48 607 257 628,bok@drony.net,https://www.drony.net/,53.28497,19.469197,,,,2026-03-21 13:37:17.315481+00,2026-03-21 14:35:43.23+00
1601,IRONSKY,Enterprise Dealer,high,"Słoneczna 1B, 64-320 Buk, Poland",Poznań,Greater Poland,Poland,PL,Europe,+48503503517,sklep@ironsky.pl,https://ironsky.pl/,52.3591,16.516492,https://www.linkedin.com/company/iron-sky,,,2026-03-21 13:37:17.545845+00,2026-03-21 14:35:43.23+00
1602,Lotom Dronem,Enterprise Dealer,high,LOTOM DRONEM ŚLĄSKI OŚRODEK SZKOLENIOWY,Powiat łódzki wschodni,Łódź Voivodeship,Poland,PL,Europe,+48 795 823 203,lotomdronem@gmail.com,https://lotomdronem.pl/,52.103859,19.480572,,,,2026-03-21 13:37:17.545845+00,2026-03-21 14:35:43.23+00
1603,SNH GROUP,Enterprise Dealer,high,"Fabryczna 10/bud.C5/4.17, 53-609 Wrocław, Poland",Wrocław,Lower Silesia,Poland,PL,Europe,+48733122887,sklep@snhdrones.pl,https://snhdrones.pl/,51.109408,16.999981,https://www.linkedin.com/company/snh-drones,,,2026-03-21 13:37:17.545845+00,2026-03-21 14:35:43.23+00
1604,Supron1,Enterprise Dealer,high,"Kluczewska 3, 32-300 Olkusz, Poland",Powiat olkuski,Lesser Poland Voivodeship,Poland,PL,Europe,+48326455222,sklep@supron1.com.pl,https://supron1.pl,50.305027,19.575631,,,,2026-03-21 13:37:17.545845+00,2026-03-21 14:35:43.23+00
1605,"Hanner & Hanniel, Unipessoal Lda.",Enterprise Dealer,high,"Avenida de Madrid, 19F 1000-194 Lisboa Lisboa Lisboa Portugal",Lisboa,Lisboa,Portugal,PT,Europe,00351 210991458,info@hp-drones.com,https://www.hp-drones.com,38.743738,-9.136398,https://www.linkedin.com/company/hpdrones,,,2026-03-21 13:37:17.545845+00,2026-03-21 13:37:17.545845+00
1606,SkyGrid (Survey Topo Solutios SA),Enterprise Dealer,high,"Strada Constantin Brancusi 236, Cluj-Napoca, Romania",Cluj,Cluj,Romania,RO,Europe,,office@skygrid.ro,https://www.skygrid.ro,46.756,23.62058,https://www.linkedin.com/company/skygrid-ro,,,2026-03-21 13:37:17.545845+00,2026-03-21 14:35:43.23+00
1607,Comtrade Distribucija d.o.o.,Enterprise Dealer,high,"Bulevar Zorana Đinđića 125i, 11000 Belgrade, Serbia",Belgrade,Beograd,Serbia,RS,Europe,,dji.info@comtrade.com,https://www.comtradedistribution.com,44.820395,20.411369,https://www.linkedin.com/company/comtrade-distribution,,,2026-03-21 13:37:17.545845+00,2026-03-21 14:35:43.23+00
1608,GRIDX d.o.o.,Enterprise Dealer,high,"Paštrovićeva 1b, Beograd 11030, Serbia",Belgrade,Beograd,Serbia,RS,Europe,,office@gridx.rs,https://gridx.rs,44.783936,20.429489,https://www.linkedin.com/company/gridx-rs,,,2026-03-21 13:37:17.545845+00,2026-03-21 14:35:43.23+00
1609,KOPTER PRO DOO BEOGRAD,Enterprise Dealer,high,"Ratarski put 33, Beograd 11080, Serbia",Belgrade,Beograd,Serbia,RS,Europe,+38163351227,info@kopterpro.rs,https://www.kopterpro.rs/,44.852852,20.371346,https://www.linkedin.com/company/kopterpro,,,2026-03-21 13:37:17.545845+00,2026-03-21 14:35:43.231+00
1610,Swedron Sverige AB,Enterprise Dealer,high,"Gamlestadsvägen, 415 11 Göteborg, Sweden",Göteborg,Västra Götaland,Sweden,SE,Europe,031-712 80 30,,https://swedron.se/,57.725071,12.008442,https://www.linkedin.com/company/swedron,,,2026-03-21 13:37:17.545845+00,2026-03-21 14:35:43.231+00
1611,AMKVO AB,Enterprise Dealer,high,"Grafikgatan 12, 754 54 Uppsala, Sweden",Uppsala,Uppsala,Sweden,SE,Europe,+46104059666,info@amkvo.com,https://www.amkvo.com/,59.853235,17.729519,https://www.linkedin.com/company/amkvo,,,2026-03-21 13:37:17.545845+00,2026-03-21 14:35:43.231+00
1612,Cubsec AB,Enterprise Dealer,high,Långedragsvägen 48  426 71 Vastra Frolunda,Göteborg,Västra Götaland,Sweden,SE,Europe,+46771761900,kundservice@cubsec.se,https://cubsec.se/,57.679037,11.894114,https://www.linkedin.com/company/cubsec-bevakning-ab,,,2026-03-21 13:37:17.545845+00,2026-03-21 14:35:43.231+00
1613,OneDrone,Enterprise Dealer,high,"Stegne 21c, 1000 Ljubljana, Slovenia",Ljubljana,Ljubljana,Slovenia,SI,Europe,+38641688150,info@onedrone.si,,46.0859,14.481876,https://www.linkedin.com/company/onedrone-company,,,2026-03-21 13:37:17.545845+00,2026-03-21 14:35:43.231+00
1614,Comtrade Distribucija d.o.o.,Enterprise Dealer,high,"Letališka cesta 29b, 1000 Ljubljana, Slovenia",Ljubljana,Ljubljana,Slovenia,SI,Europe,,dji.info@comtrade.com,https://www.comtradedistribution.com,46.063506,14.566716,https://www.linkedin.com/company/comtrade-group,,,2026-03-21 13:37:17.545845+00,2026-03-21 14:35:43.231+00
1615,Comtrade Distribucija d.o.o,Enterprise Dealer,high,"Letališka cesta 29b, 1000 Ljubljana, Slovenia",Ljubljana,Ljubljana,Slovenia,SI,Europe,prodaja.slo@comtrade.com,,https://www.comtradedistribution.com/,46.064114,14.566592,https://www.linkedin.com/company/comtrade-group,,,2026-03-21 13:37:17.545845+00,2026-03-21 14:35:43.231+00
1616,LINA TECH d.o.o.,Enterprise Dealer,high,"Dunajska c. 136, 1000 Ljubljana, Slovenia",Ljubljana,Ljubljana,Slovenia,SI,Europe,info@linatech.si,,https://www.linatech.si/,46.079203,14.512993,https://www.linkedin.com/company/lina-tech,,,2026-03-21 13:37:17.545845+00,2026-03-21 14:35:43.231+00
1617,Kopter d.o.o.,Enterprise Dealer,high,"Grajska pot 14, 8273 Leskovec pri Krškem, Slovenia",Ljubljana,Ljubljana,Slovenia,SI,Europe,+38674901100,support@kopterworx.com,https://www.kopterworx.com/,45.944676,15.477502,https://www.linkedin.com/company/kopterworx,,,2026-03-21 13:37:17.545845+00,2026-03-21 14:35:43.231+00
1618,SISTEM A.Ş.,Enterprise Dealer,high,"Koru Mah. 2558.Cad. Azatbey sitesi, No: 4/31A, 06810 Çayyolu / Çankaya / ANKARA",Çankaya,Ankara,Turkey,TR,Europe,sales@sistemas.com.tr,,https://www.sistemas.com.tr/,39.899798,32.689525,https://www.linkedin.com/company/sistemaş-leicageosystems,,,2026-03-21 13:37:17.545845+00,2026-03-21 14:35:43.231+00
1619,Termal Drone,Enterprise Dealer,high,"Armağanevler, Ortanca Sk. No 175, 34760 Ümraniye/İstanbul",Ümraniye,İstanbul,Turkey,TR,Europe,0850 532 1 555,info@termaldrone.com.tr,https://termaldrone.com/,41.009035,29.107351,https://www.linkedin.com/company/termal-drone-savunma-san-a-ş,,,2026-03-21 13:37:17.545845+00,2026-03-21 14:35:43.231+00
1620,ATAY MÜHENDİSLİK,Enterprise Dealer,high,"Mutlukent Mh. 2010. Cadde No: 1 Beysukent, Çankaya, Ankara 06800",Çankaya,Ankara,Turkey,TR,Europe,+90 (312) 212 22 11,atay@ataymuhendislik.com,https://ataymuhendislik.com/,39.889715,32.718844,https://www.linkedin.com/company/ataymuhendislik,,,2026-03-21 13:37:17.545845+00,2026-03-21 14:35:43.231+00
1621,Robit Teknoloji,Enterprise Dealer,high,"High Life Office – H&L Ofis Ankara – Eskişehir Yolu, Fatih Sultan Mahallesi 2720. Sk No: 4 /A Kat: 6 Daire: 70 06790 Etimesgut ANKARA / TÜRKİYE",Etimesgut,Ankara,Turkey,TR,Europe,+90 312 212 3802,ziya@robit.com.tr,https://www.robit.com.tr/,39.894626,32.675045,https://www.linkedin.com/company/robit-teknoloji,,,2026-03-21 13:37:17.545845+00,2026-03-21 14:35:43.231+00
1622,PAKSOY TEKNİK,Enterprise Dealer,high,"Balgat Mah. Ziyabey Cad, 1416. Sk. No: 24, 06520 Çankaya/Ankara",Çankaya,Ankara,Turkey,TR,Europe,3124737722,info@paksoymarket.com.tr,https://paksoyteknik.com.tr,39.906336,32.816829,https://www.linkedin.com/company/paksoyteknikhizmetler,,,2026-03-21 13:37:17.545845+00,2026-03-21 14:35:43.231+00
1623,OR-BIL BİLİŞİM MAKİNALAR VE MALZEMELERİ EĞİTİM İNŞAAT SANAYİ TİCARET LİMİTED ŞİRKETİ,Enterprise Dealer,high,"Hilal, Cezayir Cd. No:23/1, 06550 Çankaya/Ankara",Çankaya,Ankara,Turkey,TR,Europe,903124419320,orbil@orbil.com.tr,https://www.orbil.com.tr/,39.872545,32.856365,,,,2026-03-21 13:37:17.545845+00,2026-03-21 14:35:43.231+00
1624,Karfo Karacasulu Dış Tic. AŞ.,Enterprise Dealer,high,"Hoca Paşa, Ebussuud Cd. No:41, 34110 Fatih/İstanbul",Fatih,İstanbul,Turkey,TR,Europe,(212) 455 67 00,info@karacasulu.com,https://www.karacasulu.com/,41.013494,28.975578,https://www.linkedin.com/company/karfo-karacasulu,,,2026-03-21 13:37:17.545845+00,2026-03-21 14:35:43.231+00
1625,Natilon Teknoloji A.Ş,Enterprise Dealer,high,"Maltepe Mh. Eski Çırpıcı Yolu Sk. Meridyen Plaza, No: 1 Kat: 3 D: 314-315 Zeytinburnu, İstanbul, TÜRKİYE",Zeytinburnu,İstanbul,Turkey,TR,Europe,90212 243 23 37,info@natilon.com,https://natilon.com/tr/,41.010658,28.899918,https://www.linkedin.com/company/natilon,,,2026-03-21 13:37:17.545845+00,2026-03-21 14:35:43.231+00
1626,GEOTEKNİK,Enterprise Dealer,high,"Maslak Mah. Ahi Evran Cad. No:5 Nazmi Akbacı Ticaret Merkezi İç Kapı No:170/171, 34485 Sarıyer/İstanbul",Sariyer,İstanbul,Turkey,TR,Europe,0 (212) 346 40 70,info@geoteknikltd.com,https://www.geoteknikltd.com/web_6750_1/index.aspx,41.113671,29.022636,https://www.linkedin.com/company/geoteknikltd,,,2026-03-21 13:37:17.545845+00,2026-03-21 14:35:43.231+00
1627,DRONMARKET (ALARAS TELEKOMÜNİKASYON DAN. Ve TİC. A.Ş),Enterprise Dealer,high,"Tekeler, Çevre Yolu Cd. No:164-A, 54050 Adapazarı/Sakarya",Şişli,İstanbul,Turkey,TR,Europe,8505328797,destek@dronmarket.com,https://www.dronmarket.com/,40.800737,30.404522,https://www.linkedin.com/company/dronmarket,,,2026-03-21 13:37:17.545845+00,2026-03-21 14:35:43.231+00
1628,OMS SAVUNMA A.Ş,Enterprise Dealer,high,"Vadistanbul Bulvar, Ayazağa Mahallesi, Azerbaycan Caddesi No: 109 D:E, D:1D Blok, 34485 Sarıyer/İstanbul",Kağithane,İstanbul,Turkey,TR,Europe,90 535 028 68 81,fapak@omssavunma.com,https://www.omsaero.com/,41.113107,28.992518,https://www.linkedin.com/company/oms-defence,,,2026-03-21 13:37:17.545845+00,2026-03-21 14:35:43.231+00
1629,"X DISCOVER - COMÉRCIO E PRESTAÇÃO DE SERVIÇOS, LDA",Enterprise Dealer,high,"Five kilometers from Datang Hotel in Luanda towards the direction of China Railway No.4 Engineering Group, beside the highway.",Luanda,Luanda,Angola,AO,Africa,+244 926395999,contact@xdiscover.net,https://www.xdiscover.net/,-8.983088,13.290226,,,,2026-03-21 13:37:17.545845+00,2026-03-21 14:35:43.231+00
1630,Dronehub Ghana Limited,Enterprise Dealer,high,"H/No. 60 Co-Operative Building, Kwame Nkrumah Avenue, Adabraka, Greater Accra, Ghana GA-075-8188",Accra,Greater Accra,Ghana,GH,Africa,00233 (0) 55 446 0012,connect@dronehubgh.com,https://www.dronehubgh.com,5.55686,-0.211891,https://www.linkedin.com/company/dronehub-africa,,,2026-03-21 13:37:17.545845+00,2026-03-21 14:35:43.231+00
1631,Sapphire Trading & Marketing Ltd.,Enterprise Dealer,high,NO 17 KIJABE STREET PO BOX 70760-00400 NAIROBI KENYA,Nairobi,Nairobi City,Kenya,KE,Africa,sawan@sapphire.co.ke,Info@sapphire.co.ke,https://sapphire.co.ke/,-1.27799,36.819038,,,,2026-03-21 13:37:17.545845+00,2026-03-21 14:35:43.231+00
1632,Stablegen Investment Limited,Enterprise Dealer,high,"Kikambala Malindi Road, Mtwapa, Kenya",Mombasa,Mombasa,Kenya,KE,Africa,info@stablegen.co.ke,info@stablegen.co.ke,https://www.stablegen.co.ke,-3.885699,39.777483,https://ke.linkedin.com/company/stablegen-drones,,,2026-03-21 13:37:17.545845+00,2026-03-21 14:35:43.231+00
1633,Droneway LLC,Enterprise Dealer,high,"Siège Middle East (P.O. Box: 515000, Sharjah Media City (Shams), Al Messaned, Al Bataeh, Sharjah,UAE), Bureau Maroc (22 Allée des Sauges Ain Sbâa, Casablanca, Maroc)",Casablanca,Casablanca,Morocco,MA,Africa,+212663190620,commercial@droneway.ma,https://droneway.ma/,33.602889,-7.540564,https://www.linkedin.com/company/dji-droneway-morocco-africa,,,2026-03-21 13:37:17.545845+00,2026-03-21 14:35:43.231+00
1634,ARCO Worldwide Services Limited,Enterprise Dealer,high,"Plot 868 Bishop Aboyade Cole St, Victoria Island, Lagos 101241, Lagos, Nigeria",Ikeja,Lagos,Nigeria,NG,Africa,okos.mozimo@arcoworldwide.ng,,https://arcoworldwide.ng/,6.43503,3.436736,https://www.linkedin.com/company/arcoworldwidehq,,,2026-03-21 13:37:17.545845+00,2026-03-21 14:35:43.379+00
1635,Global Tech Distribution Limited,Enterprise Dealer,high,"P.o Box 3030 Dar es salaam, Tanzania",Dar es Salaam,Dar es Salaam,Tanzania,TZ,Africa,info@globaltech.tz,info@globaltech.tz,https://www.globaltech.tz,-6.739605,39.28344,https://www.linkedin.com/company/global-tech-distribution-limited,,,2026-03-21 13:37:17.545845+00,2026-03-21 14:35:43.379+00
1636,OPTRON Pty Ltd,Enterprise Dealer,high,"Building C, Lakefield Office Park, 272 West Avenue, Centurion 0157",Centurion,Gauteng,South Africa,ZA,Africa,+27 12 683 4504,info@optron.com,https://www.optron.com/,-25.855353,28.195179,https://www.linkedin.com/company/geoinn,,,2026-03-21 13:37:17.545845+00,2026-03-21 14:35:43.379+00
1637,Rectron PTY LTD,Enterprise Dealer,high,"152 15th Road,Randjespark,Midrand",Midrand,Gauteng,South Africa,ZA,Africa,+27 11 203 1000,DJIEnterprise@Rectron.co.za,https://www.rectron.co.za/,-25.970998,28.131155,https://www.linkedin.com/company/rectron,,,2026-03-21 13:37:17.545845+00,2026-03-21 14:35:43.379+00
1638,GMX SYSTEMS ZAMBIA LIMITED,Enterprise Dealer,high,11 LIBALA KALUNDU Lusaka,Lusaka,Lusaka,Zambia,ZM,Africa,david@gmxsys.com,david@gmxsys.com,https://www.gmxzm.com,-15.382472,28.319569,https://zm.linkedin.com/company/gmx-systems-zambia,,,2026-03-21 13:37:17.545845+00,2026-03-21 13:37:17.545845+00
1639,REMOTE ROBOTIC SYSTEMS INC.,Enterprise Dealer,high,"4888 72nd Avenue SE, Unit 100E  Calgary, Alberta T2C 3Z2",Calgary,Alberta,Canada,CA,North America,403 689 2285,,https://remoterobotic.com/,50.99043,-113.969294,https://www.linkedin.com/company/remoterobotic,,,2026-03-21 13:37:17.545845+00,2026-03-21 14:35:43.379+00
1640,Cansel Survey Equipment INC.,Enterprise Dealer,high,"101-C rue Louvain Ouest Montréal, Quebec H2N 1A3",Montreal,Quebec,Canada,CA,North America,1.888.222.6735,info@cansel.ca,https://www.cansel.ca,45.543932,-73.65601,https://www.linkedin.com/company/cansel,,,2026-03-21 13:37:17.545845+00,2026-03-21 14:35:43.379+00
1641,Dronelogics Systems Inc.,Enterprise Dealer,high,"319-2999 Underhill Ave, Burnaby, BC, V5A 3C2",Vancouver,British Columbia,Canada,CA,North America,(778) 569-0026,support@candrone.com,https://candrone.com/,49.25904,-122.932155,https://www.linkedin.com/company/candrone,,,2026-03-21 13:37:17.545845+00,2026-03-21 14:35:43.379+00
1642,Volatus Aerospace Corp.,Enterprise Dealer,high,"3350 Chemin Ste-Foy, Quebec, QC G1X 1S6",Quebec City,Quebec,Canada,CA,North America,+1 855-741-8324,enterprise@volatusdrones.ca,,46.768659,-71.324725,https://www.linkedin.com/company/volatusdronescanada,,,2026-03-21 13:37:17.545845+00,2026-03-21 14:35:43.379+00
1643,REMOTE ROBOTIC SYSTEMS INC.,Enterprise Dealer,high,"2160 Dunwin Drive, Unit 5  Mississauga, Ontario L5L 5M8",Mississauga,Ontario,Canada,CA,North America,416 303 3575,,https://remoterobotic.com/,43.533432,-79.675418,https://www.linkedin.com/company/remoterobotic,,,2026-03-21 13:37:17.545845+00,2026-03-21 14:35:43.379+00
1644,Cansel Survey Equipment INC.,Enterprise Dealer,high,"236 40th Ave NE Calgary, Alberta T2E 2M7",Calgary,Alberta,Canada,CA,North America,1.888.222.6735,info@cansel.ca,https://www.cansel.ca,51.089157,-114.058053,https://www.linkedin.com/company/cansel,,,2026-03-21 13:37:17.545845+00,2026-03-21 14:35:43.379+00
1645,REMOTE ROBOTIC SYSTEMS INC.,Enterprise Dealer,high,"204 – 151 De Mortagne  Boucherville, Quebec, J4B 6G4",Montreal,Quebec,Canada,CA,North America,514 656 8901,,https://remoterobotic.com/,45.577865,-73.449778,https://www.linkedin.com/company/remoterobotic,,,2026-03-21 13:37:17.545845+00,2026-03-21 14:35:43.379+00
