company_name,country,role,dock_models,dock_count,website,linkedin_url,evidence_url_1,source_type_1,evidence_url_2,source_type_2,confidence,notes,_sources
Thames Valley Police,GB,Government End-User,Dock 2,1,https://www.thamesvalley.police.uk,https://www.linkedin.com/company/thames-valley-police,https://www.heliguy.com/blogs/posts/police-trial-drones-as-first-responders/,Industry Article,https://dronexl.co/2025/10/22/london-police-drone-as-first-responder/,Industry Article,Medium,Isle of Wight Festival DFR trial,Claude
Venari Group,GB,System Integrator,Dock 1,1,https://venari-group.com,https://www.linkedin.com/company/venari-group,https://www.heliguy.com/blogs/posts/heliguy-and-venari-to-unveil-new-drone-command-unit/,Industry Article,https://dronedj.com/2023/09/11/dji-dock-drone-vehicle-ford/,Industry Article,High,Custom Ford Transit drone command vehicle with integrated DJI Dock,Claude
iRed Store,GB,Authorized Dealer,Dock 2; Dock 3,Unknown,https://store.ired.co.uk,https://www.linkedin.com/company/ired-store,https://store.ired.co.uk/products/dji-dock-2,Company Website,https://store.ired.co.uk/products/dock-3,Company Website,High,UK-based online retailer; multiple Dock 2 and 3 bundles,Claude
Airclip.de,DE,Authorized Dealer,Dock 2; Dock 3,Unknown,https://www.airclip.de/,Not Found,https://www.airclip.de/DJI-Dock-2,Company Website,https://www.airclip.de/DJI-Dock-3,Company Website,High,Offers DJI Dock 2 and 3 with complete packages including operating licenses. Specializes in Solar Inspection Dock 3 packages.,Claude
Condor Sicherheit,DE,Enterprise End-User; System Integrator,Dock 2,Unknown,https://www.condor-sicherheit.de/,Not Found,https://www.condor-sicherheit.de/condor-group/aktuelles/aktuelle-meldung/detail/condor-und-u-rob-testen-dji-dock-2,Industry Article,https://www.bdsw.de/presse/mitglieder-pressemitteilungen/condor-und-u-rob-testen-dji-dock-2,Industry Article,High,Security and protection services company that tested DJI Dock 2 with U-ROB. Uses DJI Dock for automated patrol and alarm verification services for industrial facilities.,Claude
Copter Pro,DE,Authorized Dealer,Dock 3,Unknown,https://copterpro.de/,Not Found,https://copterpro.de/shop/dji-dock/dji-dock-3/,Company Website,Not Found,Not Found,Medium,German reseller offering DJI Dock systems with focus on professional applications.,Claude
Copter-Expert GmbH,DE,Authorized Dealer,Dock 2; Dock 3,Unknown,https://copter-expert.de/,https://www.linkedin.com/in/cesare-piro-263325142/,https://copter-expert.de/collections/dji-dock,Company Website,https://copter-expert.de/products/dji-dock-3,Company Website,High,Certified by Federal Aviation Office (Luftfahrtbundesamt) since 2017. Designated testing center for remote pilots since 2021. Offers DJI Dock systems and training.,Claude + DJI Resellers
Drohne112.de,DE,System Integrator; BOS Service Provider,Dock 1; Dock 2; Dock 3,Unknown,https://www.drohne112.de/,Not Found,https://www.drohne112.de/dock2.html,Company Website,https://www.drohne112.de/dock3.html,Company Website,High,"Specializes in DJI Dock systems for emergency services (firefighting, rescue, police). Provides firmware updates and initial training for BOS operations.",Claude
Drohnen.de,DE,Software Platform; Information Hub,Dock 1; Dock 2; Dock 3,Unknown,https://www.drohnen.de/,Not Found,https://www.drohnen.de/39944/dji-dock/,Industry Article,https://www.drohnen.de/58670/dji-dock-3-die-zukunft-autonomer-drohnenstationen-video/,Industry Article,Medium,"German drone information and news portal providing DJI Dock product information, reviews, and market updates for professionals.",Claude
Droneline.shop,DE,Authorized Dealer,Dock 1; Dock 3,Unknown,https://droneline.shop/,Not Found,https://droneline.shop/products/dji-dock,Company Website,https://droneline.shop/products/dji-dock-3-ohne-aircraft-fernsteuersender,Company Website,Medium,German-based retailer specializing in DJI products including DJI Dock systems for professional drone operations.,Claude
Droneparts.de,DE,Authorized Dealer; Reseller,Dock 2; Dock 3,Unknown,https://droneparts.de/,Not Found,https://droneparts.de/drohnen/dji-enterprise/dji-dock-2/,Company Website,https://droneparts.de/Drohnen/DJI-Enterprise/DJI-Dock-3/,Company Website,High,"Official DJI Enterprise dealer in Germany. Located at Besigheimer Straße 20, 74394 Hessigheim. Supplies over 35,000 customers worldwide.",Claude
Droniq GmbH,DE,System Integrator,Dock 2; Dock 3,Unknown,https://droniq.de/en/,https://de.linkedin.com/company/droniq,https://droniq.de/en/pressemitteilung-droniq-zeigt-naechsten-entwicklungsschritt-der-industriellen-drohnennutzung-auf/,DJI Case Study,https://droniq.de/en/droniqlive-automatisierte-inspektionen-mit-dji-dock/,Industry Article,High,Frankfurt-based joint venture of DFS Deutsche Flugsicherung (51%) and Deutsche Telekom (49%). Received Europe's first DJI Dock operating license in May 2023. Works with VGF on infrastructure inspection. Drone-in-a-box and BVLOS integrator with DJI Dock and Dock 2 pages. Also: https://droniq.de/produkte/drohnen/dji-dock/; Also: https://droniq.de/en/produkte/drone-in-a-box-system/dji-dock-2/,Claude + ChatGPT + DJI Resellers
Dronivo.de,DE,Authorized Dealer; Reseller,Dock 2; Dock 3,Unknown,https://www.dronivo.de/,Not Found,https://www.dronivo.de/DJI-Dock-2-Complete-solution-inkl-training-and-permit,Company Website,https://www.dronivo.de/DJI-Dock-3-no-Aircraft-Remote-Control-Sender,Company Website,High,"Drone expert in Germany for hobby, authority BOS, and industry applications. Offers complete DJI Dock solutions with training and permits.",Claude
GDDC GmbH,DE,Authorized Dealer,Dock 3,Unknown,https://www.gddc-sh.de/,Not Found,https://www.gddc-sh.de/product/dji-dock-3,Company Website,https://www.gddc-sh.de/store/home,Company Website,High,Official DJI Europa dealer in Northern Germany. Designated testing center of the LBA. Specializes in energy sector and automated drone systems.,Claude + DJI Resellers
Globe-Flight.de,DE,Authorized Dealer,Dock 1; Dock 2; Dock 3,Unknown,https://www.globe-flight.de/,Not Found,https://www.globe-flight.de/DJI-Dock-2-EN,Company Website,https://www.globe-flight.de/DJI-Dock-3-EN,Company Website,High,German-based distributor offering complete DJI Dock product line with pricing and product information.,Claude
Hochtief AG,DE,Enterprise End-User,Dock 2,1,https://www.hochtief.com/,Not Found,https://www.heliguy.com/blogs/posts/dji-dock-bvlos-construction-surveys/,Industry Article,https://www.suasnews.com/2026/03/skyports-drone-services-brings-automated-bvlos-drone-in-a-box-aerial-surveying-to-german-construction-leader-hochtief-piloted-from-spain/,Industry Article,High,German construction company using DJI Dock 2 via Skyports for automated BVLOS surveying of Rheinbrücke Leverkusen bridge project. Deployed for weekly surveys until 2028.,Claude
MOST Robotics,DE,System Integrator; DFR Service Provider,Dock 2; Dock 3,Unknown,https://mostrobotics.com/,Not Found,https://mostrobotics.com/dji-dock-3-vermessung,Company Website,https://mostrobotics.com/hangar/dji-dock-3,Company Website,High,"Certified DJI Dock Partner. Provides consulting, installation, and permits. Supports inspection, monitoring, and surveying applications including power line and solar inspection.",Claude + DJI Resellers
Pro Fly Center,DE,System Integrator; Training Provider,Dock 1; Dock 2; Dock 3,Unknown,https://proflycenter.com/en/,https://www.facebook.com/proflycenterdjiacademy/,https://proflycenter.com/en/dji-dock-2-dji-dock-mini-der-naechste-schritt-im-automatisierten-flug.htm,Company Website,https://proflycenter.com/blog/morgen-findet-der-erste-vollautomatisierte-drohnenflug-in-deutschland-statt-dji-dock.html,Company Website,High,European DJI Academy training center in Bad Schönborn. Offers Dock Certificate training. Implementing one of Europe's largest DJI Dock projects for pipeline construction in northern Germany.,Claude
Solectric GmbH,DE,Authorized Dealer; Software Platform,Dock 2; Dock 3,Unknown,https://www.solectric.de/,https://de.linkedin.com/company/solectric-distribution-gmbh,https://www.solectric.de/2023/05/25/wir-praesentieren-einen-der-ersten-voll-automatisierten-drohnenfluege-in-europa/,Company Website,https://www.solectric.de/2025/02/27/jetzt-vorbestellen-dji-dock-3/,Company Website,High,Largest DJI partner in Europe (founded 2012). Headquartered in Ubstadt-Weiher. Developed CyberXHub software platform. Managing one of Europe's largest DJI Dock projects for pipeline construction.,Claude + DJI Resellers + DJI Resellers + DJI Resellers + DJI Resellers
Studio-Ausrüstung.de,DE,Authorized Dealer,Dock 1; Dock 3,Unknown,https://www.studio-ausruestung.de/,Not Found,https://www.studio-ausruestung.de/drohnen/matrice-m30-serie/10408/dji-dock-fuer-m30/m30t-drohne,Company Website,https://www.studio-ausruestung.de/sperrgueter-fuer-versandregel/13613/dji-dock-3-fuer-matrice-4d-4td,Company Website,Medium,German distributor of professional DJI drone equipment and accessories.,Claude
U-ROB,DE,System Integrator; Authorized Dealer,Dock 1; Dock 2; Dock 3,Unknown,https://u-rob.com/,https://de.linkedin.com/company/u-rob,https://u-rob.com/shop/schulungen/dji-dock-2-inkl-genehmigung-und-inbetriebnahme/,Company Website,https://u-rob.com/blog/technik/vorstellung-des-dji-dock-2/,Company Website,High,Leading DJI reseller in Germany with 14 locations in Germany and Austria. Provides complete packages with licensing and commissioning. Developed EasyDock software for local server operations. First to receive Germany's DJI Dock 2 BVLOS approval for customer viscan GmbH.,Claude
VGF (Verkehrsgesellschaft Frankfurt am Main),DE,Enterprise End-User; Government End-User,Dock 1 (Implied),Unknown,https://www.vgf-ffm.de/en/,https://de.linkedin.com/company/vgfffm,https://droniq.de/en/projekte/verkehrsgesellschaft-frankfurt-vgf/,DJI Case Study,Not Found,Not Found,Medium,Frankfurt public transport company partnering with Droniq for DJI drone operations including infrastructure inspection and 3D surveying of overhead contact lines.,Claude
Vermessung3D,DE,System Integrator; DFR Service Provider,Dock 2; Dock 3,Unknown,https://vermessung3d.de/,Not Found,https://vermessung3d.de/produkt/dji-dock-2/,Company Website,https://mostrobotics.com/dji-dock-3-vermessung,Industry Article,High,"Located in Hagen, Germany. Specializes in UAV surveying complete systems. Offers DJI Dock 2 and 3 for surveying and inspections.",Claude
Viscan,DE,System Integrator; DFR Service Provider,Dock 2,Unknown,https://viscan.de/,Not Found,https://viscan.de/de/blog/dji-dock-2---offizieller-bvlos-betrieb-durch-viscan-m-glich,Company Website,Not Found,Not Found,High,Holds special BVLOS operating permits for DJI Dock. First company in Germany to receive DJI Dock 2 BVLOS approval from LBA.,Claude
Skyports,DE,Enterprise End-User,Dock 2,1,https://skyports.net/,Not Found,https://www.suasnews.com/2026/03/skyports-drone-services-brings-automated-bvlos-drone-in-a-box-aerial-surveying-to-german-construction-leader-hochtief-piloted-from-spain/,Industry Article,https://verticalmag.com/press-releases/skyports-drone-services-brings-automated-bvlos-drone-in-a-box-aerial-surveying-to-hochtief/,Industry Article,High,Infrastructure company operating DJI Dock 2 at Rheinbrücke Leverkusen bridge in Germany for HOCHTIEF. Remote operations from Madrid. Processes data with DroneDeploy for 2D and 3D surveys.,Claude
FlytBase,Global,Software Platform,N/A (Compatible with Dock),N/A,https://www.flytbase.com/,https://www.linkedin.com/company/flytbase/,https://www.flytbase.com/blog/solar-farm-inspections,Case Study,https://www.flytbase.com/blog/dji-dock-features-applications-and-case-studies,Blog,High,Third-party software platform compatible with DJI Dock. Used by AfterFIT for BVLOS operations. Helps obtain JCAB certifications in Japan. Operational support for Japanese enterprises.,Claude
DJI Enterprise Insights,IN,Content/Knowledge,"Dock, Dock 2, Dock 3",3,https://enterprise-insights.dji.com/,https://www.linkedin.com/company/dji/,https://enterprise-insights.dji.com/blog/achieve-compliance-operational-success-for-dji-dock-3,EU Compliance Guide,https://enterprise-insights.dji.com/join-dji-dock-partner-network,Partner Network,High,DJI official resource; EU regulatory guidance; case studies,Claude
DJI Official Enterprise Portal,IN,Manufacturer,Dock 2,1,https://enterprise.dji.com/dock-2,https://www.linkedin.com/company/dji/,https://enterprise.dji.com/dock-2,Official Product,https://enterprise.dji.com/dock-3,Dock 3 Product,High,Official DJI product pages; specifications; integrations,Claude
Drone Harmony (Software Platform),IN,"Software Platform, Integration Partner","Dock, Dock 2, Dock 3",3,https://www.droneharmony.com/,https://www.linkedin.com/company/droneharmony/,https://www.droneharmony.com/drone-harmony-for-dji-dock,Product Page,https://dji-ars.pl/product-pol-36452-Drone-Harmony-dla-DJI-Dock.html,Polish Distributor,High,Full 3D flight management platform; Polish distribution via DJI-ARS,Claude
FlytBase,IN,"Software Platform, Integration Partner","Dock, Dock 2, Dock 3",3,https://www.flytbase.com/dji-dock,https://www.linkedin.com/company/flytbase/,https://www.flytbase.com/dji-dock-3,Product Integration,https://enterprise.dji.com/ecosystem/flytbase,DJI Ecosystem,High,Enterprise autonomy platform; available globally; DJI official partner,Claude
AERMATICA3D,IT,Authorized Dealer / System Integrator,"Dock, Dock 2, Dock 3",Multiple,https://www.aermatica.com/,N/A,https://www.aermatica.com/product/dji-dock-3/,Company Website,https://www.aermatica.com/product/dji-dock-2/,Company Website,High,DJI Gold Partner and System Integrator. Located in Colverde (Como province). DJI certified for Dock 3 installation and configuration. Develops SDK-based integrations.,Claude + DJI Resellers + DJI Resellers
AerialClick,IT,Authorized Reseller,Dock 2,Multiple,https://www.aerialclick.com/,N/A,https://www.aerialclick.com/matrice-3d/703-dock-2-garanzia.html,Company Website,N/A,N/A,Medium,Official DJI reseller since 2016. Offers Dock 2 with Italian warranty from Nital. Also resells other leading drone brands.,Claude
AprFlyTech,IT,Authorized Dealer / Certified Installer,"Dock, Dock 3",Multiple,https://www.aprflytech.it/,N/A,https://www.aprflytech.it/product-page/dji-dock-3,Company Website,https://www.aprflytech.it/prodotti/dji-enterprise,Company Website,High,"Located in Paderno Dugnano (Milan area). DJI Enterprise ""A"" Dealer. ENAC training center. Certified by DJI for Dock 3 installation and FlightHub 2 configuration. Italian enterprise reseller listing DJI Dock 3. Also: https://www.aprflytech.it/en/prodotti/dji-enterprise/djidock3",Claude + ChatGPT
DJI Store Italia (official DJI ARS),IT,Authorized Dealer,"Dock, Dock 2, Dock 3",Multiple,https://www.dji-store.it/,https://www.instagram.com/djistore_milano/,https://www.dji-store.it/categoria/imprese/dji-dock-2/,Company Website,https://www.dji-store.it/categoria/imprese/dji-dock-3/,Company Website,High,Official DJI Authorized Retail Store (ARS) in Italy. Two physical locations: Rome (Euroma2) and Milan (CityLife Shopping District). Online store dji-store.it.,Claude
Drone Store (drone-store.it),IT,Reseller,"Dock, Dock 2, Dock 3",Multiple,https://www.drone-store.it/,N/A,https://www.drone-store.it/prodotto/dji-dock-3/,Company Website,https://www.drone-store.it/prodotto/dji-dock-2-con-matrice-3d/,Company Website,Medium,Italian drone and accessories retailer. Offers DJI Dock products with enterprise quotes available.,Claude
DroneBase (Droni Professionali),IT,System Integrator / Reseller,"Dock, Dock 2, Dock 3",Multiple,https://shop.dronebase.it/,N/A,https://shop.dronebase.it/en/dji-dock-2/,Company Website,https://www.suasnews.com/2021/12/flytbase-dronebase-partner-up-to-provide-fully-autonomous-drone-in-a-box-solutions-in-italy/,News Article,High,Professional UAS design and integration company. Specializes in tailor-made drone solutions. Partners with FlytBase for autonomous solutions.,Claude
Elite Consulting (DJI Enterprise Italia),IT,System Integrator / Reseller,"Dock, Dock 2, Dock 3",Multiple,https://www.eliteconsulting.it/,https://it.linkedin.com/company/elite-consulting-srl,https://www.eliteconsulting.it/dji-dock-applicazioni/,Company Website,https://www.eliteconsulting.it/presentazione-a-roma-e-milano-del-dji-dock/,Blog Post,High,Part of Nital Group. Official DJI Enterprise distributor and system integrator in Italy. Organized presentations in Rome and Milan (May 2023).,Claude
Fly to Discover,IT,Authorized Dealer,"Dock, Dock 2, Dock 3",Multiple,https://flytodiscover.it/,N/A,https://flytodiscover.it/categoria-prodotto/dji-enterprise/dji-dock-2/,Company Website,https://flytodiscover.it/categoria-prodotto/dji-enterprise/dji-dock-3/,Company Website,High,Located in Rome. Operating since 2014. Authorized DJI retailer and service center. Offers original products with Italian warranty and fast delivery.,Claude
GoCamera,IT,Authorized Reseller,All models,Multiple,https://www.gocamera.it/,N/A,https://www.gocamera.it/dji-store,Company Website,N/A,N/A,Medium,Largest and most active DJI community in Italy. Authorized DJI retailer. Reference as DJI Store partner.,Claude
HobbyHobby Italia,IT,Reseller,"Dock, Dock 2, Dock 3",Multiple,https://www.hobbyhobby.it/,N/A,https://www.hobbyhobby.it/categoria/imprese/dji-dock-2/,Company Website,https://www.hobbyhobby.it/categoria/imprese/dji-dock-3/,Company Website,High,B2B e-commerce platform managed by Elite Consulting. Offers all DJI Dock models with warranty options. Support via djienterprise@nital.it.,Claude
Nital SpA,IT,Distributor,"Dock, Dock 2, Dock 3",Multiple,https://www.nital.it/,https://it.linkedin.com/company/nital-distribuzione,https://www.nital.it/press/2021/nital-dji.php,Press Release,https://www.nital.it/press/2024/dji-dock-2.php,Press Release,High,Official exclusive distributor for DJI products in Italy since 2021. Distributes through multiple channels including hobbyhobby.it and authorized retailers.,Claude + DJI Resellers
PersonalDrones,IT,Authorized Dealer,"Dock, Dock 2, Dock 3",Multiple,https://www.personaldrones.it/,N/A,https://www.personaldrones.it/prodotti/dji/enterprise/dji-dock/dock-2/23349-dji-dock-2-con-garanzia-12-mesi,Company Website,https://www.personaldrones.it/prodotti/dji/enterprise/dji-dock/dock-3/23578-dji-dock-3-con-garanzia-12-mesi,Company Website,High,DJI Enterprise GOLD Dealer. Operating for 9+ years. Offers 24/48 hour delivery and same-day service in Rome.,Claude
ToscanaDrone,IT,Authorized Retail Partner,Various DJI products,Multiple,https://www.toscanadrone.com/,N/A,https://www.toscanadrone.com/it/blog/9-news/45-toscanadrone-e-dji-authorized-retail-store-italia.html,Blog Post,N/A,N/A,Medium,Operating since 2010. Professional drone service provider. Partner of DJI ARS (Rome and Milan official stores). Offers aerial photography and technical inspections.,Claude
AfterFIT (株式会社アフターフィット),JP,Enterprise End-User,Dock + Compatible Heisha Drone Nest,1,https://www.afterfit.co.jp/,Unknown,https://www.flytbase.com/blog/solar-farm-inspections,Case Study,https://dronedj.com/2022/05/27/bvlos-drones-night/,News Article,High,"Renewable energy company. Operates at 1,924KW solar plant in Tochigi Prefecture. First in Japan with BVLOS night flights approval. Uses DJI drones + Heisha drone dock. Operational since 2022.",Claude
DJI Japan (DJI JAPAN 株式会社),JP,Government/Official Entity,Dock 2 + Dock 3,Unknown,https://www.dji.co.jp/,Unknown,https://prtimes.jp/main/html/rd/p/000000324.000015765.html,Press Release,Unknown,Unknown,High,"Official DJI subsidiary in Japan. HQ: Trade Pia Odaiba 9F, Minato-ku, Tokyo. Sales: sales.jp@dji.com. Announces product launches and maintains DJI dealer network.",Claude
Drone Business Laboratory (ドローンビジネスラボラトリー/D-Lab),JP,Academia/Research + Training,Dock 3,Unknown,https://dlabo.jp/,Unknown,https://dlabo.jp/dji-dock-3/,Official Site,https://dlabo.jp/%E3%80%8Cdji-dock-3%E3%80%8D%E5%AE%9F%E6%BC%94%E3%82%BB%E3%83%9F%E3%83%8A%E3%83%BC%E3%80%80%E7%B5%82%E4%BA%86%E3%81%AE%E3%81%94%E5%A0%B1%E5%91%8A/,Event Report,High,"Drone training school (est. 2019). Multiple bases: Kurashiki, Tokyo, Ishioka, Ibaraki. Conducted DJI Dock 3 demonstration seminars. Focuses on Level 3/3.5 flight operations.",Claude
Drone Station (ドローンステーション),JP,Authorized Retailer,Dock 2,Unknown,https://www.drone-station.net/,Unknown,https://www.drone-station.net/products/detail.php?product_id=24172,Dealer Site,Unknown,Unknown,Medium,Official DJI Partner. Lists DJI Dock 2 in product catalog. Online sales focused. Limited product information available.,Claude
HOVERING (ドローンショップ HOVERING ONLINE),JP,Authorized Retailer,Dock 2 + Dock 3,Unknown,https://hoveringonline.com/,Unknown,https://hoveringonline.com/products/detail/1967,Dealer Site,https://hoveringonline.com/products/list?category_id=551,Dealer Site,Medium,DJI Authorized Enterprise Retailer. Carries Dock 2 and 3 products. Online shop focused on industrial drone solutions. DJI Care Enterprise Plus available.,Claude
JDRONE (株式会社ジェイドローン),JP,Enterprise End-User + Service Provider,Dock 3,1+,https://jdrone.tokyo/,Unknown,https://dji-info.system5.jp/en/blogs/enterprise/snow-backcountry-jdrone,Case Study,https://dronelife.com/2024/10/14/jdrone-launches-cargo-drone-service-in-rural-japan-with-powerful-heavy-lift-drones/,News Article,High,Tokyo-based cargo drone operator. DJI Dock 3 deployment consulting and operational support. Deployed at Nozawa Onsen Ski Resort. Cargo service since Aug 2024. Search and rescue applications.,Claude
Nozawa Onsen Ski Resort,JP,Enterprise End-User,Dock 3,1,Unknown,Unknown,https://dronedj.com/2025/05/21/dji-drone-ski-resort-japan/,Case Study,https://dri-info.system5.jp/en/blogs/enterprise/snow-backcountry-jdrone,Case Study,High,Ski resort in Nagano. Operates DJI Dock 3 with Matrice 4D/4TD for avalanche detection and terrain monitoring. 24/7 autonomous operations in extreme weather. Emergency response applications.,Claude
SORABOT (合同会社SORABOT),JP,Software Platform + System Integrator,Dock 2 + Dock 3,Multiple,https://www.sorabot.com/,https://www.linkedin.com/in/hideki-okumura/,https://www.sorabot.com/blog/CSPI2023/DJIDOCK,Blog,https://prtimes.jp/main/html/rd/p/000000014.000111543.html,Press Release,High,Bronze Solutions Partner. Provides DJI Dock-compatible remote control platform (FlytBase integration). Active demonstrations at Japan Drone 2024. DJI Dock rental/integration consulting.,Claude
Sekido (株式会社セキド),JP,Authorized Dealer,Dock 2 + Dock 3,Unknown,https://sekidocorp.com/,https://www.linkedin.com/company/sekido/,https://sekido-rc.com/blog/2024/03/27/enterprise_0015/,Dealer Blog,https://sekidocorp.com/20260121_34556/,Official Press,High,Official DJI Authorized Dealer. Est. 2012. Operates physical stores in Tokyo (Toranomon) and Yokohama. Sales network of ~300 partners across Japan. Hosts DJI Dock 3 demonstrations.,Claude + DJI Resellers + DJI Resellers + DJI Resellers
Sora Media (そらメディア),JP,Authorized Dealer,Dock 2 + Dock 3,Unknown,https://www.ctv.co.jp/sora-media/remote-control/,Unknown,https://www.ctv.co.jp/sora-media/remote-control/,Dealer Site,Unknown,Unknown,Medium,Official DJI Authorized Dealer. Promotes DJI Dock 2 and 3. Focus on easy installation and automation capabilities. Limited online presence.,Claude
System5 (株式会社システムファイブ),JP,Authorized Distributor,Dock 2 + Dock 3,Unknown,https://www.system5.jp/,https://www.linkedin.com/company/system5-co-ltd-/,https://prtimes.jp/main/html/rd/p/000000143.000024840.html,Press Release,https://dji-info.system5.jp/collections/dock/products/dji-dock3,Dealer Site,High,"Official DJI Distributor. Began handling Dock 3 in Feb 2025. 3 consecutive years top sales in Japan. Nationwide dealer network. HQ: Chiyoda Ward, Tokyo.",Claude + DJI Resellers + DJI Resellers
Tohasen (トーハーセン),JP,Authorized Dealer,Dock 2 + Dock 3,Unknown,https://tohasen.com/,Unknown,https://tohasen.com/dji-drone/remote-drone-operation-solutions/dji-dock-3/,Dealer Site,https://www.tohasen-robotics.com/,Corporate Site,High,Official DJI Authorized Distributor. Offers Dock 2 and Dock 3 bundles with drones. DJI Dock 3 training center established at T-MIB Drone Field (Jan 2026). Robotics company division.,Claude
FlytBase,PL,Software Platform,Dock 1 Dock 2 Dock 3,Unknown,https://www.flytbase.com/,https://www.linkedin.com/company/flytbase/,https://www.flytbase.com/dji-dock,Company Website,https://www.flytbase.com/case-studies/uae-waste-management-autonomous-drone-implementation-case-study,Case Study,High,Enterprise drone autonomy software platform. Integrated with DJI Dock. Partners with AERONEX for MENA region. UAE case study available.,Claude
Asseco Poland,PL,Software Platform/Partner,"Dock, Dock 2, Dock 3",3,https://pl.asseco.com/en,https://www.linkedin.com/company/asseco-poland,https://enterprise.dilectro.pl/asseco-wyposazy-drony-dji-w-polskie-oprogramowanie/,Partnership Article,https://polishdefenceindustry.gov.pl/en/company/asseco-poland-sa-3/,Defence Portal,Medium,Polish software security integration; DJI drone partnership with Dilectro; uniformed services focus,Claude
DJI Store Warszawa,PL,Authorized Retail,Consumer models,N/A,https://dji-ars.pl/DJI-ARS-Warszawa-stock-3-pol.html,https://www.linkedin.com/in/dji-store-warszawa/,https://dji-ars.pl/DJI-ARS-Warszawa-stock-3-pol.html,Store Location,https://www.instagram.com/djistorewarszawa/,Social Media,Medium,Physical retail location Warsaw; part of DJI-ARS network,Claude
DJI-ARS Enterprise,PL,Authorized Dealer,"Dock, Dock 2, Dock 3",3+,https://dji-ars.pl/,https://pl.linkedin.com/showcase/dji-ars-enterprise/,https://dji-ars.pl/product-pol-41687-Stacja-dokujaca-DJI-Dock-2.html,Product Catalog,https://enterprise.dji-ars.pl/pierwsza-w-historii-inspekcja-farmy-fotowoltaicznej-za-pomoca-dji-dock/,Case Study - Solar,High,Official DJI retail store; first photovoltaic farm inspection in Poland using DJI Dock,Claude
Dilectro,PL,Authorized Distributor,"Dock, Dock 2, Dock 3",3+,https://enterprise.dilectro.pl/,https://www.linkedin.com/company/dilectro/,https://enterprise.dilectro.pl/dji-dock/,Product Page,https://enterprise.dilectro.pl/asseco-wyposazy-drony-dji-w-polskie-oprogramowanie/,Partner Integration,High,DJI Enterprise distributor; partnership with Asseco for Polish secure software,Claude
Drony.net,PL,Authorized Dealer,"Dock, Dock 2, Dock 3",3+,https://www.drony.net/,https://www.linkedin.com/company/drony-net/,https://www.drony.net/dji-dock-3.html,Product Listing,https://www.drony.net/dji-dock-2.html,Product Listing,High,Long-standing DJI authorized seller; comprehensive product range,Claude + DJI Resellers
Dronydlafirmy.pl,PL,System Integrator,"Dock 2, Dock 3",2+,https://dronydlafirmy.pl/,https://www.linkedin.com/company/dronydlafirmy/,https://dronydlafirmy.pl/dji-dock-2/,Rental Services,https://dronydlafirmy.pl/produkt/dji-dock3-z-dronem-dji-matrice-4td/,Product Package,High,DJI Dock rental and operation services; FlightHub 2 integration; leasing model,Claude
FlyStore.pl,PL,Authorized Dealer,"Dock, Dock 2, Dock 3",3+,https://flystore.pl/,https://www.linkedin.com/company/flystore/,https://flystore.pl/stacje-dji-dock,Product Catalog,https://flystore.pl/Stacja-dokujaca-DJI-Dock-3,Product Page,High,DJI Enterprise retailer; leasing services in Warsaw; Kraków; Gdańsk,Claude
INNPRO Robert Błędowski Sp. z o.o.,PL,Authorized Distributor,"Dock, Dock 2, Dock 3",3+,https://innpro.pl/dystrybucja-dji/,https://www.linkedin.com/company/innpro/,https://innpro.pl/dystrybucja-dji/,Official Distributor,https://enterprise.innpro.pl/,Enterprise Portal,High,Official DJI Enterprise distributor for Poland; operates enterprise.innpro.pl; headquarters Poland,Claude
IRONSKY,PL,Authorized Dealer,"Dock, Dock 2, Dock 3",3+,https://ironsky.pl/,https://www.linkedin.com/company/iron-sky,https://ironsky.pl/dji-dock-porownanie/,Comparison Guide,https://ironsky.pl/drony-sklep/produkt/stacja-dokujaca-dji-dock-3/,Product Listing,High,Sold 3 DJI Dock 1 systems in 2023; comprehensive testing program; energy sector focus,Claude + DJI Resellers
MegaDron,PL,Authorized Dealer,"Dock, Dock 2, Dock 3",3+,https://megadron.pl/,https://www.linkedin.com/company/megadron/,https://megadron.pl/en/products/docking-station-dji-dock-2-29355.html,Product Listing,https://megadron.pl/en/blog/dji-dock-3-vs-dji-dock-2-docking-station-comparison-1740670039.html,Comparison Blog,High,Official DJI Partner; VLOS/BVLOS training; service center,Claude
Navigate.pl,PL,Authorized Distributor,"Dock, Dock 2, Dock 3",3+,https://navigate.pl/,https://www.linkedin.com/company/navigate-gps/,https://navigate.pl/nasze-marki/,Brand Portfolio,https://navigate.pl/produkt/dji-dock-3-m4d-m4td/,Product Listing,High,DJI Enterprise Gold Partner; located Kraków; comprehensive DJI product line,Claude
SITECH Poland,PL,Authorized Dealer,"Dock 2, Dock 3",2+,https://sitech-poland.pl/,https://www.linkedin.com/company/sitech-poland/,https://sitech-poland.pl/drony-dji-dock-3-drony/,Product Page,https://enterprise.dji.com/dock-3,DJI Dock 3 Overview,High,Specializes in Dock 3 with Matrice 4D/4TD; dedicated drone robotics solutions,Claude
SNH Drones,PL,Authorized Dealer,"Dock 2, Dock 3",2+,https://snhdrones.pl/,https://pl.linkedin.com/company/snh-drones,https://snhdrones.pl/stacja-dokujaca-dji-dock-3/,Product Listing,https://snhdrones.pl/stacja-dokujaca-dji-dock-2/,Product Listing,High,Training center with 15+ Polish cities; VLOS/BVLOS courses; service provider,Claude
