id,name,dealer_type,priority,address,city,state,country,country_code,continent,phone,email,website,latitude,longitude,linkedin_url
565,DJI大疆授权体验店(南京雨花万象天地),Retail Store,low,江苏省南京市雨花台区雨花万象天地K座L138店铺（DJI大疆）,南京市,江苏省,China,CN,Asia,"025-52201829,18915929213",906536474@qq.com,,31.960375,118.732803,
566,DJI大疆授权体验店(重庆龙湖金沙天街),Retail Store,low,重庆市沙坪坝区小龙坎新街龙湖金沙天街B馆3号门1F-35商铺,重庆市,重庆市,China,CN,Asia,"023-65403766,15998905921",373339146@qq.com,,29.537485,106.512189,
567,DJI大疆专区SIS店(长春工农大街新梓文店),Retail Store,low,朝阳区工农大路海航荣御,长春市,吉林省,China,CN,Asia,18186883980,,,43.865484,125.295412,
568,DJI大疆授权体验店(沈阳太原街万达),Retail Store,low,辽宁省沈阳市和平区太原南街 2 号沈阳太原街万达广场1F层142BA号商铺,沈阳市,辽宁省,China,CN,Asia,13066788976,1070787652@qq.com,,41.792254,123.39964,
569,DJI大疆授权体验店(东莞星河城),Retail Store,low,广东省东莞市东城区东升路星河传说星河城商场一楼1041大疆体验店,东莞市,广东省,China,CN,Asia,13602398315,,,23.023234,113.787592,
570,DJI大疆授权体验店(上海漕河泾印象城),Retail Store,low,上海市漕宝路漕河泾印象城1015号 L1-25,上海市,上海市,China,CN,Asia,18016215128,lixiang0817@126.com,,31.17,121.41,
571,DJI大疆授权体验店(长沙金茂览秀城),Retail Store,low,湖南省长沙市岳麓区金茂览秀城2号门 D1020（中厅）,长沙市,湖南省,China,CN,Asia,19090366429,492683074@qq.com,,28.196887,112.903115,
572,DJI大疆授权体验店(哈尔滨西城红场),Retail Store,low,哈尔滨市南岗区哈西大街299号西城红场艺术港F1CB016,哈尔滨市,黑龙江省,China,CN,Asia,18346047918,,,45.704908,126.593696,
573,DJI大疆授权体验店(北京龙湖房山天街),Retail Store,low,北京市房山区政通南路2号院1号楼龙湖房山天街A栋1F-02铺,北京市,北京市,China,CN,Asia,17710520222,nyc555@qq.com,,39.75,116.15,
574,DJI大疆授权体验店(北京长楹天街授),Retail Store,low,"北京市朝阳区常通路1号院1号楼-2至5层101内一层1F-37a, 1F-37b",北京市,北京市,China,CN,Asia,18001358271,,,39.924992,116.599604,
575,DJI大疆授权体验店(上海宝山龙湖天街),Retail Store,low,上海市宝山区菊泉路502号E楼108室龙湖·上海宝山天街SHBCTJ-A-1F-44a号房屋,上海市,上海市,China,CN,Asia,16601758271,zhouhui@mc2.cn,,31.358,121.363,
576,DJI大疆授权体验店(武汉徐家棚京东MALL),Retail Store,low,湖北省武昌区和平大道与秦园路交叉口（徐家棚地铁站出口）武汉京东MALL,武汉市,湖北省,China,CN,Asia,13733446027,,,30.58895,114.329742,
577,DJI大疆授权体验店(深圳华强电子世界),Retail Store,low,福田区华强北街道华航社区华强北路1019号华强广场B座1层H1F2、H1F3、HIC3、H1COOS号,深圳市,广东省,China,CN,Asia,"18938637079,0755-23605989",1326109455@qq.com,,22.546105,114.081466,
578,DJI大疆授权体验店(天津南开大悦城),Retail Store,low,天津市南开区南门外大街2-6号天津大悦城南区2F层2F-B3A商铺,天津市,天津市,China,CN,Asia,15022335062，022-58089377,,,39.135522,117.180051,
579,DJI大疆哈苏概念店(沈阳万象城),Retail Store,low,辽宁省沈阳市和平区青年大街288号华润万象城L518,沈阳市,辽宁省,China,CN,Asia,15140250233,,,41.776208,123.434433,
580,DJI大疆授权体验店(杭州拱墅万达),Retail Store,low,杭行路666号万达广场1F1038铺位,杭州市,浙江省,China,CN,Asia,15204699745,1371160210@qq.com,,30.33012,120.119619,
581,DJI大疆授权体验店(乌鲁木齐经开万达),Retail Store,low,乌鲁木齐市经开区玄武湖路999号经开万达1楼1B21号,乌鲁木齐市,新疆维吾尔自治区,China,CN,Asia,18167931297,,,43.847781,87.52412,
582,DJI大疆授权体验店(重庆金开爱琴海),Retail Store,low,重庆渝北区金开大道1003号金开爱情海1F-F1027A,重庆市,重庆市,China,CN,Asia,15310150836,846222547@qq.com,,29.628323,106.533579,
583,DJI大疆授权体验店(成都京东MALL新南中心),Retail Store,low,四川省成都市武侯区都会路59号成都京东MALL1楼,成都市,四川省,China,CN,Asia,13688481883,1274967351@QQ.COM,,30.609839,104.070551,
584,DJI大疆授权体验店(温州龙湾吾悦广场),Retail Store,low,温州市龙湾区雁荡西路与上江路交叉口吾悦广场 1F1059铺位,温州市,浙江省,China,CN,Asia,15158480712,wangzilong@hjsj.cc,,27.986064,120.723223,
585,DJI大疆专区专柜(东营恒瑞文化广场店),Retail Store,low,东营市东营区济南路48号贝斯特摄影器材,东营市,山东省,China,CN,Asia,13356640618/13210337893,,,37.46121,118.509456,
586,DJI大疆专区SIS店(百色碧桂园),Retail Store,low,百色市东洲大道碧桂园翡翠郡7栋110号,百色市,广西壮族自治区,China,CN,Asia,"0776-2854693,13977698077",978543729@qq.com,,23.871104,106.632119,
587,DJI大疆哈苏概念店(武汉SKP),Retail Store,low,武汉市武昌区沙湖大道18号武汉SKP商场GF层B1010铺位,武汉市,湖北省,China,CN,Asia,18086019130,,,30.563347,114.345175,
588,DJI大疆授权体验店(舟山东港凯虹),Retail Store,low,浙江省舟山市普陀区东港街道海天大道2755号1F-L1-06铺位,舟山市,浙江省,China,CN,Asia,15958075253,137135565@qq.com,,29.962906,122.314413,
589,DJI大疆授权体验店(北京西红门荟聚中心),Retail Store,low,北京市大兴区欣宁街15号西红门荟聚购物中心1层5-01-140-SU,北京市,北京市,China,CN,Asia,010-80251903/13835521921,,,39.785593,116.326604,
590,DJI大疆授权专卖店(南宁三街两巷),Retail Store,low,广西南宁市兴宁区三街两巷街区金狮巷5号 DJI大疆店（城隍庙后面）,南宁市,广西壮族自治区,China,CN,Asia,"18011968685,19163919926",997258415@qq.com,,22.81,108.32,
591,DJI大疆授权体验店(北京丰科万达广场),Retail Store,low,北京丰科万达广场室内步行街【1F】层【1007】号商铺,北京市,北京市,China,CN,Asia,18731070361,huagnzijing@ylphone.cn,,39.83,116.31,
592,DJI大疆授权体验店(榆林万达),Retail Store,low,陕西省榆林市榆阳区明珠路街道万达广场 1062AB,榆林市,陕西省,China,CN,Asia,19102930573,19102930573@189.com,,38.247393,109.75,
593,DJI大疆授权体验店(深圳壹方城),Retail Store,low,深圳市宝安区新湖路99号壹方城B1层B1-003A号商铺,深圳市,广东省,China,CN,Asia,"0755-23223547,17796305912",,,22.552495,113.887683,
594,DJI大疆授权体验店(广安吾悦),Retail Store,low,四川省广安市金安大道三段70号广安吾悦广场1F中庭,广安市,四川省,China,CN,Asia,15283776733,19338975227@189.cn,,30.45,106.66,
595,DJI大疆授权体验店(上海宝杨宝龙),Retail Store,low,上海市宝山区同济路669弄10号M1-L1-071铺位,上海市,上海市,China,CN,Asia,17511662326,xuhaojie@mc2.cn,,31.4,121.49,
596,DJI大疆授权体验店(昆明好悦天地购物中心),Retail Store,low,云南省昆明市环城南路618号好悦天地购物中心3-1-06号商铺,昆明市,云南省,China,CN,Asia,18082824526,543070260@qq.com,,25.028922,102.719994,
597,DJI大疆授权体验店(长沙悦方IDmall),Retail Store,low,湖南省长沙市天心区坡子街216号悦方ID mall 1楼L152+153号铺,长沙市,湖南省,China,CN,Asia,19198081820,809073479@qq.com,,28.189608,112.975186,
598,DJI大疆授权体验店(广州白云凯德),Retail Store,low,广东省广州市白云区云城西路890号L1层25,广州市,广东省,China,CN,Asia,"19925899136,020-31213904",,,23.181166,113.269865,
599,DJI大疆授权体验店(重庆北城天街),Retail Store,low,重庆市江北区观音桥北城天街X馆2F-001号商铺,重庆市,重庆市,China,CN,Asia,023-67613267/15736133312,,,29.580065,106.538302,
600,DJI大疆授权体验店(南京城北万象汇),Retail Store,low,江苏省南京市栖霞区栖霞大道106-108号南京城北万象汇B馆1楼-218B号（DJI大疆）,南京市,江苏省,China,CN,Asia,"025-85323216,15651960712",906536474@qq.com,,31.12296,118.83033,
601,DJI大疆授权体验店(广州琶洲保利),Retail Store,low,广州市海珠区新港东路10号琶洲保利广场一楼1030铺,广州市,广东省,China,CN,Asia,19927573754,,,23.105188,113.390583,
602,DJI大疆授权体验店(无锡滨湖万象汇),Retail Store,low,江苏省无锡市滨湖区太湖大道1688号滨湖万象汇1层L133大疆,无锡市,江苏省,China,CN,Asia,17318800788,164816127@qq.com,,31.541707,120.260962,
603,DJI大疆授权体验店(上海静安大融城),Retail Store,low,上海市静安区沪太路1111弄6-10号，沪太路1105、1107号,上海市,上海市,China,CN,Asia,13122046263,fhjingandrc@fhql.com,,31.29,121.43,
604,DJI大疆授权体验店(上海浦东国际机场),Retail Store,low,上海市浦东新区迎宾大道8000号浦东国际机场T2航站楼2C-45,上海市,上海市,China,CN,Asia,17392574425,lijuntai@mc2.cn,,31.15,121.81,
605,DJI大疆授权体验店(重庆源著天街),Retail Store,low,重庆市源著天街A馆-LG层-28\29号,重庆市,重庆市,China,CN,Asia,18426405538,1054778674@qq.com,,29.605246,106.496358,
606,DJI大疆专区专柜((成都数码广场甲丁店),Retail Store,low,四川省成都市武侯区玉林街道人民南路四段数码广场负一楼D6,成都市,四川省,China,CN,Asia,18848254413,"3264263937@qq,com",,30.64,104.07,
607,DJI大疆授权体验店(西安赛格国际购物中心),Retail Store,low,陕西省西安市雁塔区小寨路街道长安中路赛格国际购物中心2层2c028,西安市,陕西省,China,CN,Asia,18909205659,,,34.229979,108.953911,
608,DJI大疆授权专卖店(忻州市古城店),Retail Store,low,山西省忻州市忻府区忻州古城秀荣街道南北大街146号,忻州市,山西省,China,CN,Asia,15535093373,1178220644@qq.com,,38.402447,112.743583,
609,DJI大疆授权体验店(杭州萧山万象汇),Retail Store,low,杭州市萧山区金城路927号万象汇商场B1层B183室,杭州市,浙江省,China,CN,Asia,0571-82675869,,,30.182085,120.269264,
610,DJI大疆授权体验店(广元利州万达),Retail Store,low,四川省广元市利州区万缘路与万缘大桥交叉口东南角广元万达广场一号门,广元市,四川省,China,CN,Asia,19180164358,19180164358@189.com,,32.424358,105.875969,
611,DJI大疆授权体验店(贵港港北万达授权体验店),Retail Store,low,广西贵港市港北区仙衣路与布山大道交汇处贵港港北万达广场1楼1056号商铺,贵港市,广西壮族自治区,China,CN,Asia,"0775-4898246,19977553173",592059037@qq.com,,23.117459,109.583298,
612,DJI大疆授权体验店(乌鲁木齐汇嘉时代),Retail Store,low,乌鲁木齐市新市区北京中路147号汇嘉时代一楼6号门旁,乌鲁木齐市,新疆维吾尔自治区,China,CN,Asia,"0991-3332887,18160537371",,,43.796886,87.619381,
613,DJI大疆授权专卖店(银川新百CCmall店),Retail Store,low,宁夏银川市兴庆区鼓楼新百ccmall西侧工农巷11号,银川市,宁夏回族自治区,China,CN,Asia,0951-8760449,,,38.47047,106.28575,
614,DJI大疆哈苏概念店(西安SKP),Retail Store,low,西安市碑林区长安北路261号skp-4楼,西安市,陕西省,China,CN,Asia,029-83699085/17791202294,,,34.247099,108.947332,
615,DJI大疆授权体验店(北京朝阳大悦城),Retail Store,low,北京市朝阳区朝阳北路101号朝阳大悦城B1-05,北京市,北京市,China,CN,Asia,15321861792,,,39.935676,116.561661,
616,DJI大疆授权体验店(烟台振华广场),Retail Store,low,山东省烟台市芝罘区西大街8号振华商厦1层A41,烟台市,山东省,China,CN,Asia,17554258626,1034966524@qq.com,,37.542069,121.38328,
617,DJI大疆授权体验店(西安益田假日世界),Retail Store,low,西安市新城区长乐西路益田假日世界购物中心1F,西安市,陕西省,China,CN,Asia,029-83220126/17392540513,,,34.269737,108.973356,
618,DJI大疆授权专卖店(郑州朗悦公园茂),Retail Store,low,河南省郑州市高新技术开发区朗悦公园茂U-24-05区1层A1024号,郑州市,河南省,China,CN,Asia,15515585526,2774029536@qq.com,,34.8209,113.5564,
619,DJI大疆授权体验店(莆田城厢万达),Retail Store,low,福建省莆田市城厢区霞林街道荔华东大道8号莆田万达广场1022B、1023号铺位,莆田市,福建省,China,CN,Asia,"0594-2997616,18950720359",1002138399@qq.com,,25.419062,118.994261,
620,DJI大疆授权体验店(赤峰红山万达),Retail Store,low,内蒙古自治区赤峰市红山区红山万达广场一楼1055,赤峰市,内蒙古自治区,China,CN,Asia,16604760774,2426599581@qq.com,,42.250544,118.908628,
621,DJI大疆授权体验店(郑州美盛龙湖天街),Retail Store,low,郑州市金水区丰庆路博远路龙湖美盛天街A-1F-01AA-DJI大疆,郑州市,河南省,China,CN,Asia,19937757983,317178441@qq.com,,34.816589,113.649277,
622,DJI大疆授权体验店(南通CBD大有境),Retail Store,low,南通市崇川区桃园路12号南通CBD大有境A座1层L1002B号商铺,南通市,江苏省,China,CN,Asia,15371959992/ 0513-89072226,,,31.969093,120.893305,
623,DJI大疆授权体验店(重庆星光68广场),Retail Store,low,重庆市江北区星光68广场A馆-LG层-10A号,重庆市,重庆市,China,CN,Asia,13389607753,19936630032@163.com,,29.57781,106.531916,
624,DJI大疆专区专柜(科佳摄影城店),Retail Store,low,长沙市芙蓉区解放东路科佳摄影城121-1号,长沙市,湖南省,China,CN,Asia,"0731-88000606,13975108805",,,28.190948,113.009345,
625,DJI大疆专区SIS店(达州升华广场),Retail Store,low,四川省达州市达川区汉兴大道二段222附7,达州市,四川省,China,CN,Asia,"15182835770,15882965165",84332922@qq.com,,31.18541,107.50683,
626,DJI大疆授权专卖店(西安百脑汇店),Retail Store,low,"陕西省西安市碑林区文艺路街道
雁塔中路68号百老脑汇一楼1C13A",西安市,陕西省,China,CN,Asia,15991665135,,,34.24133,108.96956,
627,DJI大疆授权体验店(宁波来福士),Retail Store,low,浙江省宁波市江北区大闸南路500号L103A店铺,宁波市,浙江省,China,CN,Asia,0574-87023281,,,31.232234,121.476523,
628,DJI大疆授权体验店(广州番禺K11),Retail Store,low,广州市番禺区汉溪大道178号一楼L04号铺（DJI大疆）,广州市,广东省,China,CN,Asia,"19065494459, 020-84880706",zjl200074@qq.com,,23,113.34,
629,DJI大疆专区SIS店(佛山岭南天地),Retail Store,low,广东省佛山市禅城区福晨里7号岭南天地新里第三层,佛山市,广东省,China,CN,Asia,16628522662,731411625@qq.com,,39.92,116.41,
630,DJI大疆授权体验店(福州金融街万达),Retail Store,low,福州市台江区鳌江路8号万达广场福州金融街店F1-1060,福州市,福建省,China,CN,Asia,"18050779807,0591-87721761",,,26.052604,119.342644,
631,DJI大疆授权体验店(北京丽泽天街),Retail Store,low,北京市丰台区丽泽路16号院1号楼1至5层101内1层30号,北京市,北京市,China,CN,Asia,15321831672,dennis2788@126.com,,39.87,116.34,
632,DJI大疆授权体验店(泰安万达),Retail Store,low,山东省泰安市泰山区万达广场1楼1052-1053铺DJI大疆授权体验店（泰安万达）,泰安市,山东省,China,CN,Asia,15610300301,,,36.067107,117.106495,
633,DJI大疆授权体验店(南宁五象万象汇),Retail Store,low,广西南宁市良庆区平乐大道37号五象万象汇1楼1号门入口处,南宁市,广西壮族自治区,China,CN,Asia,"19195637049,0771-4806785",303529728@qq.com,,22.728323,108.380886,
634,DJI大疆专区SIS店(南京飞越锦创书城店),Retail Store,low,南京市玄武区珠江路699号锦创书城一楼A-1-7号,南京市,江苏省,China,CN,Asia,18851048372,,,32.035567,118.793423,
635,DJI大疆授权体验店(郑州银泰金融岛),Retail Store,low,河南省郑州市金水区银泰金融岛4区1层CL1012室 DJI大疆,郑州市,河南省,China,CN,Asia,18538591993,459323947@qq.com,,34.812134,113.734634,
636,DJI大疆授权体验店(沈阳皇城恒隆),Retail Store,low,沈阳市沈河区中街路128号皇城恒隆广场一层157-1,沈阳市,辽宁省,China,CN,Asia,15940170226,,,41.8025,123.45463,
637,DJI大疆专区SIS店(潍坊万声健康工场店),Retail Store,low,山东省潍坊市奎文区福寿东街2699号万声健康工场1楼A027号大疆授权体验店,潍坊市,山东省,China,CN,Asia,15653640047,wfsqdz@163.com,,36.722359,119.188244,
638,DJI大疆授权体验店(南京江宁龙湾天街),Retail Store,low,江苏省南京市江宁区东山街道潭园西路199号龙湖龙湾天街1F-22a22b商铺大疆,南京市,江苏省,China,CN,Asia,18100605296,wangjianan@feishangkeji.cn,,31.94054,118.836927,
639,DJI大疆专区SIS店(昆明佰腾数码广场佳尼潮店),Retail Store,low,圆通北路佰腾数码广场B座,昆明市,云南省,China,CN,Asia,13688717846,,,25.057582,102.706036,
640,DJI大疆授权体验店(阳江百利广场),Retail Store,low,广东省阳江市江城区东风一路3号百利广场购物中心一层1021号商铺,阳江市,广东省,China,CN,Asia,19200593084,18985483028@163.com,,21.856066,111.959916,
641,DJI大疆授权体验店(北京金融街购物中心),Retail Store,low,北京市西城区金城坊街2号金融购物中心B1层B133大疆,北京市,北京市,China,CN,Asia,15601117791,1776491685@qq.com,,39.91,116.36,
642,DJI大疆授权体验店(天津K11),Retail Store,low,天津K11 Select购物艺术中心L112铺位,天津市,天津市,China,CN,Asia,(022)65170185,,,39.036183,117.702328,
643,DJI大疆授权体验店(张家港曼巴特),Retail Store,low,江苏省苏州市张家港市河西路88号曼巴特购物广场1楼1115大疆,苏州市,江苏省,China,CN,Asia,19951149535,lulu.li@xgngroup.cn,,31.860845,120.545521,
644,DJI大疆授权体验店(西安CityOn 熙地港),Retail Store,low,西安市未央区CityOn熙地港(西安)购物中心L1-007＆L2-006,西安市,陕西省,China,CN,Asia,18192129527,,,34.344013,108.952622,
645,DJI大疆授权专卖店(合肥百脑汇店),Retail Store,low,包河区金寨路162号百脑汇一楼1B03/1A04,合肥市,安徽省,China,CN,Asia,"18301810130,18156036387",3247453274@qq.com,,31.851479,117.27887,
646,DJI大疆授权体验店(中山百汇时代),Retail Store,low,中山市小榄镇北区北秀路43号百汇时代广场一区1层1F058-059号商铺,中山市,广东省,China,CN,Asia,18508135685,1075003516@qq.com,,22.689158,113.223888,
647,DJI大疆授权体验店(上海虹桥国际机场),Retail Store,low,上海市闵行区申达一路1号虹桥机场二号航站楼出发禁区D20-22点位,上海市,上海市,China,CN,Asia,13002175507,miusiheng@mc2.cn,,31.2,121.33,
648,DJI大疆授权专卖店(安阳华富广场店),Retail Store,low,河南省安阳市文峰区中华路与德隆街交叉口向东10米路北1楼102号,安阳市,河南省,China,CN,Asia,18937260333,68761128@qq.com,,36.088,114.3968,
649,DJI大疆授权体验店(杭州西溪龙湖天街),Retail Store,low,杭州市西湖区余杭塘路1001号龙湖西溪天街L1层 A-1F-08 号铺,杭州市,浙江省,China,CN,Asia,13626629944,1324007520@qq.com,,30.3,120.07,
650,DJI大疆授权体验店(柳州城中万达),Retail Store,low,广西柳州市城中区东环大道256号城中万达广场1楼1061号,柳州市,广西壮族自治区,China,CN,Asia,"18178240961,0772-8802667",362081055@qq.com,,24.329505,109.441824,
651,DJI大疆专区专柜(哈尔滨红军街店),Retail Store,low,哈尔滨市南岗区红军街124号汇丰照相机,哈尔滨市,黑龙江省,China,CN,Asia,13936246317,,,45.760117,126.636463,
652,DJI大疆授权体验店(厦门思明SM),Retail Store,low,福建省厦门市思明区嘉禾路399号SM新生活广场蓝宝石馆二层B201铺位,厦门市,福建省,China,CN,Asia,0592-5602922；18159283995,,,24.499931,118.125313,
653,DJI大疆授权专卖店(武汉民众乐园店),Retail Store,low,湖北省武汉市江汉区中山大道704号新民众乐园L1-03商铺,武汉市,湖北省,China,CN,Asia,13545104728,20138600@qq.com,,30.576349,114.28752,
654,DJI大疆授权体验店(伊犁环球港),Retail Store,low,新疆维吾尔自治区伊犁哈萨克自治州伊宁市阿合买提江路120号,伊犁哈萨克自治州,新疆维吾尔自治区,China,CN,Asia,15899109512,320232404@qq.com,,43.925285,81.308467,
655,DJI大疆授权体验店(十堰武商MALL),Retail Store,low,湖北省十堰市茅箭区人民北路1号1B-22铺位,十堰市,湖北省,China,CN,Asia,"19371962936,0719-8655568",zhaoyangchen@mc2.cn,,32.652311,110.786081,
656,DJI大疆哈苏概念店(哈尔滨卓展),Retail Store,low,黑龙江省哈尔滨市道里区上海街99号卓展购物中心B座1-006,哈尔滨市,黑龙江省,China,CN,Asia,18246126256,,,45.757727,126.605634,
657,DJI大疆授权体验店(南通海安万达),Retail Store,low,南通市海安市黄海大道160号万达广场1楼1001,南通市,江苏省,China,CN,Asia,15371957299,wangwencheng@feishangkeji.cn,,32.517437,120.447057,
658,DJI大疆授权专卖店(广州广百百货北京路店),Retail Store,low,广州市越秀区北京路295号广百百货8楼旧翼,广州市,广东省,China,CN,Asia,13533190133,,,23.12347,113.26878,
659,DJI大疆授权体验店(马鞍山金鹰),Retail Store,low,安徽省马鞍山市花山区金鹰购物中心1F F-1033-D,马鞍山市,安徽省,China,CN,Asia,13645193005,zhangyunfan@feishangkeji.cn,,31.687581,118.504322,
660,DJI大疆授权专卖店(沈阳市华强电子世界门市店),Retail Store,low,辽宁省沈阳市和平区三好街华强广场一楼(2门)门市DJI大疆,沈阳市,辽宁省,China,CN,Asia,18640100989,,,41.762735,123.426918,
661,DJI大疆授权体验店(北京祥云小镇),Retail Store,low,北京市顺义区中粮小镇北区7—103,北京市,北京市,China,CN,Asia,01069499101,1874813147@qq.com,,40.519,116.3149,
662,DJI大疆授权专卖店(江阴人民中路店),Retail Store,low,江苏省江阴市澄江街道人民中路31号,无锡市,江苏省,China,CN,Asia,13815282180,312915446@qq.com,,31.904433,120.276786,
663,DJI大疆授权体验店(长春欧亚卖场),Retail Store,low,吉林省长春市朝阳区5178号欧亚卖场一楼东海大街82号,长春市,吉林省,China,CN,Asia,13654492199,,,43.843615,125.246521,
664,DJI大疆授权体验店(南昌红谷滩万达),Retail Store,low,江西省南昌市红谷滩区南昌红谷滩万达广场A区1商业楼01-1077内,南昌市,江西省,China,CN,Asia,17336202349,2476256179@gq.com,,28.697661,115.855389,
665,DJI大疆专区SIS店(嘉兴市城北路店),Retail Store,low,浙江省嘉兴市南湖区新嘉街道城北路139号,嘉兴市,浙江省,China,CN,Asia,15888330606,525473812@qq.com,,30.768852,120.745111,
666,DJI大疆授权专卖店(广州众程数码广场店),Retail Store,low,广东省广州市天河区天河路560号众程数码广场106铺,广州市,广东省,China,CN,Asia,"02038808537,18027340634",775435863@qq.com,,23.139034,113.344148,
667,DJI大疆授权体验店(上海兴业太古汇),Retail Store,low,上海市静安区石门一路288号兴业太古汇3层L390DJI,上海市,上海市,China,CN,Asia,13122627192,,,31.228504,121.463251,
668,DJI大疆授权体验店(宁波天一京东MALL),Retail Store,low,浙江省宁波市海曙区中山东路181号京东MALL,宁波市,浙江省,China,CN,Asia,13064160913,zhaoyao.65@jd.con,,29.871722,121.555498,
669,DJI大疆授权体验店(杭州奥体印象城),Retail Store,low,杭州市萧山区飞虹路1408号奥体印象城一层L1-21铺位,杭州市,浙江省,China,CN,Asia,0571-87176718,,,30.223979,120.253391,
670,DJI大疆授权体验店(重庆光环购物公园),Retail Store,low,重庆市两江新区湖彩路118号约克郡光环购物公园C馆LG-06b,重庆市,重庆市,China,CN,Asia,023-60367151,,,29.653771,106.531583,
671,DJI大疆授权体验店(上海江桥万达),Retail Store,low,"上海市嘉定区金沙江西路1051号L1-1084,1086A铺",上海市,上海市,China,CN,Asia,"69982097,13127569096",fhjiangqiaowanda@fhql.com,,31.24,121.3,
672,DJI大疆授权体验店(东莞君尚),Retail Store,low,东莞市东纵大道93号君尚1007-1号,东莞市,广东省,China,CN,Asia,"0755-22226070,18929256236",zhangke@hengweixin.com.cn,,23.03879,113.77254,
673,DJI大疆授权体验店(淄博万象汇),Retail Store,low,山东省淄博市张店区金晶大道66号淄博万象汇一楼L135,淄博市,山东省,China,CN,Asia,15866291693,,,36.803011,118.060685,
674,DJI大疆授权体验店(佛山映月湖环宇城),Retail Store,low,广东省佛山市南海区桂澜中路18号中海环宇城F1-L125DJI大疆,佛山市,广东省,China,CN,Asia,18202082082,361903774@qq.com,,23.03924,113.05796,
675,DJI大疆授权专卖店(邹城城中步行街店),Retail Store,low,山东省济宁市邹城市钢山街道太平西路邹城公用水务1楼大疆,济宁市,山东省,China,CN,Asia,19653705588,,,35.41,116.98,
676,DJI大疆授权专卖店(成都数码广场特旺店),Retail Store,low,成都市武侯区人民南路四段一号时代数码广场1楼E15A,成都市,四川省,China,CN,Asia,13980983260,,,30.63325,104.066815,
677,DJI大疆专区SIS店(大连市辽宁街店),Retail Store,low,大连市金普新区辽宁街48-7,大连市,辽宁省,China,CN,Asia,15998480592,3509113805@qq.com,,39.051466,121.779668,
678,DJI大疆授权专卖店(西宁胜利路电子市场店),Retail Store,low,西宁市城西区胜利路电脑电子市场西厅1-33,西宁市,青海省,China,CN,Asia,13997042080,,,36.62828,101.76588,
679,DJI大疆授权体验店(无锡恒隆广场),Retail Store,low,江苏省无锡市梁溪区人民中路恒隆广场B1-110-2 大疆,无锡市,江苏省,China,CN,Asia,19941712397,,,31.575007,120.296935,
680,DJI大疆授权体验店(银川新百中心),Retail Store,low,宁夏省银川市兴庆区新华东街97号新华百货新百中心第一层001CF1013号商铺,银川市,宁夏回族自治区,China,CN,Asia,17752318448,17752318448@189.com,,38.46,106.28,
681,DJI大疆授权体验店(济南万象城),Retail Store,low,山东省济南市历下区经十路11111号济南万象城LG2层LG213,济南市,山东省,China,CN,Asia,0531-88950327/13589573219,,,36.666628,117.076409,
682,DJI大疆专区专柜(徐州新世纪乐园店),Retail Store,low,复兴南路4号新世纪乐园综合楼1层106，107,徐州市,江苏省,China,CN,Asia,17721762988,,,34.253571,117.206306,
683,DJI大疆专区SIS店(西安西部电子商城店),Retail Store,low,西安市雁塔区电子一路18号赛格电子市场 1A315-1A320,西安市,陕西省,China,CN,Asia,15802983611,729089310@qq.com,,34.22,108.92,
684,DJI大疆授权体验店(北京京东MALL南三环),Retail Store,low,北京市丰台区南苑路6号1号楼京东MALL（北京南三环店）一层,北京市,北京市,China,CN,Asia,19990707367,liuweiguang.15@jd.com,,39.5105,116.2343,
685,DJI大疆授权体验店(郑州探十里),Retail Store,low,河南省郑州市中原区陇海路与桐柏路交叉口探十里购物中心1楼L167z铺位 DJI 大疆,郑州市,河南省,China,CN,Asia,15738409299,,,34.735517,113.616353,
686,DJI大疆授权体验店(南京金鹰世界),Retail Store,low,江苏省南京市建邺区应天大街888号金鹰世界F1-00488大疆,南京市,江苏省,China,CN,Asia,17314407068，025-86533821,nj_hxjy_dji@xgngroup.cn,,32.0261,118.735,
687,DJI大疆授权体验店(上海iapm环贸),Retail Store,low,上海市淮海中路999号iapm环贸广场商场LG1层116铺位,上海市,上海市,China,CN,Asia,021-64158059/13122034265,,,31.21668,121.458598,
688,DJI大疆授权体验专区(郑州国贸360),Retail Store,low,河南省郑州市金水区花园路国贸360店一层A119号DJI大疆,郑州市,河南省,China,CN,Asia,15294625815,15294625815@163.com,,34.784946,113.680122,
689,DJI大疆授权体验店(济南贵和购物中心),Retail Store,low,山东省济南市历下区天地坛街1号贵和购物中心B1层B08A室,济南市,山东省,China,CN,Asia,18353137925,,,36.664651,117.025959,
690,DJI大疆专区SIS店(杭州市颐高广场崇旺店),Retail Store,low,杭州市西湖区黄姑山路29号颐高数码7号玻璃房,杭州市,浙江省,China,CN,Asia,15158876469/18757145218,,,30.281589,120.139786,
691,DJI大疆授权专卖店(泸州酒城乐园),Retail Store,low,四川省泸州市春景路酒城乐园主大门14号门市,泸州市,四川省,China,CN,Asia,18284472040,,,28.883185,105.424566,
692,DJI大疆授权体验店(上海万象城),Retail Store,low,上海市闵行区吴中路1599号上海万象城商场5层L520a铺位,上海市,上海市,China,CN,Asia,021-54331657,,,31.18,121.38,
693,DJI大疆授权体验店(哈尔滨南岗远大),Retail Store,low,黑龙江省哈尔滨市南岗区果戈里大街378号5F-B14,哈尔滨市,黑龙江省,China,CN,Asia,18724512007,,,45.760565,126.643868,
