id,name,dealer_type,priority,address,city,state,country,country_code,continent,phone,email,website,latitude,longitude,linkedin_url,linkedin_scanned_at,notes,created_at,updated_at
554,DJI Authorized Experience Store (Xiamen Zhonghua City),Retail Store,low,"No. 171, 25 Zhonghua City, 1st Floor, Area C, Xiamen City, Fujian Province",Xiamen City,Fujian Province,China,CN,Asia,18150892728,1670439346@qq.com,,24.455384,118.077924,,,,2026-03-21 13:37:16.185211+00,2026-03-21 14:35:45.505+00
555,DJI Authorized Experience Store (Changchun Motian Vitality City),Retail Store,low,"1st Floor, No. 137, Motian Vitality City, Intersection of Xiantai Street and Zhanjiang Road, Economic and Technological Development Zone, Changchun City, Jilin Province",Changchun City,Jilin Province,China,CN,Asia,13404552544,,,43.836325,125.379442,,,,2026-03-21 13:37:16.185211+00,2026-03-21 14:08:49.328+00
556,DJI Authorized Experience Store (Shanghai Xijiao Bailian),Retail Store,low,"No. 88 Xianxia West Road, Changning District, Shanghai City, 1st Floor, G05-01F01-01-0037, Bailian Xijiao Shopping Center",Shanghai City,Shanghai City,China,CN,Asia,021-52555736,,,31.2088,121.369117,,,,2026-03-21 13:37:16.185211+00,2026-03-21 14:08:49.432+00
557,DJI Authorized Experience Store (Dezhou Aodeli),Retail Store,low,"No. 1899 Dongfeng East Road, Decheng District, Dezhou City, Shandong Province, 1st Floor, Aodeli Times Square",Dezhou City,Shandong Province,China,CN,Asia,杨硕,,,37.429163,116.366938,,,,2026-03-21 13:37:16.185211+00,2026-03-21 14:08:49.538+00
558,DJI Authorized Experience Store (Nanjing Xianlin Golden Eagle),Retail Store,low,"No. 1, Xuehai Road, Qixia District, Nanjing City, Jiangsu Province, F1001-2, Golden Eagle Lakeside World",Nanjing City,Jiangsu Province,China,CN,Asia,025-83115003/13906104006,,,32.100172,118.923293,,,,2026-03-21 13:37:16.185211+00,2026-03-21 14:08:49.644+00
559,DJI Authorized Experience Store (Guiyang Xiahe Vanke Plaza),Retail Store,low,"No. 108, 1st Floor, Guiyang Metropolitan Vanke Plaza, Economic and Technological Development Zone, Guiyang City, Guizhou Province",Guiyang City,Guizhou Province,China,CN,Asia,18096185514,,,26.522028,106.711724,,,,2026-03-21 13:37:16.185211+00,2026-03-21 14:08:49.745+00
560,DJI Authorized Store (Yining Wangjing Huating),Retail Store,low,"Room 1-002, Building 3, No. 225 Jiefang West Road, Yining City, Ili Kazakh Autonomous Prefecture",Ili Kazakh Autonomous Prefecture,Xinjiang Uygur Autonomous Region,China,CN,Asia,13779152648；18299258758,,,43.938117,81.309149,,,,2026-03-21 13:37:16.185211+00,2026-03-21 14:08:49.854+00
561,DJI Authorized Experience Store (Qingyuan Wanda),Retail Store,low,"No. 89 Huxi Road, Qingcheng District, Qingyuan City, Guangdong Province, No. 1071, DJI Store",Qingyuan City,Guangdong Province,China,CN,Asia,13336496742,1746740723@qq.com,,23.712793,113.013367,,,,2026-03-21 13:37:16.185211+00,2026-03-21 14:35:45.505+00
562,DJI Authorized Experience Store (Chongqing Guanghuan Garden City),Retail Store,low,"No. 115 Tongmao Avenue, Yubei District, Chongqing City, B Building, L1 Floor, 3A",Chongqing City,Chongqing City,China,CN,Asia,19111238653,19936630032@163.com,,29.722874,106.591242,,,,2026-03-21 13:37:16.185211+00,2026-03-21 14:35:45.505+00
563,DJI Authorized Store (Xiamen Convention and Exhibition Center),Retail Store,low,"No. 11 Huizhan South Road, Siming District, Xiamen City, Fujian Province, Room 102",Xiamen City,Fujian Province,China,CN,Asia,"0592-2212131,17750666995",465886177@qq.com,,24.464004,118.183081,,,,2026-03-21 13:37:16.185211+00,2026-03-21 14:35:45.505+00
564,DJI Hasselblad Concept Store (Zhengzhou David City),Retail Store,low,"No. M021, 6th Floor, Dennis David City, No. 2 Qiyi Road, Jinshui District, Zhengzhou City, Henan Province",Zhengzhou City,Henan Province,China,CN,Asia,15939036270,,,34.75853,113.666926,,,,2026-03-21 13:37:16.185211+00,2026-03-21 14:08:50.276+00
565,DJI Authorized Experience Store (Nanjing Yuhua Wanda Plaza),Retail Store,low,"K Block, L138 Store (DJI), Yuhua Wanda Plaza, Yuhuatai District, Nanjing City, Jiangsu Province",Nanjing City,Jiangsu Province,China,CN,Asia,"025-52201829,18915929213",906536474@qq.com,,31.960375,118.732803,,,,2026-03-21 13:37:16.185211+00,2026-03-21 14:35:45.505+00
566,DJI Authorized Experience Store (Chongqing Longhu Jinsan Tianjie),Retail Store,low,"No. 3 Gate, 1st Floor, 35, Longhu Jinsan Tianjie, Xiaolongkan New Street, Shapingba District, Chongqing City",Chongqing City,Chongqing City,China,CN,Asia,"023-65403766,15998905921",373339146@qq.com,,29.537485,106.512189,,,,2026-03-21 13:37:16.185211+00,2026-03-21 14:35:45.505+00
567,DJI Authorized SIS Store (Changchun Gongnong Dajie Xinziwen Store),Retail Store,low,"Hainan Rongyu, Gongnong Dalu, Chaoyang District, Changchun City, Jilin Province",Changchun City,Jilin Province,China,CN,Asia,18186883980,,,43.865484,125.295412,,,,2026-03-21 13:37:16.185211+00,2026-03-21 14:08:50.609+00
568,DJI Authorized Experience Store (Shenyang Taiyuan Street Wanda),Retail Store,low,"No. 2 Taiyuan South Street, Heping District, Shenyang City, Liaoning Province, No. 142BA, 1st Floor, Shenyang Taiyuan Street Wanda Plaza",Shenyang City,Liaoning Province,China,CN,Asia,13066788976,1070787652@qq.com,,41.792254,123.39964,,,,2026-03-21 13:37:16.185211+00,2026-03-21 14:35:45.505+00
569,DJI Authorized Experience Store (Dongguan Xinghe City),Retail Store,low,"No. 1041, 1st Floor, DJI Experience Store, Xinghe Legend Mall, Dongcheng District, Dongguan City, Guangdong Province",Dongguan City,Guangdong Province,China,CN,Asia,13602398315,,,23.023234,113.787592,,,,2026-03-21 13:37:16.185211+00,2026-03-21 14:08:50.837+00
570,DJI Authorized Experience Store (Shanghai Caohejing Impression City),Retail Store,low,"No. 1015, Caohejing Impression City, Cao Bao Road, Shanghai City, L1-25",Shanghai City,Shanghai City,China,CN,Asia,18016215128,lixiang0817@126.com,,31.17,121.41,,,,2026-03-21 13:37:16.185211+00,2026-03-21 14:35:45.505+00
571,DJI Authorized Experience Store (Changsha Jinmao Lanxiu City),Retail Store,low,"No. D1020, Gate 2, Jinmao Lanxiu City, Yuelu District, Changsha City, Hunan Province",Changsha City,Hunan Province,China,CN,Asia,19090366429,492683074@qq.com,,28.196887,112.903115,,,,2026-03-21 13:37:16.185211+00,2026-03-21 14:35:45.505+00
572,DJI Authorized Experience Store (Harbin Xicheng Hongchang),Retail Store,low,"F1CB016, Xicheng Hongchang Art Port, No. 299 Haxi Street, Nangang District, Harbin City, Heilongjiang Province",Harbin City,Heilongjiang Province,China,CN,Asia,18346047918,,,45.704908,126.593696,,,,2026-03-21 13:37:16.185211+00,2026-03-21 14:08:51.158+00
573,DJI Authorized Experience Store (Beijing Longhu Fangshan Tianjie),Retail Store,low,"No. 1, Building 1, No. 2 Zhengtong South Road, Fangshan District, Beijing City, A Building, 1st Floor, Room 1F-02",Beijing City,Beijing City,China,CN,Asia,17710520222,nyc555@qq.com,,39.75,116.15,,,,2026-03-21 13:37:16.185211+00,2026-03-21 14:35:45.505+00
574,DJI Authorized Experience Store (Beijing Changying Tianjie),Retail Store,low,"No. 1, Building 1, No. 1 Changtong Road, Chaoyang District, Beijing City, 1st Floor, Room 1F-37a, 1F-37b",Beijing City,Beijing City,China,CN,Asia,18001358271,,,39.924992,116.599604,,,,2026-03-21 13:37:16.185211+00,2026-03-21 14:08:51.377+00
575,DJI Authorized Experience Store (Shanghai Baoshan Longhu Tianjie),Retail Store,low,"Room SHBCTJ-A-1F-44a, No. 502 Juquan Road, Baoshan District, Shanghai City, Building E, Room 108",Shanghai City,Shanghai City,China,CN,Asia,16601758271,zhouhui@mc2.cn,,31.358,121.363,,,,2026-03-21 13:37:16.185211+00,2026-03-21 14:35:45.505+00
576,DJI Authorized Experience Store (Wuhan Xujia Pavilion JD Mall),Retail Store,low,"Wuhan JD Mall, Intersection of Heping Avenue and Qinyuan Road (Exit of Xujia Pavilion Metro Station), Wuchang District, Hubei Province",Wuhan City,Hubei Province,China,CN,Asia,13733446027,,,30.58895,114.329742,,,,2026-03-21 13:37:16.185211+00,2026-03-21 14:08:51.543+00
577,DJI Authorized Experience Store (Shenzhen Huaqiang Electronic World),Retail Store,low,"No. 1019 Huaqiang North Road, Huaqiang Community, Huaqiangbei Street, Futian District, Shenzhen City, Guangdong Province, 1st Floor, H1F2, H1F3, HIC3, H1COOS",Shenzhen City,Guangdong Province,China,CN,Asia,"18938637079,0755-23605989",1326109455@qq.com,,22.546105,114.081466,,,,2026-03-21 13:37:16.185211+00,2026-03-21 14:35:45.505+00
578,DJI Authorized Experience Store (Tianjin Nankai Joy City),Retail Store,low,"No. 2-6, Nankai District, Tianjin City, 2nd Floor, 2F-B3A Store, Tianjin Joy City South District",Tianjin City,Tianjin City,China,CN,Asia,15022335062，022-58089377,,,39.135522,117.180051,,,,2026-03-21 13:37:16.185211+00,2026-03-21 14:08:51.75+00
579,DJI Hasselblad Concept Store (Shenyang Mixc),Retail Store,low,"No. 288 Youth Street, Heping District, Shenyang City, Liaoning Province, L518, China Resources Mixc",Shenyang City,Liaoning Province,China,CN,Asia,15140250233,,,41.776208,123.434433,,,,2026-03-21 13:37:16.185211+00,2026-03-21 14:08:51.85+00
580,DJI Authorized Experience Store (Hangzhou Gongshu Wanda),Retail Store,low,"No. 666 Hangxing Road, 1st Floor, No. 1038, Wanda Plaza, Hangzhou City, Zhejiang Province",Hangzhou City,Zhejiang Province,China,CN,Asia,15204699745,1371160210@qq.com,,30.33012,120.119619,,,,2026-03-21 13:37:16.185211+00,2026-03-21 14:35:45.505+00
581,DJI Authorized Experience Store (Urumqi Economic Development Wanda),Retail Store,low,"No. 999 Xuanwu Lake Road, Economic Development Zone, Urumqi City, Xinjiang Uygur Autonomous Region, 1st Floor, No. 1B21",Urumqi City,Xinjiang Uygur Autonomous Region,China,CN,Asia,18167931297,,,43.847781,87.52412,,,,2026-03-21 13:37:16.185211+00,2026-03-21 14:08:52.057+00
582,DJI Authorized Experience Store (Chongqing Jinkai Aegean Sea),Retail Store,low,"No. 1003 Jinkai Avenue, Yubei District, Chongqing City, 1st Floor, F1027A, Jinkai Aegean Sea",Chongqing City,Chongqing City,China,CN,Asia,15310150836,846222547@qq.com,,29.628323,106.533579,,,,2026-03-21 13:37:16.185211+00,2026-03-21 14:35:45.505+00
583,DJI Authorized Experience Store (Chengdu JD Mall New South Center),Retail Store,low,"No. 59 Duhui Road, Wuhou District, Chengdu City, Sichuan Province, 1st Floor, Chengdu JD Mall",Chengdu City,Sichuan Province,China,CN,Asia,13688481883,1274967351@QQ.COM,,30.609839,104.070551,,,,2026-03-21 13:37:16.185211+00,2026-03-21 14:35:45.505+00
584,DJI Authorized Experience Store (Wenzhou Longwan Wuyue Plaza),Retail Store,low,"No. 1F1059, Wuyue Plaza, Intersection of Yandang West Road and Shangjiang Road, Longwan District, Wenzhou City, Zhejiang Province",Wenzhou City,Zhejiang Province,China,CN,Asia,15158480712,wangzilong@hjsj.cc,,27.986064,120.723223,,,,2026-03-21 13:37:16.185211+00,2026-03-21 14:35:45.505+00
585,DJI Authorized Counter (Dongying Hengrui Cultural Plaza),Retail Store,low,"No. 48 Jinan Road, Dongying District, Dongying City, Shandong Province, Best Photography Equipment",Dongying City,Shandong Province,China,CN,Asia,13356640618/13210337893,,,37.46121,118.509456,,,,2026-03-21 13:37:16.185211+00,2026-03-21 14:08:52.485+00
586,DJI Authorized SIS Store (Baise Biguiyuan),Retail Store,low,"No. 110, Building 7, Biguiyuan Emerald County, Dongzhou Avenue, Baise City, Guangxi Zhuang Autonomous Region",Baise City,Guangxi Zhuang Autonomous Region,China,CN,Asia,"0776-2854693,13977698077",978543729@qq.com,,23.871104,106.632119,,,,2026-03-21 13:37:16.185211+00,2026-03-21 14:35:45.505+00
587,DJI Hasselblad Concept Store (Wuhan SKP),Retail Store,low,"No. B1010, GF Floor, Wuhan SKP Mall, No. 18 Shahu Avenue, Wuchang District, Wuhan City, Hubei Province",Wuhan City,Hubei Province,China,CN,Asia,18086019130,,,30.563347,114.345175,,,,2026-03-21 13:37:16.185211+00,2026-03-21 14:08:52.697+00
588,DJI Authorized Experience Store (Zhoushan Donggang Kaihong),Retail Store,low,"No. 2755 Haitian Avenue, Donggang Street, Putuo District, Zhoushan City, Zhejiang Province, 1st Floor, L1-06",Zhoushan City,Zhejiang Province,China,CN,Asia,15958075253,137135565@qq.com,,29.962906,122.314413,,,,2026-03-21 13:37:16.185211+00,2026-03-21 14:35:45.505+00
589,DJI Authorized Experience Store (Beijing Xihongmen Huiju Center),Retail Store,low,"No. 15 Xinning Street, Daxing District, Beijing City, 1st Floor, 5-01-140-SU, Xihongmen Huiju Shopping Center",Beijing City,Beijing City,China,CN,Asia,010-80251903/13835521921,,,39.785593,116.326604,,,,2026-03-21 13:37:16.185211+00,2026-03-21 14:08:52.912+00
590,DJI Authorized Store (Nanning Sanjie Liangxiang),Retail Store,low,"No. 5 Jinshi Lane, Sanjie Liangxiang Block, Xining District, Nanning City, Guangxi Zhuang Autonomous Region (Behind Chenghuang Temple)",Nanning City,Guangxi Zhuang Autonomous Region,China,CN,Asia,"18011968685,19163919926",997258415@qq.com,,22.81,108.32,,,,2026-03-21 13:37:16.185211+00,2026-03-21 14:35:45.505+00
591,DJI Authorized Experience Store (Beijing Fengke Wanda Plaza),Retail Store,low,"No. 1007, Indoor Pedestrian Street, Beijing Fengke Wanda Plaza, 1st Floor",Beijing City,Beijing City,China,CN,Asia,18731070361,huagnzijing@ylphone.cn,,39.83,116.31,,,,2026-03-21 13:37:16.185211+00,2026-03-21 14:35:45.505+00
592,DJI Authorized Experience Store (Yulin Wanda),Retail Store,low,"No. 1062AB, Wanda Plaza, Mingzhu Road, Yuyang District, Yulin City, Shaanxi Province",Yulin City,Shaanxi Province,China,CN,Asia,19102930573,19102930573@189.com,,38.247393,109.75,,,,2026-03-21 13:37:16.185211+00,2026-03-21 14:35:45.505+00
593,DJI Authorized Experience Store (Shenzhen Yifang City),Retail Store,low,"No. 99 Xinhulu Road, Bao'an District, Shenzhen City, Guangdong Province, B1 Floor, B1-003A Store",Shenzhen City,Guangdong Province,China,CN,Asia,"0755-23223547,17796305912",,,22.552495,113.887683,,,,2026-03-21 13:37:16.185211+00,2026-03-21 14:08:53.328+00
594,DJI Authorized Experience Store (Guang'an Wuyue),Retail Store,low,"70 Jinan Avenue, Section 3, Guang'an Wuyue Plaza, 1F Atrium",Guang'an,Sichuan Province,China,CN,Asia,15283776733,19338975227@189.cn,,30.45,106.66,,,,2026-03-21 13:37:16.185211+00,2026-03-21 14:35:45.691+00
595,DJI Authorized Experience Store (Shanghai Baoyang Baolong),Retail Store,low,"No. 10, Lane 669, Tongji Road, Baoshan District",Shanghai,Shanghai,China,CN,Asia,17511662326,xuhaojie@mc2.cn,,31.4,121.49,,,,2026-03-21 13:37:16.185211+00,2026-03-21 14:35:45.691+00
596,DJI Authorized Experience Store (Kunming Haoyue Tiandi Shopping Center),Retail Store,low,"No. 618, Huan Cheng South Road, Haoyue Tiandi Shopping Center, Shop 3-1-06",Kunming,Yunnan Province,China,CN,Asia,18082824526,543070260@qq.com,,25.028922,102.719994,,,,2026-03-21 13:37:16.185211+00,2026-03-21 14:35:45.691+00
597,DJI Authorized Experience Store (Changsha Yuefang IDmall),Retail Store,low,"No. 216, Pozi Street, Tianxin District, Yuefang ID mall, Shop L152+153, 1st Floor",Changsha,Hunan Province,China,CN,Asia,19198081820,809073479@qq.com,,28.189608,112.975186,,,,2026-03-21 13:37:16.185211+00,2026-03-21 14:35:45.691+00
598,DJI Authorized Experience Store (Guangzhou Baiyun Kaide),Retail Store,low,"No. 890, Yuncheng West Road, Baiyun District, L1 Floor 25",Guangzhou,Guangdong Province,China,CN,Asia,"19925899136,020-31213904",,,23.181166,113.269865,,,,2026-03-21 13:37:16.185211+00,2026-03-21 14:10:02.383+00
599,DJI Authorized Experience Store (Chongqing Beicheng Tianjie),Retail Store,low,"Shop 2F-001, X Building, Beicheng Tianjie, Guanyinqiao, Jiangbei District",Chongqing,Chongqing,China,CN,Asia,023-67613267/15736133312,,,29.580065,106.538302,,,,2026-03-21 13:37:16.185211+00,2026-03-21 14:10:02.493+00
600,DJI Authorized Experience Store (Nanjing Chengbei Wanxianghui),Retail Store,low,"No. 106-108, Qixia Avenue, Nanjing Chengbei Wanxianghui, B Building, 1st Floor-218B (DJI)",Nanjing,Jiangsu Province,China,CN,Asia,"025-85323216,15651960712",906536474@qq.com,,31.12296,118.83033,,,,2026-03-21 13:37:16.185211+00,2026-03-21 14:35:45.691+00
601,DJI Authorized Experience Store (Guangzhou Pazhou Poly),Retail Store,low,"No. 10, Xinguang East Road, Haizhu District, Pazhou Poly Plaza, Shop 1030, 1st Floor",Guangzhou,Guangdong Province,China,CN,Asia,19927573754,,,23.105188,113.390583,,,,2026-03-21 13:37:16.411471+00,2026-03-21 14:10:02.706+00
602,DJI Authorized Experience Store (Wuxi Binhu Wanxianghui),Retail Store,low,"No. 1688, Taihu Avenue, Binhu District, Wuxi Wanxianghui, 1st Floor, L133",Wuxi,Jiangsu Province,China,CN,Asia,17318800788,164816127@qq.com,,31.541707,120.260962,,,,2026-03-21 13:37:16.411471+00,2026-03-21 14:35:45.691+00
603,DJI Authorized Experience Store (Shanghai Jing'an Daring City),Retail Store,low,"No. 6-10, Lane 1111, Huta Road, Jing'an District, No. 1105, 1107",Shanghai,Shanghai,China,CN,Asia,13122046263,fhjingandrc@fhql.com,,31.29,121.43,,,,2026-03-21 13:37:16.411471+00,2026-03-21 14:35:45.691+00
604,DJI Authorized Experience Store (Shanghai Pudong International Airport),Retail Store,low,"No. 8000, Yingbin Avenue, Pudong New District, T2 Terminal, 2C-45",Shanghai,Shanghai,China,CN,Asia,17392574425,lijuntai@mc2.cn,,31.15,121.81,,,,2026-03-21 13:37:16.411471+00,2026-03-21 14:35:45.691+00
605,DJI Authorized Experience Store (Chongqing Yuanzhu Tianjie),Retail Store,low,"A Building, LG Floor, No. 28\29, Yuanzhu Tianjie",Chongqing,Chongqing,China,CN,Asia,18426405538,1054778674@qq.com,,29.605246,106.496358,,,,2026-03-21 13:37:16.411471+00,2026-03-21 14:35:45.691+00
606,DJI Special Zone Counter (Chengdu Digital Plaza Jiading Store),Retail Store,low,"D6, Basement 1, Digital Plaza, No. 4, People's South Road, Yulin Street, Wuhou District",Chengdu,Sichuan Province,China,CN,Asia,18848254413,"3264263937@qq,com",,30.64,104.07,,,,2026-03-21 13:37:16.411471+00,2026-03-21 14:35:45.691+00
607,DJI Authorized Experience Store (Xi'an Sege International Shopping Center),Retail Store,low,"No. 2c028, 2nd Floor, Sege International Shopping Center, Chang'an Middle Road, Xiaozhai Street, Yanta District",Xi'an,Shaanxi Province,China,CN,Asia,18909205659,,,34.229979,108.953911,,,,2026-03-21 13:37:16.411471+00,2026-03-21 14:10:03.347+00
608,DJI Authorized Store (Xinzhou Ancient City Store),Retail Store,low,"No. 146, North-South Avenue, Xiangfu District, Xinzhou Ancient City, Xiangfu District",Xinzhou,Shanxi Province,China,CN,Asia,15535093373,1178220644@qq.com,,38.402447,112.743583,,,,2026-03-21 13:37:16.411471+00,2026-03-21 14:35:45.691+00
609,DJI Authorized Experience Store (Hangzhou Xiaoshan Wanxianghui),Retail Store,low,"Room B183, B1 Floor, Wanxianghui Mall, No. 927, Jincheng Road, Xiaoshan District",Hangzhou,Zhejiang Province,China,CN,Asia,0571-82675869,,,30.182085,120.269264,,,,2026-03-21 13:37:16.411471+00,2026-03-21 14:10:03.57+00
610,DJI Authorized Experience Store (Guangyuan Lizhou Wanda),Retail Store,low,"Southeast Corner of the Intersection of Wanyuan Road and Wanyuan Bridge, No. 1 Gate, Guangyuan Wanda Plaza, Lizhou District",Guangyuan,Sichuan Province,China,CN,Asia,19180164358,19180164358@189.com,,32.424358,105.875969,,,,2026-03-21 13:37:16.411471+00,2026-03-21 14:35:45.691+00
611,DJI Authorized Experience Store (Guigang Gangbei Wanda),Retail Store,low,"No. 1056, 1st Floor, Guigang Gangbei Wanda Plaza, Intersection of Xianyi Road and Bushan Avenue, Gangbei District",Guigang,Guangxi Zhuang Autonomous Region,China,CN,Asia,"0775-4898246,19977553173",592059037@qq.com,,23.117459,109.583298,,,,2026-03-21 13:37:16.411471+00,2026-03-21 14:35:45.691+00
612,DJI Authorized Experience Store (Urumqi Huijia Times),Retail Store,low,"Next to Gate 6, 1st Floor, Huijia Times, No. 147, Beijing Middle Road, Xinshi District",Urumqi,Xinjiang Uygur Autonomous Region,China,CN,Asia,"0991-3332887,18160537371",,,43.796886,87.619381,,,,2026-03-21 13:37:16.411471+00,2026-03-21 14:10:03.907+00
613,DJI Authorized Store (Yinchuan Xinbai CCmall Store),Retail Store,low,"No. 11, Gongnong Lane, West Side of Xinbai CCmall, Gulou District",Yinchuan,Ningxia Hui Autonomous Region,China,CN,Asia,0951-8760449,,,38.47047,106.28575,,,,2026-03-21 13:37:16.411471+00,2026-03-21 14:10:04.02+00
614,DJI Hasselblad Concept Store (Xi'an SKP),Retail Store,low,"No. 261, Chang'an North Road, Beilin District, 4th Floor, SKP",Xi'an,Shaanxi Province,China,CN,Asia,029-83699085/17791202294,,,34.247099,108.947332,,,,2026-03-21 13:37:16.411471+00,2026-03-21 14:10:04.125+00
615,DJI Authorized Experience Store (Beijing Chaoyang Joy City),Retail Store,low,"No. 101, Chaoyang North Road, Chaoyang District, B1-05, Chaoyang Joy City",Beijing,Beijing,China,CN,Asia,15321861792,,,39.935676,116.561661,,,,2026-03-21 13:37:16.411471+00,2026-03-21 14:10:04.249+00
616,DJI Authorized Experience Store (Yantai Zhenhua Plaza),Retail Store,low,"No. 8, West Street, Zhifu District, Zhenhua Commercial Building, 1st Floor, A41",Yantai,Shandong Province,China,CN,Asia,17554258626,1034966524@qq.com,,37.542069,121.38328,,,,2026-03-21 13:37:16.411471+00,2026-03-21 14:35:45.691+00
617,DJI Authorized Experience Store (Xi'an Yitian Holiday World),Retail Store,low,"1F, Yitian Holiday World Shopping Center, Changle West Road, Xincheng District",Xi'an,Shaanxi Province,China,CN,Asia,029-83220126/17392540513,,,34.269737,108.973356,,,,2026-03-21 13:37:16.411471+00,2026-03-21 14:10:04.458+00
618,DJI Authorized Store (Zhengzhou Langyue Park Mao),Retail Store,low,"No. A1024, 1st Floor, Area U-24-05, Langyue Park Mao, High-tech Development Zone",Zhengzhou,Henan Province,China,CN,Asia,15515585526,2774029536@qq.com,,34.8209,113.5564,,,,2026-03-21 13:37:16.411471+00,2026-03-21 14:35:45.691+00
619,DJI Authorized Experience Store (Putian Chengxiang Wanda),Retail Store,low,"No. 8, Lihua East Avenue, Xialin Street, Chengxiang District, Putian Wanda Plaza, Shops 1022B, 1023",Putian,Fujian Province,China,CN,Asia,"0594-2997616,18950720359",1002138399@qq.com,,25.419062,118.994261,,,,2026-03-21 13:37:16.411471+00,2026-03-21 14:35:45.691+00
620,DJI Authorized Experience Store (Chifeng Hongshan Wanda),Retail Store,low,"No. 1055, 1st Floor, Hongshan Wanda Plaza, Hongshan District",Chifeng,Inner Mongolia Autonomous Region,China,CN,Asia,16604760774,2426599581@qq.com,,42.250544,118.908628,,,,2026-03-21 13:37:16.411471+00,2026-03-21 14:35:45.691+00
621,DJI Authorized Experience Store (Zhengzhou Meisheng Longhu Tianjie),Retail Store,low,"No. A-1F-01AA-DJI, Longhu Meisheng Tianjie, Fengqing Road, Jinshui District",Zhengzhou,Henan Province,China,CN,Asia,19937757983,317178441@qq.com,,34.816589,113.649277,,,,2026-03-21 13:37:16.411471+00,2026-03-21 14:35:45.691+00
622,DJI Authorized Experience Store (Nantong CBD Dayoujing),Retail Store,low,"Shop L1002B, 1st Floor, Building A, Nantong CBD Dayoujing, No. 12, Taoyuan Road, Chongchuan District",Nantong,Jiangsu Province,China,CN,Asia,15371959992/ 0513-89072226,,,31.969093,120.893305,,,,2026-03-21 13:37:16.411471+00,2026-03-21 14:10:04.976+00
623,DJI Authorized Experience Store (Chongqing Xingguang 68 Plaza),Retail Store,low,"Shop 10A, LG Floor, A Building, Xingguang 68 Plaza, Jiangbei District",Chongqing,Chongqing,China,CN,Asia,13389607753,19936630032@163.com,,29.57781,106.531916,,,,2026-03-21 13:37:16.411471+00,2026-03-21 14:35:45.691+00
624,DJI Special Zone Counter (Kejia Photography City Store),Retail Store,low,"No. 121-1, Jiefang East Road, Furong District",Changsha,Hunan Province,China,CN,Asia,"0731-88000606,13975108805",,,28.190948,113.009345,,,,2026-03-21 13:37:16.411471+00,2026-03-21 14:10:05.181+00
625,DJI Special Zone SIS Store (Dazhou Shenghua Plaza),Retail Store,low,"No. 222, 2nd Section, Hanxing Avenue, Dazhou City, 7",Dazhou,Sichuan Province,China,CN,Asia,"15182835770,15882965165",84332922@qq.com,,31.18541,107.50683,,,,2026-03-21 13:37:16.411471+00,2026-03-21 14:35:45.691+00
626,DJI Authorized Store (Xi'an Bainiao Hui Store),Retail Store,low,"1C13A, 1st Floor, Bai Lao Nai Hui, No. 68, Wenyilu Street, Beilin District",Xi'an,Shaanxi Province,China,CN,Asia,15991665135,,,34.24133,108.96956,,,,2026-03-21 13:37:16.411471+00,2026-03-21 14:10:05.391+00
627,DJI Authorized Experience Store (Ningbo Raffles City),Retail Store,low,"Shop L103A, No. 500, Dazha South Road, Jiangbei District",Ningbo,Zhejiang Province,China,CN,Asia,0574-87023281,,,31.232234,121.476523,,,,2026-03-21 13:37:16.411471+00,2026-03-21 14:10:05.497+00
628,DJI Authorized Experience Store (Guangzhou Panyu K11),Retail Store,low,"Shop L04, 1st Floor, No. 178, Hanxi Avenue, Panyu District (DJI)",Guangzhou,Guangdong Province,China,CN,Asia,"19065494459, 020-84880706",zjl200074@qq.com,,23,113.34,,,,2026-03-21 13:37:16.411471+00,2026-03-21 14:35:45.691+00
629,DJI Special Zone SIS Store (Foshan Lingnan Tiandi),Retail Store,low,"No. 7, Fuchengli, Chancheng District, 3rd Floor, Lingnan Tiandi New District",Foshan,Guangdong Province,China,CN,Asia,16628522662,731411625@qq.com,,39.92,116.41,,,,2026-03-21 13:37:16.411471+00,2026-03-21 14:35:45.691+00
630,DJI Authorized Experience Store (Fuzhou Financial Street Wanda),Retail Store,low,"F1-1060, Fuzhou Financial Street Store, Wanda Plaza, No. 8, Aojiang Road, Taijiang District",Fuzhou,Fujian Province,China,CN,Asia,"18050779807,0591-87721761",,,26.052604,119.342644,,,,2026-03-21 13:37:16.411471+00,2026-03-21 14:10:05.824+00
631,DJI Authorized Experience Store (Beijing Lize Tianjie),Retail Store,low,"No. 1, Lize Road, Fengtai District, 1st to 5th Floor, Room 30, 1st Floor, Building 1",Beijing,Beijing,China,CN,Asia,15321831672,dennis2788@126.com,,39.87,116.34,,,,2026-03-21 13:37:16.411471+00,2026-03-21 14:35:45.691+00
632,DJI Authorized Experience Store (Tai'an Wanda),Retail Store,low,"Shop 1052-1053, 1st Floor, Tai'an Wanda Plaza",Tai'an,Shandong Province,China,CN,Asia,15610300301,,,36.067107,117.106495,,,,2026-03-21 13:37:16.411471+00,2026-03-21 14:10:06.028+00
633,DJI Authorized Experience Store (Nanning Wuxiang Wanxianghui),Retail Store,low,"Entrance 1, 1st Floor, Wuxiang Wanxianghui, No. 37, Pingle Avenue, Liangqing District",Nanning,Guangxi Zhuang Autonomous Region,China,CN,Asia,"19195637049,0771-4806785",303529728@qq.com,,22.728323,108.380886,,,,2026-03-21 13:37:16.411471+00,2026-03-21 14:35:45.691+00
